year,month,day,team,offensive_yards_per_point
2021,2,14,Chicago,26.6
2021,2,14,Minnesota,13.7
2021,2,14,Detroit,11.9
2021,2,14,Atlanta,14.3
2021,2,14,Arizona,30.6
2021,2,14,Dallas,16.2
2021,2,14,Washington,16.3
2021,2,14,Houston,12.0
2021,2,14,LA Rams,13.6
2021,2,14,San Francisco,14.3
2021,2,14,LA Chargers,10.9
2021,2,14,Carolina,45.7
2021,2,14,Philadelphia,15.4
2021,2,14,New England,14.4
2021,2,14,Cincinnati,65.0
2021,2,14,Denver,14.4
2021,2,14,Jacksonville,20.2
2021,2,14,NY Giants,14.6
2021,2,14,NY Jets,25.0
2021,2,7,Green Bay,14.7
2021,2,7,Tampa Bay,11.3
2021,2,7,New Orleans,14.7
2021,2,7,Buffalo,15.1
2021,2,7,Seattle,13.9
2021,2,7,Tennessee,16.1
2021,2,7,Pittsburgh,14.9
2021,2,7,Baltimore,113.3
2021,2,7,Miami,17.5
2021,2,7,Indianapolis,19.7
2021,2,7,Cleveland,18.1
2021,2,7,Kansas City,11.6
2021,2,7,Las Vegas,14.5
2021,2,7,Chicago,26.6
2021,2,7,Minnesota,13.7
2021,2,7,Detroit,11.9
2021,2,7,Atlanta,14.3
2021,2,7,Arizona,30.6
2021,2,7,Dallas,16.2
2021,2,7,Washington,16.3
2021,2,7,Houston,12.0
2021,2,7,LA Rams,13.6
2021,2,7,San Francisco,14.3
2021,2,7,LA Chargers,10.9
2021,2,7,Carolina,45.7
2021,2,7,Philadelphia,15.4
2021,2,7,New England,14.4
2021,2,7,Cincinnati,65.0
2021,2,7,Denver,14.4
2021,2,7,Jacksonville,20.2
2021,2,7,NY Giants,14.6
2021,2,7,NY Jets,25.0
2021,1,31,Baltimore,16.0
2021,1,31,Green Bay,11.2
2021,1,31,Pittsburgh,12.6
2021,1,31,Tampa Bay,12.5
2021,1,31,New Orleans,11.2
2021,1,31,Tennessee,18.6
2021,1,31,Seattle,14.6
2021,1,31,Miami,14.7
2021,1,31,Buffalo,12.5
2021,1,31,Indianapolis,15.2
2021,1,31,Chicago,9.5
2021,1,31,Las Vegas,16.7
2021,1,31,Kansas City,23.2
2021,1,31,Cleveland,18.7
2021,1,31,Minnesota,11.0
2021,1,31,Arizona,29.2
2021,1,31,Atlanta,26.2
2021,1,31,Dallas,13.9
2021,1,31,Detroit,26.6
2021,1,31,Washington,29.7
2021,1,31,Carolina,14.0
2021,1,31,San Francisco,19.9
2021,1,31,Cincinnati,14.6
2021,1,31,Houston,15.7
2021,1,31,Philadelphia,28.1
2021,1,31,LA Rams,37.1
2021,1,31,New England,22.3
2021,1,31,LA Chargers,16.6
2021,1,31,Denver,24.8
2021,1,31,Jacksonville,16.4
2021,1,31,NY Giants,20.7
2021,1,31,NY Jets,14.5
2021,1,24,Baltimore,10.2
2021,1,24,Green Bay,12.1
2021,1,24,Pittsburgh,14.4
2021,1,24,Tampa Bay,13.4
2021,1,24,Tennessee,10.1
2021,1,24,New Orleans,9.8
2021,1,24,Seattle,15.1
2021,1,24,Miami,17.4
2021,1,24,Indianapolis,13.0
2021,1,24,Buffalo,11.1
2021,1,24,Kansas City,12.8
2021,1,24,Las Vegas,16.6
2021,1,24,Cleveland,19.6
2021,1,24,Arizona,15.9
2021,1,24,Chicago,12.0
2021,1,24,Atlanta,13.7
2021,1,24,Washington,23.5
2021,1,24,Detroit,17.2
2021,1,24,Minnesota,15.1
2021,1,24,Dallas,7.1
2021,1,24,Philadelphia,16.2
2021,1,24,Carolina,22.8
2021,1,24,LA Rams,15.2
2021,1,24,San Francisco,13.9
2021,1,24,New England,25.3
2021,1,24,Houston,21.3
2021,1,24,Cincinnati,8.5
2021,1,24,Denver,13.4
2021,1,24,LA Chargers,13.4
2021,1,24,Jacksonville,19.1
2021,1,24,NY Giants,48.0
2021,1,24,NY Jets,12.6
2021,1,17,Baltimore,8.2
2021,1,17,Pittsburgh,14.9
2021,1,17,Tampa Bay,11.7
2021,1,17,Green Bay,13.2
2021,1,17,Miami,13.6
2021,1,17,Seattle,10.3
2021,1,17,New Orleans,17.0
2021,1,17,Tennessee,14.6
2021,1,17,Indianapolis,10.4
2021,1,17,Buffalo,12.8
2021,1,17,Las Vegas,15.7
2021,1,17,Kansas City,13.6
2021,1,17,Cleveland,11.7
2021,1,17,Arizona,15.0
2021,1,17,Washington,8.4
2021,1,17,Atlanta,18.8
2021,1,17,Detroit,12.2
2021,1,17,Chicago,11.4
2021,1,17,Minnesota,23.9
2021,1,17,Carolina,13.7
2021,1,17,Philadelphia,17.2
2021,1,17,LA Rams,13.3
2021,1,17,New England,73.3
2021,1,17,Houston,37.6
2021,1,17,San Francisco,22.9
2021,1,17,Dallas,9.1
2021,1,17,NY Giants,22.7
2021,1,17,Denver,11.4
2021,1,17,LA Chargers,17.3
2021,1,17,Jacksonville,35.4
2021,1,17,Cincinnati,44.1
2021,1,17,NY Jets,61.7
2021,1,10,Pittsburgh,19.2
2021,1,10,Green Bay,14.6
2021,1,10,Tampa Bay,17.4
2021,1,10,Miami,21.4
2021,1,10,New Orleans,20.2
2021,1,10,Baltimore,11.8
2021,1,10,Tennessee,12.3
2021,1,10,Seattle,27.3
2021,1,10,Indianapolis,14.3
2021,1,10,Las Vegas,14.2
2021,1,10,Buffalo,13.2
2021,1,10,Kansas City,20.3
2021,1,10,Arizona,8.3
2021,1,10,Cleveland,11.2
2021,1,10,Atlanta,20.8
2021,1,10,Minnesota,15.6
2021,1,10,Washington,13.8
2021,1,10,Detroit,13.5
2021,1,10,New England,6.5
2021,1,10,Philadelphia,17.4
2021,1,10,Houston,19.9
2021,1,10,Carolina,13.9
2021,1,10,Chicago,13.0
2021,1,10,San Francisco,16.8
2021,1,10,LA Rams,12.2
2021,1,10,Jacksonville,16.3
2021,1,10,NY Giants,17.1
2021,1,10,Cincinnati,28.0
2021,1,10,Dallas,22.8
2021,1,10,Denver,20.6
2021,1,10,NY Jets,13.4
2021,1,3,Pittsburgh,17.6
2021,1,3,Miami,17.3
2021,1,3,New Orleans,9.4
2021,1,3,Green Bay,9.6
2021,1,3,Seattle,13.1
2021,1,3,Tampa Bay,17.4
2021,1,3,Baltimore,15.6
2021,1,3,Tennessee,10.0
2021,1,3,Kansas City,20.1
2021,1,3,Indianapolis,12.9
2021,1,3,Las Vegas,40.5
2021,1,3,Buffalo,12.3
2021,1,3,Atlanta,7.1
2021,1,3,Minnesota,13.8
2021,1,3,Arizona,17.5
2021,1,3,Cleveland,17.0
2021,1,3,Houston,9.4
2021,1,3,Washington,8.2
2021,1,3,Philadelphia,14.7
2021,1,3,Detroit,15.5
2021,1,3,Carolina,13.9
2021,1,3,San Francisco,15.0
2021,1,3,Chicago,14.0
2021,1,3,LA Chargers,21.6
2021,1,3,Cincinnati,9.1
2021,1,3,Jacksonville,15.0
2021,1,3,NY Giants,20.3
2021,1,3,LA Rams,15.4
2021,1,3,Dallas,15.4
2021,1,3,New England,9.0
2021,1,3,Denver,37.3
2021,1,3,NY Jets,86.7
2020,12,27,Baltimore,10.2
2020,12,27,Green Bay,12.1
2020,12,27,Pittsburgh,14.4
2020,12,27,Tampa Bay,12.5
2020,12,27,New Orleans,11.2
2020,12,27,Tennessee,10.1
2020,12,27,Seattle,15.1
2020,12,27,Miami,14.7
2020,12,27,Indianapolis,13.0
2020,12,27,Buffalo,11.1
2020,12,27,Kansas City,12.8
2020,12,27,Las Vegas,16.7
2020,12,27,Cleveland,19.6
2020,12,27,Chicago,12.0
2020,12,27,Atlanta,13.7
2020,12,27,Washington,23.5
2020,12,27,Minnesota,11.0
2020,12,27,Arizona,29.2
2020,12,27,Dallas,7.1
2020,12,27,Detroit,26.6
2020,12,27,Philadelphia,16.2
2020,12,27,Carolina,22.8
2020,12,27,LA Rams,15.2
2020,12,27,San Francisco,19.9
2020,12,27,New England,25.3
2020,12,27,Houston,21.3
2020,12,27,Cincinnati,8.5
2020,12,27,Denver,13.4
2020,12,27,LA Chargers,13.4
2020,12,27,Jacksonville,19.1
2020,12,27,NY Giants,48.0
2020,12,27,NY Jets,12.6
2020,12,20,Baltimore,8.2
2020,12,20,Pittsburgh,14.9
2020,12,20,Green Bay,12.1
2020,12,20,Tampa Bay,11.7
2020,12,20,Miami,13.6
2020,12,20,Seattle,10.3
2020,12,20,New Orleans,17.0
2020,12,20,Tennessee,14.6
2020,12,20,Indianapolis,10.4
2020,12,20,Buffalo,11.1
2020,12,20,Kansas City,13.6
2020,12,20,Las Vegas,16.6
2020,12,20,Cleveland,11.7
2020,12,20,Arizona,15.0
2020,12,20,Washington,8.4
2020,12,20,Atlanta,18.8
2020,12,20,Detroit,12.2
2020,12,20,Chicago,11.4
2020,12,20,Minnesota,23.9
2020,12,20,Philadelphia,17.2
2020,12,20,Carolina,22.8
2020,12,20,LA Rams,13.3
2020,12,20,New England,73.3
2020,12,20,Houston,37.6
2020,12,20,San Francisco,22.9
2020,12,20,Dallas,9.1
2020,12,20,NY Giants,22.7
2020,12,20,Denver,13.4
2020,12,20,LA Chargers,13.4
2020,12,20,Jacksonville,35.4
2020,12,20,Cincinnati,44.1
2020,12,20,NY Jets,61.7
2020,12,13,Pittsburgh,19.2
2020,12,13,Green Bay,14.6
2020,12,13,Tampa Bay,17.4
2020,12,13,Miami,21.4
2020,12,13,New Orleans,20.2
2020,12,13,Baltimore,11.8
2020,12,13,Tennessee,12.3
2020,12,13,Seattle,27.3
2020,12,13,Indianapolis,14.3
2020,12,13,Las Vegas,14.2
2020,12,13,Buffalo,13.2
2020,12,13,Kansas City,20.3
2020,12,13,Arizona,8.3
2020,12,13,Cleveland,11.2
2020,12,13,Atlanta,20.8
2020,12,13,Minnesota,15.6
2020,12,13,Washington,13.8
2020,12,13,Detroit,13.5
2020,12,13,Philadelphia,17.4
2020,12,13,Houston,19.9
2020,12,13,Carolina,13.9
2020,12,13,Chicago,13.0
2020,12,13,San Francisco,16.8
2020,12,13,LA Rams,13.3
2020,12,13,New England,73.3
2020,12,13,Jacksonville,16.3
2020,12,13,NY Giants,17.1
2020,12,13,Cincinnati,28.0
2020,12,13,Dallas,22.8
2020,12,13,Denver,20.6
2020,12,13,NY Jets,13.4
2020,12,6,Pittsburgh,17.6
2020,12,6,Miami,17.3
2020,12,6,New Orleans,9.4
2020,12,6,Green Bay,9.6
2020,12,6,Seattle,13.1
2020,12,6,Tampa Bay,17.4
2020,12,6,Baltimore,15.6
2020,12,6,Tennessee,10.0
2020,12,6,Kansas City,20.1
2020,12,6,Indianapolis,12.9
2020,12,6,Las Vegas,40.5
2020,12,6,Buffalo,12.3
2020,12,6,Atlanta,7.1
2020,12,6,Minnesota,13.8
2020,12,6,Arizona,17.5
2020,12,6,Cleveland,17.0
2020,12,6,Houston,9.4
2020,12,6,Washington,8.2
2020,12,6,Philadelphia,14.7
2020,12,6,Detroit,15.5
2020,12,6,Carolina,13.9
2020,12,6,San Francisco,15.0
2020,12,6,Chicago,14.0
2020,12,6,LA Chargers,21.6
2020,12,6,Cincinnati,9.1
2020,12,6,Jacksonville,15.0
2020,12,6,NY Giants,20.3
2020,12,6,LA Rams,15.4
2020,12,6,Dallas,15.4
2020,12,6,New England,9.0
2020,12,6,Denver,37.3
2020,12,6,NY Jets,86.7
2020,11,29,Baltimore,11.8
2020,11,29,Tampa Bay,10.1
2020,11,29,Pittsburgh,13.4
2020,11,29,Green Bay,10.8
2020,11,29,Seattle,16.8
2020,11,29,Cleveland,10.8
2020,11,29,Kansas City,6.7
2020,11,29,Tennessee,12.2
2020,11,29,New Orleans,15.4
2020,11,29,Miami,12.6
2020,11,29,Detroit,16.8
2020,11,29,Las Vegas,17.4
2020,11,29,Indianapolis,13.9
2020,11,29,Arizona,14.0
2020,11,29,Minnesota,15.9
2020,11,29,San Francisco,14.2
2020,11,29,Philadelphia,20.1
2020,11,29,Buffalo,23.4
2020,11,29,Atlanta,17.6
2020,11,29,LA Rams,15.5
2020,11,29,Washington,15.9
2020,11,29,Houston,18.3
2020,11,29,Cincinnati,13.8
2020,11,29,Jacksonville,10.1
2020,11,29,Chicago,27.9
2020,11,29,Carolina,11.8
2020,11,29,NY Giants,15.5
2020,11,29,LA Chargers,12.4
2020,11,29,Dallas,47.3
2020,11,29,Denver,25.7
2020,11,29,New England,40.2
2020,11,29,NY Jets,19.0
2020,11,22,Baltimore,11.8
2020,11,22,Pittsburgh,7.3
2020,11,22,Seattle,11.6
2020,11,22,Tampa Bay,8.5
2020,11,22,Green Bay,20.1
2020,11,22,New Orleans,13.6
2020,11,22,Tennessee,14.3
2020,11,22,Detroit,11.9
2020,11,22,Cleveland,31.4
2020,11,22,Las Vegas,12.3
2020,11,22,Miami,12.6
2020,11,22,Indianapolis,13.9
2020,11,22,Philadelphia,13.0
2020,11,22,Buffalo,12.1
2020,11,22,Kansas City,17.9
2020,11,22,Minnesota,15.9
2020,11,22,Arizona,11.5
2020,11,22,Chicago,11.3
2020,11,22,Atlanta,11.6
2020,11,22,San Francisco,16.3
2020,11,22,Houston,11.4
2020,11,22,Denver,16.6
2020,11,22,Washington,17.7
2020,11,22,LA Rams,19.4
2020,11,22,Cincinnati,14.7
2020,11,22,Dallas,34.4
2020,11,22,NY Giants,12.0
2020,11,22,Carolina,18.9
2020,11,22,Jacksonville,17.2
2020,11,22,New England,24.0
2020,11,22,LA Chargers,13.0
2020,11,15,Baltimore,12.3
2020,11,15,Seattle,11.6
2020,11,15,Green Bay,13.4
2020,11,15,New Orleans,13.6
2020,11,15,Tennessee,8.0
2020,11,15,Cleveland,12.0
2020,11,15,Pittsburgh,9.7
2020,11,15,Tampa Bay,17.8
2020,11,15,Las Vegas,12.3
2020,11,15,Miami,10.1
2020,11,15,Detroit,9.7
2020,11,15,Kansas City,12.9
2020,11,15,Indianapolis,13.4
2020,11,15,Minnesota,17.3
2020,11,15,Philadelphia,11.6
2020,11,15,Buffalo,23.1
2020,11,15,San Francisco,15.2
2020,11,15,Washington,10.8
2020,11,15,LA Rams,14.3
2020,11,15,Denver,9.7
2020,11,15,Dallas,10.9
2020,11,15,Chicago,12.2
2020,11,15,Arizona,16.5
2020,11,15,Atlanta,23.3
2020,11,15,Cincinnati,68.3
2020,11,15,Houston,16.2
2020,11,15,New England,35.7
2020,11,15,Carolina,19.0
2020,11,15,Jacksonville,26.0
2020,11,15,NY Giants,8.8
2020,11,15,LA Chargers,13.0
2020,11,15,NY Jets,28.5
2020,11,8,Baltimore,11.3
2020,11,8,Green Bay,13.4
2020,11,8,Seattle,14.2
2020,11,8,New Orleans,11.2
2020,11,8,Tampa Bay,12.7
2020,11,8,Cleveland,10.4
2020,11,8,Buffalo,11.2
2020,11,8,Detroit,9.7
2020,11,8,Minnesota,13.2
2020,11,8,Las Vegas,16.7
2020,11,8,Kansas City,12.4
2020,11,8,Indianapolis,15.2
2020,11,8,Pittsburgh,13.8
2020,11,8,San Francisco,20.9
2020,11,8,Tennessee,14.3
2020,11,8,Cincinnati,15.3
2020,11,8,Miami,18.0
2020,11,8,Atlanta,20.4
2020,11,8,Denver,9.7
2020,11,8,LA Rams,14.1
2020,11,8,Arizona,12.5
2020,11,8,Philadelphia,10.7
2020,11,8,Washington,20.2
2020,11,8,Jacksonville,17.2
2020,11,8,Carolina,14.3
2020,11,8,Chicago,24.5
2020,11,8,Dallas,14.9
2020,11,8,New England,35.7
2020,11,8,Houston,16.8
2020,11,8,NY Jets,11.5
2020,11,8,LA Chargers,10.5
2020,11,8,NY Giants,32.8
2020,11,1,Seattle,10.8
2020,11,1,Baltimore,11.4
2020,11,1,Green Bay,10.0
2020,11,1,Tampa Bay,12.6
2020,11,1,New Orleans,13.2
2020,11,1,Las Vegas,18.8
2020,11,1,San Francisco,11.7
2020,11,1,Minnesota,15.5
2020,11,1,Indianapolis,9.8
2020,11,1,Cleveland,8.8
2020,11,1,Miami,9.5
2020,11,1,Washington,15.5
2020,11,1,Atlanta,14.3
2020,11,1,Buffalo,10.7
2020,11,1,New England,11.3
2020,11,1,Kansas City,15.2
2020,11,1,Pittsburgh,13.8
2020,11,1,Cincinnati,13.2
2020,11,1,Tennessee,14.3
2020,11,1,Jacksonville,24.5
2020,11,1,Chicago,14.6
2020,11,1,Detroit,12.4
2020,11,1,LA Rams,14.9
2020,11,1,Arizona,16.4
2020,11,1,Houston,12.4
2020,11,1,Carolina,14.4
2020,11,1,Dallas,16.8
2020,11,1,Philadelphia,16.6
2020,11,1,Denver,22.6
2020,11,1,NY Jets,37.1
2020,11,1,NY Giants,25.7
2020,11,1,LA Chargers,27.3
2020,10,25,Baltimore,11.8
2020,10,25,Pittsburgh,7.3
2020,10,25,Seattle,11.6
2020,10,25,Tampa Bay,8.5
2020,10,25,Green Bay,20.1
2020,10,25,New Orleans,13.6
2020,10,25,Tennessee,14.5
2020,10,25,Detroit,11.9
2020,10,25,Cleveland,31.4
2020,10,25,Las Vegas,12.3
2020,10,25,Miami,12.6
2020,10,25,Indianapolis,13.9
2020,10,25,Buffalo,12.1
2020,10,25,Kansas City,17.9
2020,10,25,Minnesota,15.9
2020,10,25,Arizona,11.5
2020,10,25,Chicago,11.3
2020,10,25,Philadelphia,20.1
2020,10,25,Atlanta,11.6
2020,10,25,San Francisco,16.3
2020,10,25,Houston,11.4
2020,10,25,Denver,16.6
2020,10,25,Washington,17.7
2020,10,25,LA Rams,19.4
2020,10,25,Cincinnati,14.7
2020,10,25,Dallas,34.4
2020,10,25,NY Giants,15.5
2020,10,25,Carolina,18.9
2020,10,25,Jacksonville,17.2
2020,10,25,New England,24.0
2020,10,25,LA Chargers,13.0
2020,10,18,Baltimore,12.3
2020,10,18,Seattle,11.6
2020,10,18,Green Bay,13.4
2020,10,18,New Orleans,13.6
2020,10,18,Tennessee,8.0
2020,10,18,Cleveland,12.0
2020,10,18,Pittsburgh,9.7
2020,10,18,Tampa Bay,17.8
2020,10,18,Las Vegas,12.3
2020,10,18,Miami,10.1
2020,10,18,Detroit,9.7
2020,10,18,Kansas City,12.9
2020,10,18,Indianapolis,13.4
2020,10,18,Minnesota,17.3
2020,10,18,Philadelphia,11.6
2020,10,18,Buffalo,23.1
2020,10,18,San Francisco,15.2
2020,10,18,Washington,10.8
2020,10,18,LA Rams,14.3
2020,10,18,Denver,9.7
2020,10,18,Dallas,10.9
2020,10,18,Chicago,12.2
2020,10,18,Arizona,16.5
2020,10,18,Atlanta,23.3
2020,10,18,Cincinnati,68.3
2020,10,18,Houston,16.2
2020,10,18,New England,35.7
2020,10,18,Carolina,19.0
2020,10,18,Jacksonville,26.0
2020,10,18,NY Giants,8.8
2020,10,18,LA Chargers,13.0
2020,10,18,NY Jets,28.5
2020,10,11,Baltimore,11.3
2020,10,11,Green Bay,13.4
2020,10,11,Seattle,14.2
2020,10,11,New Orleans,11.2
2020,10,11,Cleveland,10.4
2020,10,11,Tampa Bay,17.8
2020,10,11,Buffalo,11.2
2020,10,11,Detroit,9.7
2020,10,11,Minnesota,13.2
2020,10,11,Las Vegas,16.7
2020,10,11,Kansas City,12.4
2020,10,11,Indianapolis,15.2
2020,10,11,Pittsburgh,13.8
2020,10,11,San Francisco,20.9
2020,10,11,Tennessee,14.3
2020,10,11,Cincinnati,15.3
2020,10,11,Miami,18.0
2020,10,11,Atlanta,20.4
2020,10,11,Denver,9.7
2020,10,11,LA Rams,14.1
2020,10,11,Arizona,12.5
2020,10,11,Philadelphia,10.7
2020,10,11,Washington,20.2
2020,10,11,Chicago,12.2
2020,10,11,Jacksonville,17.2
2020,10,11,Carolina,14.3
2020,10,11,Dallas,14.9
2020,10,11,New England,35.7
2020,10,11,Houston,16.8
2020,10,11,NY Jets,11.5
2020,10,11,LA Chargers,10.5
2020,10,11,NY Giants,32.8
2020,10,4,Seattle,10.8
2020,10,4,Baltimore,11.4
2020,10,4,Green Bay,10.0
2020,10,4,Tampa Bay,12.6
2020,10,4,New Orleans,13.2
2020,10,4,Las Vegas,18.8
2020,10,4,San Francisco,11.7
2020,10,4,Minnesota,15.5
2020,10,4,Indianapolis,9.8
2020,10,4,Cleveland,8.8
2020,10,4,Miami,9.5
2020,10,4,Washington,15.5
2020,10,4,Atlanta,14.3
2020,10,4,Buffalo,10.7
2020,10,4,New England,11.3
2020,10,4,Kansas City,15.2
2020,10,4,Pittsburgh,13.8
2020,10,4,Cincinnati,13.2
2020,10,4,Tennessee,14.3
2020,10,4,Jacksonville,24.5
2020,10,4,Chicago,14.6
2020,10,4,Denver,9.7
2020,10,4,Detroit,12.4
2020,10,4,LA Rams,14.9
2020,10,4,Arizona,16.4
2020,10,4,Houston,12.4
2020,10,4,Carolina,14.4
2020,10,4,Dallas,16.8
2020,10,4,Philadelphia,16.6
2020,10,4,NY Jets,11.5
2020,10,4,NY Giants,25.7
2020,10,4,LA Chargers,27.3
2020,9,27,Las Vegas,11.1
2020,9,27,Baltimore,12.3
2020,9,27,Seattle,12.3
2020,9,27,Green Bay,11.6
2020,9,27,New Orleans,17.7
2020,9,27,Tampa Bay,10.9
2020,9,27,Minnesota,15.9
2020,9,27,Washington,21.1
2020,9,27,Kansas City,18.0
2020,9,27,Atlanta,9.7
2020,9,27,Miami,9.5
2020,9,27,San Francisco,11.6
2020,9,27,Pittsburgh,15.8
2020,9,27,Jacksonville,24.5
2020,9,27,Tennessee,10.7
2020,9,27,Cincinnati,11.8
2020,9,27,Chicago,17.9
2020,9,27,LA Rams,12.1
2020,9,27,Arizona,14.6
2020,9,27,Buffalo,16.9
2020,9,27,New England,15.5
2020,9,27,Indianapolis,12.6
2020,9,27,Detroit,14.6
2020,9,27,Dallas,14.3
2020,9,27,Carolina,25.1
2020,9,27,Philadelphia,19.1
2020,9,27,NY Jets,21.3
2020,9,27,Cleveland,12.4
2020,9,27,Denver,15.2
2020,9,27,Houston,19.0
2020,9,27,NY Giants,22.7
2020,9,27,LA Chargers,24.0
2020,9,20,New Orleans,8.0
2020,9,20,Washington,8.9
2020,9,20,Jacksonville,8.9
2020,9,20,Baltimore,10.0
2020,9,20,Seattle,10.1
2020,9,20,Kansas City,10.9
2020,9,20,Las Vegas,10.9
2020,9,20,Minnesota,11.2
2020,9,20,Green Bay,12.1
2020,9,20,Carolina,12.9
2020,9,20,Pittsburgh,13.4
2020,9,20,Chicago,13.4
2020,9,20,Tampa Bay,13.5
2020,9,20,NY Jets,14.9
2020,9,20,Buffalo,15.0
2020,9,20,Cincinnati,11.8
2020,9,20,Philadelphia,15.6
2020,9,20,Arizona,16.8
2020,9,20,New England,17.0
2020,9,20,Houston,18.0
2020,9,20,Cleveland,12.4
2020,9,20,NY Giants,18.2
2020,9,20,San Francisco,18.3
2020,9,20,Detroit,18.5
2020,9,20,Atlanta,20.2
2020,9,20,LA Rams,21.1
2020,9,20,Indianapolis,22.3
2020,9,20,Dallas,22.4
2020,9,20,LA Chargers,22.6
2020,9,20,Denver,23.1
2020,9,20,Tennessee,23.6
2020,9,20,Miami,24.5
2020,9,13,Kansas City,10.9
2020,9,13,Houston,18.0
2020,9,6,San Francisco,17.6
2020,9,6,Kansas City,12.8
2020,9,6,Baltimore,44.2
2020,9,6,New Orleans,16.2
2020,9,6,New England,23.6
2020,9,6,Tampa Bay,15.0
2020,9,6,Minnesota,14.7
2020,9,6,Tennessee,12.3
2020,9,6,Indianapolis,13.8
2020,9,6,Green Bay,17.9
2020,9,6,Arizona,16.4
2020,9,6,Seattle,16.3
2020,9,6,LA Rams,13.7
2020,9,6,Houston,14.3
2020,9,6,Pittsburgh,16.8
2020,9,6,Philadelphia,31.3
2020,9,6,NY Jets,20.8
2020,9,6,NY Giants,23.4
2020,9,6,Dallas,11.0
2020,9,6,Atlanta,13.3
2020,9,6,Carolina,32.9
2020,9,6,Miami,14.4
2020,9,6,Detroit,15.3
2020,9,6,Cleveland,13.6
2020,9,6,Washington,16.9
2020,9,6,Denver,14.9
2020,9,6,Chicago,16.0
2020,9,6,Buffalo,22.4
2020,9,6,LA Chargers,17.4
2020,9,6,Jacksonville,9.3
2020,9,6,Cincinnati,10.9
2020,9,6,Las Vegas,31.8
2020,2,23,San Francisco,17.6
2020,2,23,Kansas City,12.8
2020,2,23,Baltimore,44.2
2020,2,23,New Orleans,16.2
2020,2,23,New England,23.6
2020,2,23,Tampa Bay,15.0
2020,2,23,Minnesota,14.7
2020,2,23,Tennessee,12.3
2020,2,23,Indianapolis,13.8
2020,2,23,Green Bay,17.9
2020,2,23,Arizona,16.4
2020,2,23,Seattle,16.3
2020,2,23,LA Rams,13.7
2020,2,23,Houston,14.3
2020,2,23,Pittsburgh,16.8
2020,2,23,Philadelphia,31.3
2020,2,23,NY Jets,20.8
2020,2,23,NY Giants,23.4
2020,2,23,Dallas,11.0
2020,2,23,Atlanta,13.3
2020,2,23,Carolina,32.9
2020,2,23,Miami,14.4
2020,2,23,Detroit,15.3
2020,2,23,Cleveland,13.6
2020,2,23,Washington,16.9
2020,2,23,Denver,14.9
2020,2,23,Chicago,16.0
2020,2,23,Buffalo,22.4
2020,2,23,LA Chargers,17.4
2020,2,23,Jacksonville,9.3
2020,2,23,Cincinnati,10.9
2020,2,23,Las Vegas,31.8
2020,2,16,San Francisco,17.6
2020,2,16,Kansas City,12.8
2020,2,16,Baltimore,44.2
2020,2,16,New Orleans,16.2
2020,2,16,New England,23.6
2020,2,16,Tampa Bay,15.0
2020,2,16,Minnesota,14.7
2020,2,16,Tennessee,12.3
2020,2,16,Indianapolis,13.8
2020,2,16,Green Bay,17.9
2020,2,16,Arizona,16.4
2020,2,16,Seattle,16.3
2020,2,16,LA Rams,13.7
2020,2,16,Houston,14.3
2020,2,16,Pittsburgh,16.8
2020,2,16,Philadelphia,31.3
2020,2,16,NY Jets,20.8
2020,2,16,NY Giants,23.4
2020,2,16,Dallas,11.0
2020,2,16,Atlanta,13.3
2020,2,16,Carolina,32.9
2020,2,16,Miami,14.4
2020,2,16,Detroit,15.3
2020,2,16,Cleveland,13.6
2020,2,16,Washington,16.9
2020,2,16,Denver,14.9
2020,2,16,Chicago,16.0
2020,2,16,Buffalo,22.4
2020,2,16,LA Chargers,17.4
2020,2,16,Jacksonville,9.3
2020,2,16,Cincinnati,10.9
2020,2,16,Las Vegas,31.8
2020,2,9,San Francisco,17.6
2020,2,9,Kansas City,12.8
2020,2,9,Baltimore,44.2
2020,2,9,New Orleans,16.2
2020,2,9,New England,23.6
2020,2,9,Tampa Bay,15.0
2020,2,9,Minnesota,14.7
2020,2,9,Tennessee,12.3
2020,2,9,Indianapolis,13.8
2020,2,9,Green Bay,17.9
2020,2,9,Arizona,16.4
2020,2,9,Seattle,16.3
2020,2,9,LA Rams,13.7
2020,2,9,Houston,14.3
2020,2,9,Pittsburgh,16.8
2020,2,9,Philadelphia,31.3
2020,2,9,NY Jets,20.8
2020,2,9,NY Giants,23.4
2020,2,9,Dallas,11.0
2020,2,9,Atlanta,13.3
2020,2,9,Carolina,32.9
2020,2,9,Miami,14.4
2020,2,9,Detroit,15.3
2020,2,9,Cleveland,13.6
2020,2,9,Washington,16.9
2020,2,9,Denver,14.9
2020,2,9,Chicago,16.0
2020,2,9,Buffalo,22.4
2020,2,9,LA Chargers,17.4
2020,2,9,Jacksonville,9.3
2020,2,9,Cincinnati,10.9
2020,2,9,Las Vegas,31.8
2020,2,2,San Francisco,9.6
2020,2,2,Kansas City,11.5
2020,2,2,Baltimore,44.2
2020,2,2,New Orleans,16.2
2020,2,2,New England,23.6
2020,2,2,Tampa Bay,15.0
2020,2,2,Minnesota,14.7
2020,2,2,Tennessee,12.3
2020,2,2,Indianapolis,13.8
2020,2,2,Green Bay,17.9
2020,2,2,Arizona,16.4
2020,2,2,Seattle,16.3
2020,2,2,LA Rams,13.7
2020,2,2,Houston,14.3
2020,2,2,Pittsburgh,16.8
2020,2,2,Philadelphia,31.3
