year,month,day,team,defensive_yards_per_game_allowed
2016,1,3,LA Chargers,420.0
2016,1,3,Philadelphia,430.0
2016,1,3,Indianapolis,344.0
2016,1,3,Las Vegas,249.0
2016,1,3,Miami,411.0
2016,1,3,San Francisco,337.0
2016,1,3,Cleveland,336.0
2016,1,3,New Orleans,362.0
2016,1,3,NY Giants,407.0
2015,12,27,Denver,377.0
2015,12,27,Seattle,230.0
2015,12,27,Carolina,406.0
2015,12,27,Houston,190.0
2015,12,27,NY Jets,309.0
2015,12,27,New England,282.0
2015,12,27,Arizona,424.0
2015,12,27,Kansas City,366.0
2015,12,27,Dallas,372.0
2015,12,27,Cincinnati,318.0
2015,12,27,Tampa Bay,319.0
2015,12,27,Chicago,350.0
2015,12,27,Minnesota,293.0
2015,12,27,Baltimore,277.0
2015,12,27,Tennessee,346.0
2015,12,27,Atlanta,357.0
2015,12,27,Green Bay,372.0
2015,12,27,Detroit,399.0
2015,12,27,LA Chargers,281.0
2015,12,27,Jacksonville,328.0
2015,12,27,Buffalo,431.0
2015,12,27,Las Vegas,343.0
2015,12,27,LA Rams,509.0
2015,12,27,Pittsburgh,385.0
2015,12,27,Washington,398.0
2015,12,27,Cleveland,423.0
2015,12,27,San Francisco,242.0
2015,12,27,Indianapolis,305.0
2015,12,27,Philadelphia,418.0
2015,12,27,Miami,442.0
2015,12,27,New Orleans,396.0
2015,12,27,NY Giants,480.0
2015,12,20,Denver,126.0
2015,12,20,Seattle,302.0
2015,12,20,Carolina,230.0
2015,12,20,Arizona,389.0
2015,12,20,NY Jets,309.0
2015,12,20,New England,189.0
2015,12,20,Houston,313.0
2015,12,20,Kansas City,280.0
2015,12,20,Dallas,372.0
2015,12,20,Cincinnati,354.0
2015,12,20,Tampa Bay,319.0
2015,12,20,Chicago,374.0
2015,12,20,Tennessee,439.0
2015,12,20,Minnesota,393.0
2015,12,20,Baltimore,424.0
2015,12,20,Detroit,317.0
2015,12,20,Atlanta,424.0
2015,12,20,Green Bay,270.0
2015,12,20,Buffalo,348.0
2015,12,20,Washington,377.0
2015,12,20,Jacksonville,322.0
2015,12,20,LA Rams,509.0
2015,12,20,Pittsburgh,385.0
2015,12,20,LA Chargers,329.0
2015,12,20,Las Vegas,310.0
2015,12,20,Cleveland,221.0
2015,12,20,Philadelphia,412.0
2015,12,20,Miami,429.0
2015,12,20,Indianapolis,380.0
2015,12,20,San Francisco,481.0
2015,12,20,New Orleans,291.0
2015,12,20,NY Giants,363.0
2015,12,13,Denver,272.0
2015,12,13,Seattle,125.0
2015,12,13,Carolina,334.0
2015,12,13,Arizona,389.0
2015,12,13,Dallas,266.0
2015,12,13,NY Jets,355.0
2015,12,13,Houston,390.0
2015,12,13,Tennessee,383.0
2015,12,13,Tampa Bay,319.0
2015,12,13,Cincinnati,273.0
2015,12,13,Kansas City,361.0
2015,12,13,Chicago,291.0
2015,12,13,New England,248.0
2015,12,13,Baltimore,219.0
2015,12,13,Atlanta,388.0
2015,12,13,Minnesota,393.0
2015,12,13,Detroit,313.0
2015,12,13,LA Rams,524.0
2015,12,13,Green Bay,306.0
2015,12,13,Buffalo,401.0
2015,12,13,Washington,318.0
2015,12,13,Pittsburgh,240.0
2015,12,13,Jacksonville,467.0
2015,12,13,LA Chargers,293.0
2015,12,13,Las Vegas,232.0
2015,12,13,Philadelphia,427.0
2015,12,13,Miami,375.0
2015,12,13,San Francisco,364.0
2015,12,13,Cleveland,377.0
2015,12,13,Indianapolis,522.0
2015,12,13,NY Giants,463.0
2015,12,13,New Orleans,497.0
2015,12,6,Denver,301.0
2015,12,6,Carolina,210.0
2015,12,6,NY Jets,333.0
2015,12,6,Seattle,538.0
2015,12,6,Arizona,368.0
2015,12,6,Houston,268.0
2015,12,6,Dallas,294.0
2015,12,6,Tennessee,407.0
2015,12,6,Minnesota,329.0
2015,12,6,Kansas City,415.0
2015,12,6,Atlanta,365.0
2015,12,6,Tampa Bay,336.0
2015,12,6,LA Rams,376.0
2015,12,6,Chicago,365.0
2015,12,6,Cincinnati,345.0
2015,12,6,New England,433.0
2015,12,6,Detroit,313.0
2015,12,6,Baltimore,338.0
2015,12,6,Buffalo,413.0
2015,12,6,Green Bay,306.0
2015,12,6,Jacksonville,369.0
2015,12,6,Washington,332.0
2015,12,6,Pittsburgh,436.0
2015,12,6,LA Chargers,420.0
2015,12,6,Philadelphia,430.0
2015,12,6,Indianapolis,344.0
2015,12,6,Las Vegas,249.0
2015,12,6,Miami,411.0
2015,12,6,San Francisco,337.0
2015,12,6,Cleveland,336.0
2015,12,6,New Orleans,362.0
2015,12,6,NY Giants,407.0
2015,11,29,Denver,298.0
2015,11,29,NY Jets,353.0
2015,11,29,Seattle,142.0
2015,11,29,Arizona,276.0
2015,11,29,Tennessee,378.0
2015,11,29,Tampa Bay,355.0
2015,11,29,Minnesota,274.0
2015,11,29,Dallas,289.0
2015,11,29,Carolina,349.0
2015,11,29,Chicago,546.0
2015,11,29,Buffalo,295.0
2015,11,29,LA Rams,364.0
2015,11,29,Atlanta,256.0
2015,11,29,Green Bay,548.0
2015,11,29,New England,372.0
2015,11,29,Washington,479.0
2015,11,29,Philadelphia,394.0
2015,11,29,LA Chargers,412.0
2015,11,29,Jacksonville,375.0
2015,11,29,Kansas City,339.0
2015,11,29,Miami,322.0
2015,11,29,Cincinnati,368.0
2015,11,29,Houston,503.0
2015,11,29,Pittsburgh,377.0
2015,11,29,Baltimore,414.0
2015,11,29,Las Vegas,417.0
2015,11,29,Detroit,425.0
2015,11,29,Cleveland,308.0
2015,11,29,NY Giants,460.0
2015,11,29,New Orleans,376.0
2015,11,29,San Francisco,388.0
2015,11,29,Indianapolis,449.0
2015,11,22,NY Jets,225.0
2015,11,22,Denver,298.0
2015,11,22,Tennessee,434.0
2015,11,22,Seattle,383.0
2015,11,22,Tampa Bay,325.0
2015,11,22,Arizona,310.0
2015,11,22,Carolina,334.0
2015,11,22,Washington,474.0
2015,11,22,Chicago,546.0
2015,11,22,LA Rams,322.0
2015,11,22,Houston,394.0
2015,11,22,Dallas,356.0
2015,11,22,Minnesota,328.0
2015,11,22,LA Chargers,370.0
2015,11,22,Philadelphia,247.0
2015,11,22,Green Bay,548.0
2015,11,22,New England,409.0
2015,11,22,Buffalo,355.0
2015,11,22,Jacksonville,382.0
2015,11,22,Atlanta,385.0
2015,11,22,Cincinnati,368.0
2015,11,22,Kansas City,321.0
2015,11,22,Pittsburgh,469.0
2015,11,22,Miami,299.0
2015,11,22,Baltimore,391.0
2015,11,22,Las Vegas,297.0
2015,11,22,Detroit,444.0
2015,11,22,NY Giants,425.0
2015,11,22,Indianapolis,417.0
2015,11,22,Cleveland,442.0
2015,11,22,San Francisco,420.0
2015,11,22,New Orleans,413.0
2015,11,15,Denver,288.0
2015,11,15,NY Jets,226.0
2015,11,15,Tennessee,209.0
2015,11,15,Chicago,287.0
2015,11,15,Seattle,419.0
2015,11,15,Washington,418.0
2015,11,15,Green Bay,334.0
2015,11,15,Tampa Bay,325.0
2015,11,15,Arizona,436.0
2015,11,15,Carolina,411.0
2015,11,15,Houston,323.0
2015,11,15,New England,264.0
2015,11,15,LA Rams,322.0
2015,11,15,Dallas,356.0
2015,11,15,LA Chargers,349.0
2015,11,15,Buffalo,276.0
2015,11,15,Minnesota,344.0
2015,11,15,Pittsburgh,406.0
2015,11,15,Jacksonville,369.0
2015,11,15,Atlanta,270.0
2015,11,15,Cincinnati,397.0
2015,11,15,Detroit,345.0
2015,11,15,Philadelphia,388.0
2015,11,15,Baltimore,505.0
2015,11,15,Las Vegas,297.0
2015,11,15,Kansas City,328.0
2015,11,15,NY Giants,380.0
2015,11,15,Indianapolis,444.0
2015,11,15,Miami,425.0
2015,11,15,Cleveland,377.0
2015,11,15,San Francisco,525.0
2015,11,15,New Orleans,519.0
2015,11,8,Denver,325.0
2015,11,8,Seattle,256.0
2015,11,8,NY Jets,226.0
2015,11,8,Washington,320.0
2015,11,8,Arizona,328.0
2015,11,8,Tennessee,378.0
2015,11,8,Chicago,243.0
2015,11,8,Green Bay,196.0
2015,11,8,Tampa Bay,244.0
2015,11,8,Carolina,411.0
2015,11,8,Houston,378.0
2015,11,8,Pittsburgh,356.0
2015,11,8,Baltimore,263.0
2015,11,8,Dallas,438.0
2015,11,8,LA Chargers,432.0
2015,11,8,LA Rams,447.0
2015,11,8,Minnesota,344.0
2015,11,8,Jacksonville,326.0
2015,11,8,Cincinnati,461.0
2015,11,8,New England,293.0
2015,11,8,Philadelphia,417.0
2015,11,8,Buffalo,303.0
2015,11,8,San Francisco,362.0
2015,11,8,New Orleans,335.0
2015,11,8,Detroit,345.0
2015,11,8,NY Giants,313.0
2015,11,8,Indianapolis,431.0
2015,11,8,Atlanta,428.0
2015,11,8,Kansas City,445.0
2015,11,8,Miami,425.0
2015,11,8,Las Vegas,371.0
2015,11,8,Cleveland,438.0
2015,11,1,Denver,290.0
2015,11,1,Washington,363.0
2015,11,1,Seattle,146.0
2015,11,1,NY Jets,231.0
2015,11,1,Arizona,156.0
2015,11,1,Tennessee,378.0
2015,11,1,Carolina,380.0
2015,11,1,Dallas,438.0
2015,11,1,LA Rams,259.0
2015,11,1,LA Chargers,284.0
2015,11,1,Chicago,371.0
2015,11,1,Houston,318.0
2015,11,1,Cincinnati,398.0
2015,11,1,Pittsburgh,258.0
2015,11,1,Tampa Bay,413.0
2015,11,1,Green Bay,326.0
2015,11,1,Philadelphia,323.0
2015,11,1,Minnesota,369.0
2015,11,1,New England,293.0
2015,11,1,Indianapolis,433.0
2015,11,1,Jacksonville,471.0
2015,11,1,Baltimore,458.0
2015,11,1,Atlanta,347.0
2015,11,1,Kansas City,448.0
2015,11,1,San Francisco,446.0
2015,11,1,Miami,428.0
2015,11,1,Detroit,354.0
2015,11,1,Cleveland,469.0
2015,11,1,New Orleans,431.0
2015,11,1,Buffalo,391.0
2015,11,1,NY Giants,393.0
2015,11,1,Las Vegas,355.0
2015,10,25,NY Jets,225.0
2015,10,25,Denver,298.0
2015,10,25,Seattle,142.0
2015,10,25,Tennessee,434.0
2015,10,25,Tampa Bay,325.0
2015,10,25,Arizona,310.0
2015,10,25,Carolina,334.0
2015,10,25,Washington,474.0
2015,10,25,Chicago,546.0
2015,10,25,LA Rams,322.0
2015,10,25,Houston,394.0
2015,10,25,Dallas,356.0
2015,10,25,Minnesota,328.0
2015,10,25,LA Chargers,370.0
2015,10,25,Philadelphia,247.0
2015,10,25,Green Bay,548.0
2015,10,25,New England,409.0
2015,10,25,Buffalo,355.0
2015,10,25,Jacksonville,382.0
2015,10,25,Atlanta,385.0
2015,10,25,Cincinnati,368.0
2015,10,25,Kansas City,321.0
2015,10,25,Pittsburgh,469.0
2015,10,25,Miami,299.0
2015,10,25,Baltimore,391.0
2015,10,25,Las Vegas,297.0
2015,10,25,Detroit,444.0
2015,10,25,NY Giants,428.0
2015,10,25,Indianapolis,417.0
2015,10,25,San Francisco,388.0
2015,10,25,Cleveland,442.0
2015,10,25,New Orleans,413.0
2015,10,18,Denver,288.0
2015,10,18,NY Jets,226.0
2015,10,18,Tennessee,209.0
2015,10,18,Chicago,287.0
2015,10,18,Seattle,419.0
2015,10,18,Washington,418.0
2015,10,18,Green Bay,334.0
2015,10,18,Tampa Bay,325.0
2015,10,18,Arizona,435.0
2015,10,18,Carolina,411.0
2015,10,18,Houston,323.0
2015,10,18,New England,264.0
2015,10,18,LA Rams,322.0
2015,10,18,Dallas,356.0
2015,10,18,LA Chargers,349.0
2015,10,18,Buffalo,276.0
2015,10,18,Minnesota,344.0
2015,10,18,Pittsburgh,406.0
2015,10,18,Jacksonville,369.0
2015,10,18,Atlanta,385.0
2015,10,18,Cincinnati,397.0
2015,10,18,Detroit,345.0
2015,10,18,Philadelphia,388.0
2015,10,18,Baltimore,505.0
2015,10,18,Las Vegas,297.0
2015,10,18,Kansas City,328.0
2015,10,18,NY Giants,380.0
2015,10,18,Indianapolis,444.0
2015,10,18,Miami,425.0
2015,10,18,Cleveland,377.0
2015,10,18,San Francisco,525.0
2015,10,18,New Orleans,413.0
2015,10,11,Denver,325.0
2015,10,11,Seattle,256.0
2015,10,11,NY Jets,226.0
2015,10,11,Washington,320.0
2015,10,11,Arizona,328.0
2015,10,11,Tennessee,378.0
2015,10,11,Chicago,243.0
2015,10,11,Green Bay,196.0
2015,10,11,Tampa Bay,244.0
2015,10,11,Carolina,411.0
2015,10,11,Houston,323.0
2015,10,11,Pittsburgh,356.0
2015,10,11,Baltimore,263.0
2015,10,11,Dallas,438.0
2015,10,11,LA Chargers,432.0
2015,10,11,LA Rams,447.0
2015,10,11,Minnesota,344.0
2015,10,11,Jacksonville,326.0
2015,10,11,Cincinnati,461.0
2015,10,11,New England,293.0
2015,10,11,Philadelphia,417.0
2015,10,11,Buffalo,303.0
2015,10,11,San Francisco,362.0
2015,10,11,New Orleans,335.0
2015,10,11,Detroit,345.0
2015,10,11,NY Giants,313.0
2015,10,11,Atlanta,428.0
2015,10,11,Kansas City,445.0
2015,10,11,Indianapolis,444.0
2015,10,11,Miami,425.0
2015,10,11,Las Vegas,371.0
2015,10,11,Cleveland,438.0
2015,10,4,Denver,290.0
2015,10,4,Washington,363.0
2015,10,4,Seattle,146.0
2015,10,4,NY Jets,231.0
2015,10,4,Arizona,156.0
2015,10,4,Tennessee,378.0
2015,10,4,Carolina,380.0
2015,10,4,Dallas,438.0
2015,10,4,LA Rams,259.0
2015,10,4,LA Chargers,284.0
2015,10,4,Chicago,371.0
2015,10,4,Cincinnati,398.0
2015,10,4,Houston,318.0
2015,10,4,Pittsburgh,356.0
2015,10,4,Baltimore,263.0
2015,10,4,Tampa Bay,413.0
2015,10,4,Green Bay,326.0
2015,10,4,Philadelphia,323.0
2015,10,4,Minnesota,369.0
2015,10,4,New England,293.0
2015,10,4,Indianapolis,433.0
2015,10,4,Jacksonville,471.0
2015,10,4,Atlanta,347.0
2015,10,4,Kansas City,448.0
2015,10,4,San Francisco,446.0
2015,10,4,Miami,428.0
2015,10,4,Detroit,354.0
2015,10,4,Cleveland,469.0
2015,10,4,New Orleans,431.0
2015,10,4,Buffalo,391.0
2015,10,4,NY Giants,393.0
2015,10,4,Las Vegas,355.0
2015,9,27,Denver,338.0
2015,9,27,Dallas,226.0
2015,9,27,Tennessee,274.0
2015,9,27,Washington,363.0
2015,9,27,Carolina,300.0
2015,9,27,Cincinnati,354.0
2015,9,27,Chicago,300.0
2015,9,27,Tampa Bay,323.0
2015,9,27,Jacksonville,386.0
2015,9,27,NY Jets,343.0
2015,9,27,Baltimore,448.0
2015,9,27,Houston,350.0
2015,9,27,Indianapolis,344.0
2015,9,27,LA Chargers,389.0
2015,9,27,Kansas City,299.0
2015,9,27,San Francisco,453.0
2015,9,27,Seattle,361.0
2015,9,27,LA Rams,373.0
2015,9,27,Cleveland,385.0
2015,9,27,Minnesota,323.0
2015,9,27,Green Bay,324.0
2015,9,27,Arizona,335.0
2015,9,27,Miami,396.0
2015,9,27,Philadelphia,359.0
2015,9,27,New Orleans,333.0
2015,9,27,Pittsburgh,409.0
2015,9,27,Atlanta,388.0
2015,9,27,Buffalo,507.0
2015,9,27,New England,349.0
2015,9,27,NY Giants,393.0
2015,9,27,Detroit,350.0
2015,9,27,Las Vegas,493.0
2015,9,20,Baltimore,219.0
2015,9,20,Denver,314.0
2015,9,20,Cincinnati,246.0
2015,9,20,San Francisco,248.0
2015,9,20,Washington,256.0
2015,9,20,Jacksonville,263.0
2015,9,20,Carolina,265.0
2015,9,20,Tennessee,273.0
2015,9,20,Dallas,289.0
2015,9,20,LA Chargers,302.0
2015,9,20,Buffalo,304.0
2015,9,20,Tampa Bay,309.0
2015,9,20,NY Jets,321.0
2015,9,20,Chicago,322.0
2015,9,20,Houston,330.0
2015,9,20,Cleveland,333.0
2015,9,20,Indianapolis,342.0
2015,9,20,LA Rams,343.0
2015,9,20,Kansas City,299.0
2015,9,20,Miami,349.0
2015,9,20,Seattle,352.0
2015,9,20,Pittsburgh,361.0
2015,9,20,Philadelphia,395.0
2015,9,20,Minnesota,395.0
2015,9,20,Las Vegas,396.0
2015,9,20,Atlanta,399.0
2015,9,20,Green Bay,402.0
2015,9,20,Arizona,408.0
2015,9,20,New Orleans,427.0
2015,9,20,NY Giants,436.0
2015,9,20,New England,464.0
2015,9,20,Detroit,483.0
2015,9,13,Pittsburgh,361.0
2015,9,13,New England,464.0
2015,9,6,Seattle,306.0
2015,9,6,Detroit,315.0
2015,9,6,Denver,364.0
2015,9,6,Buffalo,260.0
2015,9,6,San Francisco,397.0
2015,9,6,Carolina,348.0
2015,9,6,NY Jets,387.0
2015,9,6,Kansas City,361.0
2015,9,6,Indianapolis,397.0
2015,9,6,LA Chargers,251.0
2015,9,6,New England,209.0
2015,9,6,Miami,494.0
2015,9,6,Baltimore,422.0
2015,9,6,Minnesota,271.0
2015,9,6,Green Bay,397.0
2015,9,6,Houston,233.0
2015,9,6,Pittsburgh,299.0
2015,9,6,LA Rams,354.0
2015,9,6,Washington,473.0
2015,9,6,Las Vegas,451.0
2015,9,6,Dallas,416.0
2015,9,6,Cleveland,419.0
2015,9,6,Cincinnati,482.0
2015,9,6,Tampa Bay,338.0
2015,9,6,Arizona,386.0
2015,9,6,Jacksonville,358.0
2015,9,6,Tennessee,378.0
2015,9,6,Philadelphia,505.0
2015,9,6,NY Giants,426.0
2015,9,6,Chicago,330.0
2015,9,6,New Orleans,280.0
2015,9,6,Atlanta,306.0
2015,2,22,Seattle,306.0
2015,2,22,Detroit,315.0
2015,2,22,Denver,364.0
2015,2,22,Buffalo,260.0
2015,2,22,San Francisco,397.0
2015,2,22,Carolina,348.0
2015,2,22,NY Jets,387.0
2015,2,22,Kansas City,361.0
2015,2,22,Indianapolis,397.0
2015,2,22,LA Chargers,251.0
2015,2,22,New England,209.0
2015,2,22,Miami,494.0
2015,2,22,Baltimore,422.0
2015,2,22,Minnesota,271.0
2015,2,22,Green Bay,397.0
2015,2,22,Houston,233.0
2015,2,22,Pittsburgh,299.0
2015,2,22,LA Rams,354.0
2015,2,22,Washington,473.0
2015,2,22,Las Vegas,451.0
2015,2,22,Dallas,416.0
2015,2,22,Cleveland,419.0
2015,2,22,Cincinnati,482.0
2015,2,22,Tampa Bay,338.0
2015,2,22,Arizona,386.0
2015,2,22,Jacksonville,358.0
2015,2,22,Tennessee,378.0
2015,2,22,Philadelphia,505.0
2015,2,22,NY Giants,426.0
2015,2,22,Chicago,330.0
2015,2,22,New Orleans,280.0
2015,2,22,Atlanta,306.0
2015,2,15,Seattle,306.0
2015,2,15,Detroit,315.0
2015,2,15,Denver,364.0
2015,2,15,Buffalo,260.0
2015,2,15,San Francisco,397.0
2015,2,15,Carolina,348.0
2015,2,15,NY Jets,387.0
2015,2,15,Kansas City,361.0
2015,2,15,Indianapolis,397.0
2015,2,15,LA Chargers,251.0
2015,2,15,New England,209.0
2015,2,15,Miami,494.0
2015,2,15,Baltimore,422.0
2015,2,15,Minnesota,271.0
2015,2,15,Green Bay,397.0
2015,2,15,Houston,233.0
2015,2,15,Pittsburgh,299.0
2015,2,15,LA Rams,354.0
2015,2,15,Washington,473.0
2015,2,15,Las Vegas,451.0
2015,2,15,Dallas,416.0
2015,2,15,Cleveland,419.0
2015,2,15,Cincinnati,482.0
2015,2,15,Tampa Bay,338.0
2015,2,15,Arizona,386.0
2015,2,15,Jacksonville,358.0
2015,2,15,Tennessee,378.0
2015,2,15,Philadelphia,505.0
2015,2,15,NY Giants,426.0
2015,2,15,Chicago,330.0
2015,2,15,New Orleans,280.0
2015,2,15,Atlanta,306.0
2015,2,8,Seattle,306.0
2015,2,8,Detroit,315.0
2015,2,8,Denver,364.0
2015,2,8,Buffalo,260.0
2015,2,8,San Francisco,397.0
2015,2,8,Carolina,348.0
2015,2,8,NY Jets,387.0
2015,2,8,Kansas City,361.0
2015,2,8,Indianapolis,397.0
2015,2,8,LA Chargers,251.0
2015,2,8,New England,209.0
2015,2,8,Miami,494.0
2015,2,8,Baltimore,422.0
2015,2,8,Minnesota,271.0
2015,2,8,Green Bay,397.0
2015,2,8,Houston,233.0
2015,2,8,Pittsburgh,299.0
2015,2,8,LA Rams,354.0
2015,2,8,Washington,473.0
2015,2,8,Las Vegas,451.0
2015,2,8,Dallas,416.0
2015,2,8,Cleveland,419.0
2015,2,8,Cincinnati,482.0
2015,2,8,Tampa Bay,338.0
2015,2,8,Arizona,386.0
2015,2,8,Jacksonville,358.0
2015,2,8,Tennessee,378.0
2015,2,8,Philadelphia,505.0
2015,2,8,NY Giants,426.0
2015,2,8,Chicago,330.0
2015,2,8,New Orleans,280.0
2015,2,8,Atlanta,306.0
2015,2,1,Seattle,306.0
2015,2,1,Detroit,315.0
2015,2,1,Denver,364.0
2015,2,1,Buffalo,260.0
2015,2,1,San Francisco,397.0
2015,2,1,Carolina,348.0
2015,2,1,NY Jets,387.0
2015,2,1,Kansas City,361.0
2015,2,1,Indianapolis,397.0
2015,2,1,LA Chargers,251.0
2015,2,1,New England,209.0
2015,2,1,Miami,494.0
2015,2,1,Baltimore,422.0
2015,2,1,Minnesota,271.0
2015,2,1,Green Bay,397.0
2015,2,1,Houston,233.0
2015,2,1,Pittsburgh,299.0
2015,2,1,LA Rams,354.0
2015,2,1,Washington,473.0
2015,2,1,Las Vegas,451.0
2015,2,1,Dallas,416.0
2015,2,1,Cleveland,419.0
2015,2,1,Cincinnati,482.0
2015,2,1,Tampa Bay,338.0
2015,2,1,Arizona,386.0
2015,2,1,Jacksonville,358.0
2015,2,1,Tennessee,378.0
2015,2,1,Philadelphia,505.0
2015,2,1,NY Giants,426.0
2015,2,1,Chicago,330.0
2015,2,1,New Orleans,280.0
2015,2,1,Atlanta,306.0
2015,1,25,Seattle,306.0
2015,1,25,Detroit,315.0
2015,1,25,Denver,364.0
2015,1,25,Buffalo,260.0
2015,1,25,San Francisco,397.0
2015,1,25,Carolina,348.0
2015,1,25,NY Jets,387.0
2015,1,25,Kansas City,361.0
2015,1,25,Indianapolis,397.0
2015,1,25,LA Chargers,251.0
2015,1,25,New England,209.0
2015,1,25,Miami,494.0
2015,1,25,Baltimore,422.0
2015,1,25,Minnesota,271.0
2015,1,25,Green Bay,397.0
2015,1,25,Houston,233.0
2015,1,25,Pittsburgh,299.0
2015,1,25,LA Rams,354.0
2015,1,25,Washington,473.0
2015,1,25,Las Vegas,451.0
2015,1,25,Dallas,416.0
2015,1,25,Cleveland,419.0
2015,1,25,Cincinnati,482.0
2015,1,25,Tampa Bay,338.0
2015,1,25,Arizona,386.0
2015,1,25,Jacksonville,358.0
2015,1,25,Tennessee,378.0
2015,1,25,Philadelphia,505.0
2015,1,25,NY Giants,426.0
2015,1,25,Chicago,330.0
2015,1,25,New Orleans,280.0
2015,1,25,Atlanta,306.0
2015,1,18,Seattle,362.0
2015,1,18,Detroit,315.0
2015,1,18,Denver,364.0
2015,1,18,Buffalo,260.0
2015,1,18,San Francisco,397.0
2015,1,18,Carolina,348.0
2015,1,18,NY Jets,387.0
2015,1,18,Kansas City,361.0
2015,1,18,Indianapolis,288.0
2015,1,18,LA Chargers,251.0
2015,1,18,Miami,494.0
2015,1,18,Baltimore,422.0
2015,1,18,Green Bay,315.0
2015,1,18,Minnesota,271.0
2015,1,18,Houston,233.0
2015,1,18,New England,428.0
2015,1,18,Pittsburgh,299.0
2015,1,18,LA Rams,354.0
2015,1,18,Washington,473.0
2015,1,18,Las Vegas,451.0
2015,1,18,Dallas,416.0
2015,1,18,Cleveland,419.0
2015,1,18,Cincinnati,482.0
2015,1,18,Tampa Bay,338.0
2015,1,18,Arizona,386.0
2015,1,18,Jacksonville,358.0
2015,1,18,Tennessee,378.0
2015,1,18,Philadelphia,505.0
2015,1,18,NY Giants,426.0
2015,1,18,Chicago,330.0
2015,1,18,New Orleans,280.0
2015,1,18,Atlanta,306.0
2015,1,11,Seattle,362.0
2015,1,11,Detroit,315.0
2015,1,11,Denver,199.0
2015,1,11,Buffalo,260.0
2015,1,11,San Francisco,397.0
2015,1,11,Carolina,348.0
2015,1,11,NY Jets,387.0
2015,1,11,Kansas City,361.0
2015,1,11,Indianapolis,254.0
2015,1,11,LA Chargers,251.0
2015,1,11,Miami,494.0
2015,1,11,Baltimore,422.0
2015,1,11,Minnesota,271.0
2015,1,11,Green Bay,313.0
2015,1,11,Houston,233.0
2015,1,11,New England,428.0
2015,1,11,Pittsburgh,299.0
2015,1,11,LA Rams,354.0
2015,1,11,Washington,473.0
2015,1,11,Dallas,397.0
2015,1,11,Las Vegas,451.0
2015,1,11,Cleveland,419.0
2015,1,11,Cincinnati,482.0
2015,1,11,Tampa Bay,338.0
2015,1,11,Arizona,386.0
2015,1,11,Jacksonville,358.0
2015,1,11,Tennessee,378.0
2015,1,11,Philadelphia,505.0
2015,1,11,NY Giants,426.0
2015,1,11,Chicago,330.0
2015,1,11,New Orleans,280.0
2015,1,11,Atlanta,306.0
2015,1,4,Seattle,245.0
2015,1,4,Detroit,377.0
2015,1,4,Denver,199.0
2015,1,4,Buffalo,260.0
2015,1,4,San Francisco,397.0
2015,1,4,Carolina,78.0
2015,1,4,NY Jets,387.0
2015,1,4,Kansas City,361.0
2015,1,4,LA Chargers,251.0
2015,1,4,Baltimore,387.0
2015,1,4,Indianapolis,192.0
2015,1,4,Miami,494.0
2015,1,4,New England,268.0
2015,1,4,Minnesota,271.0
2015,1,4,Green Bay,313.0
2015,1,4,Houston,233.0
2015,1,4,Pittsburgh,295.0
2015,1,4,LA Rams,354.0
2015,1,4,Dallas,413.0
2015,1,4,Washington,473.0
2015,1,4,Las Vegas,451.0
2015,1,4,Cincinnati,346.0
2015,1,4,Cleveland,419.0
2015,1,4,Tampa Bay,338.0
2015,1,4,Arizona,386.0
2015,1,4,Jacksonville,358.0
2015,1,4,Tennessee,378.0
2015,1,4,Philadelphia,505.0
2015,1,4,NY Giants,426.0
2015,1,4,Chicago,330.0
2015,1,4,New Orleans,280.0
2015,1,4,Atlanta,306.0
2014,12,28,Seattle,216.0
2014,12,28,Detroit,234.0
2014,12,28,Denver,353.0
2014,12,28,Buffalo,347.0
2014,12,28,San Francisco,446.0
2014,12,28,NY Jets,231.0
2014,12,28,Kansas City,282.0
2014,12,28,Miami,357.0
2014,12,28,Baltimore,313.0
2014,12,28,Carolina,228.0
2014,12,28,LA Chargers,447.0
2014,12,28,Green Bay,109.0
2014,12,28,New England,307.0
2014,12,28,Washington,495.0
2014,12,28,Minnesota,493.0
2014,12,28,Dallas,229.0
2014,12,28,Las Vegas,321.0
2014,12,28,LA Rams,514.0
2014,12,28,Indianapolis,377.0
2014,12,28,Pittsburgh,327.0
2014,12,28,Houston,211.0
2014,12,28,Cincinnati,385.0
2014,12,28,Cleveland,404.0
2014,12,28,Arizona,596.0
2014,12,28,Philadelphia,305.0
2014,12,28,Tampa Bay,431.0
2014,12,28,Jacksonville,357.0
2014,12,28,NY Giants,387.0
2014,12,28,Tennessee,288.0
2014,12,28,Chicago,367.0
2014,12,28,New Orleans,403.0
2014,12,28,Atlanta,328.0
2014,12,21,Seattle,245.0
2014,12,21,Detroit,360.0
2014,12,21,Denver,288.0
2014,12,21,Buffalo,333.0
2014,12,21,San Francisco,446.0
2014,12,21,NY Jets,342.0
2014,12,21,Miami,395.0
2014,12,21,Kansas City,280.0
2014,12,21,LA Rams,274.0
2014,12,21,Minnesota,233.0
2014,12,21,LA Chargers,447.0
2014,12,21,Baltimore,248.0
2014,12,21,Washington,495.0
2014,12,21,Arizona,280.0
2014,12,21,Indianapolis,289.0
2014,12,21,Carolina,287.0
2014,12,21,New England,384.0
2014,12,21,Las Vegas,388.0
2014,12,21,Pittsburgh,407.0
2014,12,21,Cincinnati,107.0
2014,12,21,Cleveland,347.0
