year,month,day,team,defensive_yards_per_game_allowed
2019,10,13,Tennessee,313.0
2019,10,13,Philadelphia,128.0
2019,10,13,LA Chargers,350.0
2019,10,13,NY Jets,265.0
2019,10,13,LA Rams,429.0
2019,10,13,Seattle,477.0
2019,10,13,Indianapolis,324.0
2019,10,13,Las Vegas,236.0
2019,10,13,Pittsburgh,277.0
2019,10,13,Cleveland,446.0
2019,10,13,New Orleans,252.0
2019,10,13,Houston,373.0
2019,10,13,Baltimore,269.0
2019,10,13,Green Bay,563.0
2019,10,13,Atlanta,592.0
2019,10,13,Jacksonville,445.0
2019,10,13,Kansas City,331.0
2019,10,13,Tampa Bay,457.0
2019,10,13,Detroit,438.0
2019,10,13,Washington,442.0
2019,10,13,Arizona,370.0
2019,10,13,Cincinnati,514.0
2019,10,13,NY Giants,427.0
2019,10,13,Miami,390.0
2019,10,6,New England,375.0
2019,10,6,Buffalo,224.0
2019,10,6,San Francisco,239.0
2019,10,6,Carolina,264.0
2019,10,6,Chicago,222.0
2019,10,6,Minnesota,269.0
2019,10,6,Dallas,266.0
2019,10,6,Atlanta,365.0
2019,10,6,Green Bay,336.0
2019,10,6,LA Chargers,233.0
2019,10,6,Cleveland,395.0
2019,10,6,Tennessee,422.0
2019,10,6,Denver,455.0
2019,10,6,LA Rams,429.0
2019,10,6,Seattle,477.0
2019,10,6,Indianapolis,377.0
2019,10,6,Houston,297.0
2019,10,6,Jacksonville,371.0
2019,10,6,Pittsburgh,175.0
2019,10,6,NY Jets,381.0
2019,10,6,Tampa Bay,518.0
2019,10,6,Las Vegas,346.0
2019,10,6,Philadelphia,491.0
2019,10,6,Cincinnati,326.0
2019,10,6,NY Giants,176.0
2019,10,6,New Orleans,257.0
2019,10,6,Baltimore,530.0
2019,10,6,Washington,389.0
2019,10,6,Detroit,438.0
2019,10,6,Kansas City,447.0
2019,10,6,Arizona,340.0
2019,10,6,Miami,390.0
2019,9,29,Baltimore,243.0
2019,9,29,Buffalo,225.0
2019,9,29,Chicago,300.0
2019,9,29,Minnesota,332.0
2019,9,29,Jacksonville,342.0
2019,9,29,Pittsburgh,196.0
2019,9,29,Tennessee,436.0
2019,9,29,Dallas,459.0
2019,9,29,Detroit,175.0
2019,9,29,LA Chargers,498.0
2019,9,29,Indianapolis,433.0
2019,9,29,New Orleans,378.0
2019,9,29,San Francisco,377.0
2019,9,29,Houston,422.0
2019,9,29,New England,260.0
2019,9,29,Washington,360.0
2019,9,29,Green Bay,402.0
2019,9,29,LA Rams,407.0
2019,9,29,Seattle,380.0
2019,9,29,Carolina,294.0
2019,9,29,Arizona,291.0
2019,9,29,Denver,276.0
2019,9,29,Philadelphia,420.0
2019,9,29,NY Giants,419.0
2019,9,29,NY Jets,375.0
2019,9,29,Las Vegas,409.0
2019,9,29,Tampa Bay,489.0
2019,9,29,Atlanta,433.0
2019,9,29,Miami,381.0
2019,9,29,Cleveland,463.0
2019,9,29,Kansas City,524.0
2019,9,29,Cincinnati,343.0
2019,9,22,Baltimore,243.0
2019,9,22,Buffalo,225.0
2019,9,22,Chicago,300.0
2019,9,22,Minnesota,332.0
2019,9,22,Jacksonville,342.0
2019,9,22,Pittsburgh,196.0
2019,9,22,Tennessee,436.0
2019,9,22,Dallas,459.0
2019,9,22,Detroit,175.0
2019,9,22,LA Chargers,498.0
2019,9,22,Indianapolis,433.0
2019,9,22,New Orleans,378.0
2019,9,22,San Francisco,377.0
2019,9,22,Houston,422.0
2019,9,22,New England,260.0
2019,9,22,Washington,360.0
2019,9,22,Green Bay,402.0
2019,9,22,LA Rams,407.0
2019,9,22,Seattle,380.0
2019,9,22,Carolina,294.0
2019,9,22,Arizona,291.0
2019,9,22,Denver,276.0
2019,9,22,Philadelphia,420.0
2019,9,22,NY Giants,419.0
2019,9,22,NY Jets,375.0
2019,9,22,Las Vegas,409.0
2019,9,22,Tampa Bay,489.0
2019,9,22,Atlanta,433.0
2019,9,22,Miami,381.0
2019,9,22,Cleveland,463.0
2019,9,22,Kansas City,524.0
2019,9,22,Cincinnati,343.0
2019,9,15,Baltimore,243.0
2019,9,15,Buffalo,225.0
2019,9,15,Chicago,300.0
2019,9,15,Minnesota,332.0
2019,9,15,Jacksonville,342.0
2019,9,15,Pittsburgh,196.0
2019,9,15,Tennessee,436.0
2019,9,15,Dallas,459.0
2019,9,15,Detroit,175.0
2019,9,15,LA Chargers,498.0
2019,9,15,Indianapolis,433.0
2019,9,15,New Orleans,378.0
2019,9,15,San Francisco,377.0
2019,9,15,Houston,422.0
2019,9,15,New England,260.0
2019,9,15,Washington,360.0
2019,9,15,Green Bay,402.0
2019,9,15,LA Rams,407.0
2019,9,15,Seattle,380.0
2019,9,15,Carolina,294.0
2019,9,15,Arizona,291.0
2019,9,15,Denver,276.0
2019,9,15,Philadelphia,420.0
2019,9,15,NY Giants,419.0
2019,9,15,NY Jets,375.0
2019,9,15,Las Vegas,409.0
2019,9,15,Tampa Bay,489.0
2019,9,15,Atlanta,433.0
2019,9,15,Miami,381.0
2019,9,15,Cleveland,463.0
2019,9,15,Kansas City,524.0
2019,9,15,Cincinnati,343.0
2019,9,8,Baltimore,243.0
2019,9,8,Buffalo,225.0
2019,9,8,Chicago,300.0
2019,9,8,Minnesota,332.0
2019,9,8,Jacksonville,342.0
2019,9,8,Pittsburgh,196.0
2019,9,8,Tennessee,436.0
2019,9,8,Dallas,459.0
2019,9,8,Detroit,175.0
2019,9,8,LA Chargers,498.0
2019,9,8,Indianapolis,433.0
2019,9,8,New Orleans,378.0
2019,9,8,San Francisco,377.0
2019,9,8,Houston,422.0
2019,9,8,New England,260.0
2019,9,8,Washington,360.0
2019,9,8,Green Bay,402.0
2019,9,8,LA Rams,407.0
2019,9,8,Seattle,380.0
2019,9,8,Carolina,294.0
2019,9,8,Arizona,291.0
2019,9,8,Denver,276.0
2019,9,8,Philadelphia,420.0
2019,9,8,NY Giants,419.0
2019,9,8,NY Jets,375.0
2019,9,8,Las Vegas,409.0
2019,9,8,Tampa Bay,489.0
2019,9,8,Atlanta,433.0
2019,9,8,Miami,381.0
2019,9,8,Cleveland,463.0
2019,9,8,Kansas City,524.0
2019,9,8,Cincinnati,343.0
2019,9,1,Baltimore,243.0
2019,9,1,Buffalo,225.0
2019,9,1,Chicago,300.0
2019,9,1,Minnesota,332.0
2019,9,1,Jacksonville,342.0
2019,9,1,Pittsburgh,196.0
2019,9,1,Tennessee,436.0
2019,9,1,Dallas,459.0
2019,9,1,Detroit,175.0
2019,9,1,LA Chargers,498.0
2019,9,1,Indianapolis,433.0
2019,9,1,New Orleans,378.0
2019,9,1,San Francisco,377.0
2019,9,1,Houston,422.0
2019,9,1,New England,260.0
2019,9,1,Washington,360.0
2019,9,1,Green Bay,402.0
2019,9,1,LA Rams,407.0
2019,9,1,Seattle,380.0
2019,9,1,Carolina,294.0
2019,9,1,Arizona,291.0
2019,9,1,Denver,276.0
2019,9,1,Philadelphia,420.0
2019,9,1,NY Giants,419.0
2019,9,1,NY Jets,375.0
2019,9,1,Las Vegas,409.0
2019,9,1,Tampa Bay,489.0
2019,9,1,Atlanta,433.0
2019,9,1,Miami,381.0
2019,9,1,Cleveland,463.0
2019,9,1,Kansas City,524.0
2019,9,1,Cincinnati,343.0
2019,2,24,Baltimore,243.0
2019,2,24,Buffalo,225.0
2019,2,24,Chicago,300.0
2019,2,24,Minnesota,332.0
2019,2,24,Jacksonville,342.0
2019,2,24,Pittsburgh,196.0
2019,2,24,Tennessee,436.0
2019,2,24,Dallas,459.0
2019,2,24,Detroit,175.0
2019,2,24,LA Chargers,498.0
2019,2,24,Indianapolis,433.0
2019,2,24,New Orleans,378.0
2019,2,24,San Francisco,377.0
2019,2,24,Houston,422.0
2019,2,24,New England,260.0
2019,2,24,Washington,360.0
2019,2,24,Green Bay,402.0
2019,2,24,LA Rams,407.0
2019,2,24,Seattle,380.0
2019,2,24,Carolina,294.0
2019,2,24,Arizona,291.0
2019,2,24,Denver,276.0
2019,2,24,Philadelphia,420.0
2019,2,24,NY Giants,419.0
2019,2,24,NY Jets,375.0
2019,2,24,Las Vegas,409.0
2019,2,24,Tampa Bay,489.0
2019,2,24,Atlanta,433.0
2019,2,24,Miami,381.0
2019,2,24,Cleveland,463.0
2019,2,24,Kansas City,524.0
2019,2,24,Cincinnati,343.0
2019,2,17,Baltimore,243.0
2019,2,17,Buffalo,225.0
2019,2,17,Chicago,300.0
2019,2,17,Minnesota,332.0
2019,2,17,Jacksonville,342.0
2019,2,17,Pittsburgh,196.0
2019,2,17,Tennessee,436.0
2019,2,17,Dallas,459.0
2019,2,17,Detroit,175.0
2019,2,17,LA Chargers,498.0
2019,2,17,Indianapolis,433.0
2019,2,17,New Orleans,378.0
2019,2,17,San Francisco,377.0
2019,2,17,Houston,422.0
2019,2,17,New England,260.0
2019,2,17,Washington,360.0
2019,2,17,Green Bay,402.0
2019,2,17,LA Rams,407.0
2019,2,17,Seattle,380.0
2019,2,17,Carolina,294.0
2019,2,17,Arizona,291.0
2019,2,17,Denver,276.0
2019,2,17,Philadelphia,420.0
2019,2,17,NY Giants,419.0
2019,2,17,NY Jets,375.0
2019,2,17,Las Vegas,409.0
2019,2,17,Tampa Bay,489.0
2019,2,17,Atlanta,433.0
2019,2,17,Miami,381.0
2019,2,17,Cleveland,463.0
2019,2,17,Kansas City,524.0
2019,2,17,Cincinnati,343.0
2019,2,10,Baltimore,243.0
2019,2,10,Buffalo,225.0
2019,2,10,Chicago,300.0
2019,2,10,Minnesota,332.0
2019,2,10,Jacksonville,342.0
2019,2,10,Pittsburgh,196.0
2019,2,10,Tennessee,436.0
2019,2,10,Dallas,459.0
2019,2,10,Detroit,175.0
2019,2,10,LA Chargers,498.0
2019,2,10,Indianapolis,433.0
2019,2,10,New Orleans,378.0
2019,2,10,San Francisco,377.0
2019,2,10,Houston,422.0
2019,2,10,New England,260.0
2019,2,10,Washington,360.0
2019,2,10,Green Bay,402.0
2019,2,10,LA Rams,407.0
2019,2,10,Seattle,380.0
2019,2,10,Carolina,294.0
2019,2,10,Arizona,291.0
2019,2,10,Denver,276.0
2019,2,10,Philadelphia,420.0
2019,2,10,NY Giants,419.0
2019,2,10,NY Jets,375.0
2019,2,10,Las Vegas,409.0
2019,2,10,Tampa Bay,489.0
2019,2,10,Atlanta,433.0
2019,2,10,Miami,381.0
2019,2,10,Cleveland,463.0
2019,2,10,Kansas City,524.0
2019,2,10,Cincinnati,343.0
2019,2,3,Baltimore,243.0
2019,2,3,Buffalo,225.0
2019,2,3,Chicago,300.0
2019,2,3,Minnesota,332.0
2019,2,3,Jacksonville,342.0
2019,2,3,Pittsburgh,196.0
2019,2,3,Tennessee,436.0
2019,2,3,Dallas,459.0
2019,2,3,Detroit,175.0
2019,2,3,LA Chargers,498.0
2019,2,3,Indianapolis,433.0
2019,2,3,New Orleans,378.0
2019,2,3,San Francisco,377.0
2019,2,3,Houston,422.0
2019,2,3,LA Rams,290.0
2019,2,3,Washington,360.0
2019,2,3,New England,290.0
2019,2,3,Green Bay,402.0
2019,2,3,Seattle,380.0
2019,2,3,Carolina,294.0
2019,2,3,Arizona,291.0
2019,2,3,Denver,276.0
2019,2,3,Philadelphia,420.0
2019,2,3,NY Giants,419.0
2019,2,3,NY Jets,375.0
2019,2,3,Las Vegas,409.0
2019,2,3,Tampa Bay,489.0
2019,2,3,Atlanta,433.0
2019,2,3,Miami,381.0
2019,2,3,Cleveland,463.0
2019,2,3,Kansas City,524.0
2019,2,3,Cincinnati,343.0
2019,1,27,Baltimore,243.0
2019,1,27,Buffalo,225.0
2019,1,27,Chicago,300.0
2019,1,27,Minnesota,332.0
2019,1,27,Jacksonville,342.0
2019,1,27,Pittsburgh,196.0
2019,1,27,Tennessee,436.0
2019,1,27,Dallas,459.0
2019,1,27,Detroit,175.0
2019,1,27,LA Chargers,498.0
2019,1,27,Indianapolis,433.0
2019,1,27,New Orleans,378.0
2019,1,27,San Francisco,377.0
2019,1,27,Houston,422.0
2019,1,27,LA Rams,290.0
2019,1,27,Washington,360.0
2019,1,27,New England,290.0
2019,1,27,Green Bay,402.0
2019,1,27,Seattle,380.0
2019,1,27,Carolina,294.0
2019,1,27,Arizona,291.0
2019,1,27,Denver,276.0
2019,1,27,Philadelphia,420.0
2019,1,27,NY Giants,419.0
2019,1,27,NY Jets,375.0
2019,1,27,Las Vegas,409.0
2019,1,27,Tampa Bay,489.0
2019,1,27,Atlanta,433.0
2019,1,27,Miami,381.0
2019,1,27,Cleveland,463.0
2019,1,27,Kansas City,524.0
2019,1,27,Cincinnati,343.0
2019,1,20,Baltimore,243.0
2019,1,20,Buffalo,225.0
2019,1,20,Chicago,300.0
2019,1,20,Minnesota,332.0
2019,1,20,Jacksonville,342.0
2019,1,20,Pittsburgh,196.0
2019,1,20,Tennessee,436.0
2019,1,20,Dallas,459.0
2019,1,20,Detroit,175.0
2019,1,20,LA Chargers,498.0
2019,1,20,New Orleans,250.0
2019,1,20,Indianapolis,433.0
2019,1,20,San Francisco,377.0
2019,1,20,Houston,422.0
2019,1,20,Carolina,294.0
2019,1,20,Washington,360.0
2019,1,20,Green Bay,402.0
2019,1,20,Seattle,380.0
2019,1,20,LA Rams,308.0
2019,1,20,New England,335.0
2019,1,20,Arizona,291.0
2019,1,20,Denver,276.0
2019,1,20,Philadelphia,420.0
2019,1,20,NY Giants,419.0
2019,1,20,NY Jets,375.0
2019,1,20,Las Vegas,409.0
2019,1,20,Tampa Bay,489.0
2019,1,20,Atlanta,433.0
2019,1,20,Miami,381.0
2019,1,20,Cleveland,463.0
2019,1,20,Kansas City,266.0
2019,1,20,Cincinnati,343.0
2019,1,13,Baltimore,243.0
2019,1,13,Buffalo,225.0
2019,1,13,Chicago,300.0
2019,1,13,Minnesota,332.0
2019,1,13,Jacksonville,342.0
2019,1,13,Pittsburgh,196.0
2019,1,13,LA Chargers,229.0
2019,1,13,Tennessee,436.0
2019,1,13,Dallas,459.0
2019,1,13,Detroit,175.0
2019,1,13,Indianapolis,433.0
2019,1,13,San Francisco,377.0
2019,1,13,Houston,422.0
2019,1,13,New Orleans,374.0
2019,1,13,Carolina,294.0
2019,1,13,Washington,360.0
2019,1,13,Green Bay,402.0
2019,1,13,Seattle,380.0
2019,1,13,LA Rams,308.0
2019,1,13,Arizona,291.0
2019,1,13,New England,239.0
2019,1,13,Denver,276.0
2019,1,13,Philadelphia,356.0
2019,1,13,NY Giants,419.0
2019,1,13,NY Jets,375.0
2019,1,13,Las Vegas,409.0
2019,1,13,Tampa Bay,489.0
2019,1,13,Atlanta,433.0
2019,1,13,Miami,381.0
2019,1,13,Cleveland,463.0
2019,1,13,Kansas City,263.0
2019,1,13,Cincinnati,343.0
2019,1,6,Baltimore,426.0
2019,1,6,Buffalo,225.0
2019,1,6,Chicago,164.0
2019,1,6,Minnesota,332.0
2019,1,6,Jacksonville,342.0
2019,1,6,Pittsburgh,196.0
2019,1,6,Dallas,299.0
2019,1,6,Tennessee,436.0
2019,1,6,LA Chargers,370.0
2019,1,6,Detroit,175.0
2019,1,6,Indianapolis,322.0
2019,1,6,San Francisco,377.0
2019,1,6,Houston,422.0
2019,1,6,New Orleans,374.0
2019,1,6,Carolina,294.0
2019,1,6,Washington,360.0
2019,1,6,Green Bay,402.0
2019,1,6,Seattle,380.0
2019,1,6,LA Rams,391.0
2019,1,6,Arizona,291.0
2019,1,6,New England,239.0
2019,1,6,Denver,276.0
2019,1,6,Philadelphia,89.0
2019,1,6,NY Giants,419.0
2019,1,6,NY Jets,375.0
2019,1,6,Las Vegas,409.0
2019,1,6,Tampa Bay,489.0
2019,1,6,Atlanta,433.0
2019,1,6,Miami,381.0
2019,1,6,Cleveland,463.0
2019,1,6,Kansas City,292.0
2019,1,6,Cincinnati,343.0
2018,12,30,Baltimore,249.0
2018,12,30,Buffalo,333.0
2018,12,30,Minnesota,254.0
2018,12,30,Chicago,333.0
2018,12,30,Dallas,176.0
2018,12,30,Jacksonville,327.0
2018,12,30,Pittsburgh,308.0
2018,12,30,Houston,365.0
2018,12,30,LA Chargers,149.0
2018,12,30,Tennessee,462.0
2018,12,30,San Francisco,412.0
2018,12,30,New Orleans,308.0
2018,12,30,Green Bay,416.0
2018,12,30,Detroit,264.0
2018,12,30,Carolina,397.0
2018,12,30,Seattle,476.0
2018,12,30,Indianapolis,314.0
2018,12,30,Washington,404.0
2018,12,30,Arizona,414.0
2018,12,30,LA Rams,546.0
2018,12,30,NY Jets,498.0
2018,12,30,New England,338.0
2018,12,30,NY Giants,341.0
2018,12,30,Philadelphia,402.0
2018,12,30,Denver,527.0
2018,12,30,Las Vegas,416.0
2018,12,30,Tampa Bay,342.0
2018,12,30,Atlanta,312.0
2018,12,30,Miami,455.0
2018,12,30,Kansas City,455.0
2018,12,30,Cleveland,372.0
2018,12,30,Cincinnati,342.0
2018,12,23,Baltimore,255.0
2018,12,23,Buffalo,199.0
2018,12,23,Chicago,333.0
2018,12,23,Jacksonville,323.0
2018,12,23,Minnesota,308.0
2018,12,23,Pittsburgh,243.0
2018,12,23,Houston,278.0
2018,12,23,Dallas,331.0
2018,12,23,Tennessee,397.0
2018,12,23,San Francisco,277.0
2018,12,23,Seattle,359.0
2018,12,23,Green Bay,378.0
2018,12,23,Carolina,309.0
2018,12,23,LA Chargers,325.0
2018,12,23,Detroit,264.0
2018,12,23,New Orleans,366.0
2018,12,23,Arizona,325.0
2018,12,23,Washington,404.0
2018,12,23,NY Jets,451.0
2018,12,23,Indianapolis,263.0
2018,12,23,LA Rams,546.0
2018,12,23,Denver,479.0
2018,12,23,Philadelphia,546.0
2018,12,23,New England,385.0
2018,12,23,NY Giants,510.0
2018,12,23,Las Vegas,282.0
2018,12,23,Miami,377.0
2018,12,23,Tampa Bay,359.0
2018,12,23,Atlanta,312.0
2018,12,23,Kansas City,455.0
2018,12,23,Cleveland,382.0
2018,12,23,Cincinnati,403.0
2018,12,16,Buffalo,199.0
2018,12,16,Baltimore,395.0
2018,12,16,Jacksonville,366.0
2018,12,16,Chicago,305.0
2018,12,16,Minnesota,209.0
2018,12,16,Tennessee,284.0
2018,12,16,Dallas,421.0
2018,12,16,Pittsburgh,242.0
2018,12,16,Houston,348.0
2018,12,16,San Francisco,277.0
2018,12,16,Seattle,359.0
2018,12,16,Green Bay,378.0
2018,12,16,LA Rams,414.0
2018,12,16,LA Chargers,317.0
2018,12,16,Carolina,457.0
2018,12,16,Philadelphia,410.0
2018,12,16,Washington,501.0
2018,12,16,NY Jets,451.0
2018,12,16,Detroit,402.0
2018,12,16,Arizona,330.0
2018,12,16,Denver,290.0
2018,12,16,NY Giants,374.0
2018,12,16,New Orleans,284.0
2018,12,16,Indianapolis,415.0
2018,12,16,New England,385.0
2018,12,16,Miami,377.0
2018,12,16,Las Vegas,335.0
2018,12,16,Tampa Bay,286.0
2018,12,16,Kansas City,260.0
2018,12,16,Atlanta,427.0
2018,12,16,Cleveland,382.0
2018,12,16,Cincinnati,509.0
2018,12,9,Baltimore,395.0
2018,12,9,Jacksonville,395.0
2018,12,9,Buffalo,190.0
2018,12,9,Dallas,340.0
2018,12,9,Chicago,264.0
2018,12,9,Minnesota,209.0
2018,12,9,Seattle,375.0
2018,12,9,Tennessee,297.0
2018,12,9,Pittsburgh,242.0
2018,12,9,Houston,348.0
2018,12,9,Washington,491.0
2018,12,9,LA Rams,487.0
2018,12,9,San Francisco,242.0
2018,12,9,NY Jets,168.0
2018,12,9,Green Bay,433.0
2018,12,9,Philadelphia,335.0
2018,12,9,Detroit,283.0
2018,12,9,Carolina,457.0
2018,12,9,LA Chargers,356.0
2018,12,9,Denver,290.0
2018,12,9,NY Giants,360.0
2018,12,9,Arizona,267.0
2018,12,9,Indianapolis,347.0
2018,12,9,New England,367.0
2018,12,9,New Orleans,483.0
2018,12,9,Miami,275.0
2018,12,9,Las Vegas,405.0
2018,12,9,Atlanta,366.0
2018,12,9,Tampa Bay,407.0
2018,12,9,Cleveland,499.0
2018,12,9,Kansas City,388.0
2018,12,9,Cincinnati,576.0
2018,12,2,Baltimore,386.0
2018,12,2,Jacksonville,395.0
2018,12,2,Dallas,305.0
2018,12,2,Washington,303.0
2018,12,2,Seattle,331.0
2018,12,2,Buffalo,387.0
2018,12,2,Chicago,207.0
2018,12,2,LA Rams,359.0
2018,12,2,Houston,370.0
2018,12,2,Minnesota,270.0
2018,12,2,Tennessee,344.0
2018,12,2,Green Bay,416.0
2018,12,2,Carolina,325.0
2018,12,2,San Francisco,242.0
2018,12,2,Philadelphia,335.0
2018,12,2,Pittsburgh,237.0
2018,12,2,LA Chargers,390.0
2018,12,2,NY Giants,360.0
2018,12,2,Detroit,413.0
2018,12,2,Arizona,267.0
2018,12,2,Indianapolis,347.0
2018,12,2,Denver,340.0
2018,12,2,New Orleans,423.0
2018,12,2,NY Jets,395.0
2018,12,2,New England,333.0
2018,12,2,Las Vegas,405.0
2018,12,2,Miami,427.0
2018,12,2,Cleveland,421.0
2018,12,2,Tampa Bay,402.0
2018,12,2,Atlanta,433.0
2018,12,2,Kansas City,411.0
2018,12,2,Cincinnati,576.0
2018,11,25,Baltimore,255.0
2018,11,25,Buffalo,199.0
2018,11,25,Chicago,333.0
2018,11,25,Jacksonville,323.0
2018,11,25,Minnesota,308.0
2018,11,25,Pittsburgh,243.0
2018,11,25,Houston,278.0
2018,11,25,Dallas,331.0
2018,11,25,Tennessee,397.0
2018,11,25,San Francisco,277.0
2018,11,25,Seattle,359.0
2018,11,25,Green Bay,378.0
2018,11,25,Carolina,309.0
2018,11,25,LA Chargers,325.0
2018,11,25,Detroit,264.0
2018,11,25,New Orleans,366.0
2018,11,25,Arizona,325.0
2018,11,25,Washington,404.0
2018,11,25,NY Jets,451.0
2018,11,25,Indianapolis,263.0
2018,11,25,LA Rams,546.0
2018,11,25,Denver,479.0
2018,11,25,Philadelphia,546.0
2018,11,25,New England,385.0
2018,11,25,NY Giants,510.0
2018,11,25,Las Vegas,282.0
2018,11,25,Miami,377.0
2018,11,25,Tampa Bay,359.0
2018,11,25,Atlanta,312.0
2018,11,25,Kansas City,455.0
2018,11,25,Cleveland,382.0
2018,11,25,Cincinnati,403.0
2018,11,18,Buffalo,199.0
2018,11,18,Baltimore,395.0
2018,11,18,Jacksonville,366.0
2018,11,18,Chicago,305.0
2018,11,18,Minnesota,209.0
2018,11,18,Tennessee,284.0
2018,11,18,Dallas,421.0
2018,11,18,Pittsburgh,242.0
2018,11,18,Houston,348.0
2018,11,18,San Francisco,277.0
2018,11,18,Seattle,359.0
2018,11,18,Green Bay,378.0
2018,11,18,LA Rams,414.0
2018,11,18,LA Chargers,317.0
2018,11,18,Carolina,457.0
2018,11,18,Philadelphia,410.0
2018,11,18,Washington,501.0
2018,11,18,NY Jets,451.0
2018,11,18,Detroit,402.0
2018,11,18,Arizona,330.0
2018,11,18,Denver,290.0
2018,11,18,NY Giants,374.0
2018,11,18,New Orleans,284.0
2018,11,18,Indianapolis,415.0
2018,11,18,New England,385.0
2018,11,18,Miami,377.0
2018,11,18,Las Vegas,335.0
2018,11,18,Tampa Bay,286.0
2018,11,18,Kansas City,260.0
2018,11,18,Atlanta,427.0
2018,11,18,Cleveland,382.0
2018,11,18,Cincinnati,509.0
2018,11,11,Baltimore,395.0
2018,11,11,Jacksonville,395.0
2018,11,11,Buffalo,190.0
2018,11,11,Dallas,340.0
2018,11,11,Chicago,264.0
2018,11,11,Minnesota,209.0
2018,11,11,Seattle,375.0
2018,11,11,Tennessee,297.0
2018,11,11,Pittsburgh,242.0
2018,11,11,Houston,348.0
2018,11,11,Washington,491.0
2018,11,11,LA Rams,487.0
2018,11,11,San Francisco,242.0
2018,11,11,NY Jets,168.0
2018,11,11,Green Bay,433.0
2018,11,11,Philadelphia,335.0
2018,11,11,Detroit,283.0
2018,11,11,Carolina,457.0
2018,11,11,LA Chargers,356.0
2018,11,11,Denver,290.0
2018,11,11,NY Giants,360.0
2018,11,11,Arizona,267.0
2018,11,11,Indianapolis,347.0
2018,11,11,New England,367.0
2018,11,11,New Orleans,483.0
2018,11,11,Miami,275.0
2018,11,11,Las Vegas,405.0
2018,11,11,Atlanta,366.0
2018,11,11,Tampa Bay,407.0
2018,11,11,Cleveland,499.0
2018,11,11,Kansas City,388.0
2018,11,11,Cincinnati,576.0
2018,11,4,Baltimore,386.0
2018,11,4,Jacksonville,395.0
2018,11,4,Dallas,305.0
2018,11,4,Washington,303.0
2018,11,4,Seattle,331.0
2018,11,4,Buffalo,387.0
2018,11,4,Chicago,207.0
2018,11,4,LA Rams,359.0
2018,11,4,Houston,370.0
2018,11,4,Minnesota,270.0
2018,11,4,Tennessee,344.0
2018,11,4,Green Bay,416.0
2018,11,4,Carolina,325.0
2018,11,4,San Francisco,242.0
2018,11,4,Philadelphia,335.0
2018,11,4,Pittsburgh,237.0
2018,11,4,LA Chargers,390.0
2018,11,4,NY Giants,360.0
2018,11,4,Detroit,413.0
2018,11,4,Arizona,267.0
2018,11,4,Indianapolis,347.0
2018,11,4,Denver,340.0
2018,11,4,New Orleans,423.0
2018,11,4,NY Jets,395.0
2018,11,4,New England,333.0
2018,11,4,Las Vegas,405.0
2018,11,4,Miami,427.0
2018,11,4,Cleveland,421.0
2018,11,4,Tampa Bay,402.0
2018,11,4,Atlanta,433.0
2018,11,4,Kansas City,411.0
2018,11,4,Cincinnati,576.0
2018,10,28,Baltimore,339.0
2018,10,28,Jacksonville,272.0
2018,10,28,Dallas,305.0
2018,10,28,Buffalo,376.0
2018,10,28,Washington,323.0
2018,10,28,Seattle,185.0
2018,10,28,LA Rams,228.0
2018,10,28,Green Bay,401.0
2018,10,28,Houston,370.0
2018,10,28,Tennessee,344.0
2018,10,28,Minnesota,263.0
2018,10,28,Chicago,381.0
2018,10,28,Carolina,342.0
2018,10,28,Philadelphia,371.0
2018,10,28,Detroit,322.0
2018,10,28,LA Chargers,390.0
2018,10,28,New Orleans,351.0
2018,10,28,NY Giants,423.0
2018,10,28,NY Jets,316.0
2018,10,28,San Francisco,339.0
2018,10,28,Indianapolis,303.0
2018,10,28,Denver,223.0
2018,10,28,Pittsburgh,275.0
2018,10,28,Arizona,309.0
2018,10,28,New England,453.0
2018,10,28,Las Vegas,369.0
2018,10,28,Miami,427.0
2018,10,28,Cleveland,456.0
2018,10,28,Tampa Bay,305.0
2018,10,28,Atlanta,433.0
2018,10,28,Cincinnati,551.0
2018,10,28,Kansas City,239.0
2018,10,21,Baltimore,106.0
2018,10,21,Jacksonville,378.0
2018,10,21,Buffalo,216.0
2018,10,21,Dallas,204.0
2018,10,21,Washington,350.0
2018,10,21,Seattle,185.0
2018,10,21,Green Bay,401.0
2018,10,21,Tennessee,361.0
2018,10,21,Houston,229.0
2018,10,21,Chicago,541.0
2018,10,21,LA Rams,357.0
2018,10,21,Philadelphia,401.0
2018,10,21,LA Chargers,317.0
2018,10,21,NY Giants,379.0
2018,10,21,Carolina,288.0
2018,10,21,Minnesota,268.0
2018,10,21,Detroit,521.0
2018,10,21,New Orleans,283.0
2018,10,21,San Francisco,521.0
2018,10,21,Denver,223.0
2018,10,21,New England,446.0
2018,10,21,Pittsburgh,275.0
2018,10,21,NY Jets,428.0
2018,10,21,Arizona,309.0
2018,10,21,Indianapolis,374.0
2018,10,21,Miami,467.0
2018,10,21,Las Vegas,369.0
2018,10,21,Cleveland,449.0
2018,10,21,Cincinnati,481.0
2018,10,21,Atlanta,510.0
2018,10,21,Tampa Bay,417.0
2018,10,21,Kansas City,500.0
2018,10,14,Jacksonville,424.0
2018,10,14,Chicago,311.0
2018,10,14,Baltimore,416.0
2018,10,14,Green Bay,264.0
2018,10,14,Washington,447.0
2018,10,14,Buffalo,221.0
2018,10,14,Tennessee,223.0
2018,10,14,Dallas,462.0
