year,month,day,team,rank
2020,10,25,Tampa Bay,249.0
2020,10,25,Arizona,241.5
2020,10,25,Cincinnati,241.5
2020,10,25,San Francisco,240.7
2020,10,25,Minnesota,235.0
2020,10,25,Detroit,230.4
2020,10,25,Philadelphia,226.9
2020,10,25,Chicago,222.8
2020,10,25,Pittsburgh,221.2
2020,10,25,New England,207.2
2020,10,25,Denver,204.2
2020,10,25,Washington,193.2
2020,10,25,Cleveland,189.3
2020,10,25,NY Giants,184.3
2020,10,25,Baltimore,177.8
2020,10,25,NY Jets,171.3
2020,10,18,Dallas,381.4
2020,10,18,Buffalo,308.0
2020,10,18,Green Bay,294.8
2020,10,18,Kansas City,287.8
2020,10,18,Carolina,281.8
2020,10,18,Seattle,280.4
2020,10,18,Las Vegas,278.4
2020,10,18,Atlanta,276.8
2020,10,18,Houston,274.6
2020,10,18,Jacksonville,268.0
2020,10,18,LA Chargers,267.8
2020,10,18,Tampa Bay,265.6
2020,10,18,LA Rams,264.0
2020,10,18,New Orleans,263.4
2020,10,18,Miami,260.6
2020,10,18,Arizona,254.4
2020,10,18,Tennessee,245.8
2020,10,18,Indianapolis,244.0
2020,10,18,Pittsburgh,239.5
2020,10,18,San Francisco,235.2
2020,10,18,Detroit,232.3
2020,10,18,Cincinnati,229.8
2020,10,18,Chicago,227.8
2020,10,18,New England,216.3
2020,10,18,Minnesota,215.4
2020,10,18,Philadelphia,214.4
2020,10,18,Denver,214.3
2020,10,18,NY Giants,203.4
2020,10,18,Cleveland,198.2
2020,10,18,Washington,181.6
2020,10,18,Baltimore,178.8
2020,10,18,NY Jets,176.0
2020,10,11,Dallas,407.8
2020,10,11,Buffalo,316.3
2020,10,11,Seattle,303.0
2020,10,11,Green Bay,294.8
2020,10,11,Atlanta,294.3
2020,10,11,Kansas City,276.5
2020,10,11,LA Chargers,275.0
2020,10,11,Carolina,274.0
2020,10,11,Tampa Bay,265.6
2020,10,11,Jacksonville,262.8
2020,10,11,Tennessee,262.7
2020,10,11,San Francisco,262.0
2020,10,11,Las Vegas,261.5
2020,10,11,LA Rams,255.0
2020,10,11,Houston,254.0
2020,10,11,Cincinnati,253.5
2020,10,11,New Orleans,251.0
2020,10,11,Indianapolis,245.0
2020,10,11,Pittsburgh,242.3
2020,10,11,Miami,240.3
2020,10,11,Detroit,232.3
2020,10,11,Chicago,227.8
2020,10,11,Arizona,225.8
2020,10,11,New England,216.3
2020,10,11,Denver,214.3
2020,10,11,Washington,209.5
2020,10,11,Philadelphia,207.5
2020,10,11,Minnesota,207.3
2020,10,11,NY Giants,201.5
2020,10,11,Cleveland,182.5
2020,10,11,Baltimore,180.8
2020,10,11,NY Jets,179.5
2020,10,4,Dallas,383.3
2020,10,4,Buffalo,330.3
2020,10,4,Atlanta,309.3
2020,10,4,Kansas City,292.3
2020,10,4,Seattle,289.7
2020,10,4,Green Bay,288.0
2020,10,4,LA Rams,279.3
2020,10,4,LA Chargers,274.0
2020,10,4,Carolina,273.3
2020,10,4,Indianapolis,264.7
2020,10,4,Tennessee,262.7
2020,10,4,New Orleans,258.7
2020,10,4,Arizona,256.7
2020,10,4,Las Vegas,249.7
2020,10,4,San Francisco,249.0
2020,10,4,Detroit,246.0
2020,10,4,Pittsburgh,242.3
2020,10,4,Tampa Bay,242.0
2020,10,4,Houston,242.0
2020,10,4,Cincinnati,238.0
2020,10,4,Jacksonville,237.0
2020,10,4,New England,231.0
2020,10,4,Chicago,230.0
2020,10,4,Philadelphia,218.7
2020,10,4,Miami,216.3
2020,10,4,NY Giants,215.7
2020,10,4,Denver,214.3
2020,10,4,Minnesota,193.7
2020,10,4,Washington,188.0
2020,10,4,NY Jets,179.5
2020,10,4,Cleveland,176.3
2020,10,4,Baltimore,172.3
2020,9,27,Buffalo,358.5
2020,9,27,Atlanta,350.5
2020,9,27,Dallas,344.5
2020,9,27,Carolina,299.5
2020,9,27,Green Bay,296.5
2020,9,27,Seattle,287.0
2020,9,27,Indianapolis,280.0
2020,9,27,New England,268.5
2020,9,27,LA Rams,263.5
2020,9,27,Pittsburgh,254.5
2020,9,27,Detroit,253.0
2020,9,27,LA Chargers,251.5
2020,9,27,Arizona,251.0
2020,9,27,New Orleans,250.5
2020,9,27,Las Vegas,250.0
2020,9,27,Houston,247.5
2020,9,27,Kansas City,246.0
2020,9,27,NY Giants,241.0
2020,9,27,Tennessee,239.0
2020,9,27,Jacksonville,237.0
2020,9,27,Cincinnati,229.0
2020,9,27,Philadelphia,225.0
2020,9,27,Baltimore,223.5
2020,9,27,Tampa Bay,220.5
2020,9,27,Miami,216.3
2020,9,27,Denver,215.5
2020,9,27,San Francisco,210.0
2020,9,27,Cleveland,193.5
2020,9,27,Chicago,191.5
2020,9,27,NY Jets,187.5
2020,9,27,Washington,179.0
2020,9,27,Minnesota,171.5
2020,9,20,Atlanta,434.0
2020,9,20,Green Bay,364.0
2020,9,20,Indianapolis,357.0
2020,9,20,Buffalo,306.0
2020,9,20,Seattle,299.0
2020,9,20,Detroit,288.0
2020,9,20,Baltimore,270.0
2020,9,20,LA Rams,269.0
2020,9,20,NY Giants,262.0
2020,9,20,Carolina,259.0
2020,9,20,Minnesota,248.0
2020,9,20,Tennessee,247.0
2020,9,20,Dallas,244.0
2020,9,20,San Francisco,243.0
2020,9,20,Houston,242.0
2020,9,20,Las Vegas,239.0
2020,9,20,Cincinnati,229.0
2020,9,20,Tampa Bay,224.0
2020,9,20,Arizona,224.0
2020,9,20,Denver,216.0
2020,9,20,Chicago,214.0
2020,9,20,Philadelphia,208.0
2020,9,20,Pittsburgh,208.0
2020,9,20,LA Chargers,207.0
2020,9,20,Kansas City,203.0
2020,9,20,NY Jets,202.0
2020,9,20,Cleveland,193.5
2020,9,20,New Orleans,189.0
2020,9,20,Miami,182.0
2020,9,20,Washington,159.0
2020,9,20,Jacksonville,150.0
2020,9,20,New England,140.0
2020,9,13,Houston,242.0
2020,9,13,Kansas City,203.0
2020,9,13,NY Giants,--
2020,9,13,NY Jets,--
2020,9,13,Philadelphia,--
2020,9,13,Arizona,--
2020,9,13,Pittsburgh,--
2020,9,13,LA Chargers,--
2020,9,13,San Francisco,--
2020,9,13,Seattle,--
2020,9,13,Tampa Bay,--
2020,9,13,Washington,--
2020,9,13,Carolina,--
2020,9,13,Jacksonville,--
2020,9,13,Baltimore,--
2020,9,13,New Orleans,--
2020,9,13,New England,--
2020,9,13,Minnesota,--
2020,9,13,Buffalo,--
2020,9,13,Chicago,--
2020,9,13,Cincinnati,--
2020,9,13,Cleveland,--
2020,9,13,Dallas,--
2020,9,13,Denver,--
2020,9,13,Detroit,--
2020,9,13,Green Bay,--
2020,9,13,Tennessee,--
2020,9,13,Indianapolis,--
2020,9,13,Las Vegas,--
2020,9,13,LA Rams,--
2020,9,13,Miami,--
2020,9,13,Atlanta,--
2020,9,6,Tampa Bay,302.8
2020,9,6,Dallas,296.9
2020,9,6,Atlanta,294.6
2020,9,6,Kansas City,282.8
2020,9,6,LA Rams,281.2
2020,9,6,LA Chargers,276.6
2020,9,6,New Orleans,263.0
2020,9,6,Las Vegas,245.4
2020,9,6,New England,245.3
2020,9,6,Detroit,243.8
2020,9,6,Seattle,243.0
2020,9,6,Houston,241.7
2020,9,6,Miami,237.8
2020,9,6,Green Bay,236.9
2020,9,6,Jacksonville,235.0
2020,9,6,Philadelphia,235.0
2020,9,6,NY Giants,233.2
2020,9,6,Cincinnati,228.3
2020,9,6,Carolina,228.1
2020,9,6,Cleveland,222.1
2020,9,6,San Francisco,220.7
2020,9,6,Arizona,217.3
2020,9,6,Minnesota,215.3
2020,9,6,Baltimore,210.0
2020,9,6,Tennessee,207.7
2020,9,6,Chicago,205.7
2020,9,6,Buffalo,204.8
2020,9,6,Denver,194.7
2020,9,6,NY Jets,194.4
2020,9,6,Indianapolis,194.3
2020,9,6,Pittsburgh,186.3
2020,9,6,Washington,175.8
2020,2,23,Tampa Bay,302.8
2020,2,23,Dallas,296.9
2020,2,23,Atlanta,294.6
2020,2,23,Kansas City,282.8
2020,2,23,LA Rams,281.2
2020,2,23,LA Chargers,276.6
2020,2,23,New Orleans,263.0
2020,2,23,Las Vegas,245.4
2020,2,23,New England,245.3
2020,2,23,Detroit,243.8
2020,2,23,Seattle,243.0
2020,2,23,Houston,241.7
2020,2,23,Miami,237.8
2020,2,23,Green Bay,236.9
2020,2,23,Jacksonville,235.0
2020,2,23,Philadelphia,235.0
2020,2,23,NY Giants,233.2
2020,2,23,Cincinnati,228.3
2020,2,23,Carolina,228.1
2020,2,23,Cleveland,222.1
2020,2,23,San Francisco,220.7
2020,2,23,Arizona,217.3
2020,2,23,Minnesota,215.3
2020,2,23,Baltimore,210.0
2020,2,23,Tennessee,207.7
2020,2,23,Chicago,205.7
2020,2,23,Buffalo,204.8
2020,2,23,Denver,194.7
2020,2,23,NY Jets,194.4
2020,2,23,Indianapolis,194.3
2020,2,23,Pittsburgh,186.3
2020,2,23,Washington,175.8
2020,2,16,Tampa Bay,302.8
2020,2,16,Dallas,296.9
2020,2,16,Atlanta,294.6
2020,2,16,Kansas City,282.8
2020,2,16,LA Rams,281.2
2020,2,16,LA Chargers,276.6
2020,2,16,New Orleans,263.0
2020,2,16,Las Vegas,245.4
2020,2,16,New England,245.3
2020,2,16,Detroit,243.8
2020,2,16,Seattle,243.0
2020,2,16,Houston,241.7
2020,2,16,Miami,237.8
2020,2,16,Green Bay,236.9
2020,2,16,Jacksonville,235.0
2020,2,16,Philadelphia,235.0
2020,2,16,NY Giants,233.2
2020,2,16,Cincinnati,228.3
2020,2,16,Carolina,228.1
2020,2,16,Cleveland,222.1
2020,2,16,San Francisco,220.7
2020,2,16,Arizona,217.3
2020,2,16,Minnesota,215.3
2020,2,16,Baltimore,210.0
2020,2,16,Tennessee,207.7
2020,2,16,Chicago,205.7
2020,2,16,Buffalo,204.8
2020,2,16,Denver,194.7
2020,2,16,NY Jets,194.4
2020,2,16,Indianapolis,194.3
2020,2,16,Pittsburgh,186.3
2020,2,16,Washington,175.8
2020,2,9,Tampa Bay,302.8
2020,2,9,Dallas,296.9
2020,2,9,Atlanta,294.6
2020,2,9,Kansas City,282.8
2020,2,9,LA Rams,281.2
2020,2,9,LA Chargers,276.6
2020,2,9,New Orleans,263.0
2020,2,9,Las Vegas,245.4
2020,2,9,New England,245.3
2020,2,9,Detroit,243.8
2020,2,9,Seattle,243.0
2020,2,9,Houston,241.7
2020,2,9,Miami,237.8
2020,2,9,Green Bay,236.9
2020,2,9,Jacksonville,235.0
2020,2,9,Philadelphia,235.0
2020,2,9,NY Giants,233.2
2020,2,9,Cincinnati,228.3
2020,2,9,Carolina,228.1
2020,2,9,Cleveland,222.1
2020,2,9,San Francisco,220.7
2020,2,9,Arizona,217.3
2020,2,9,Minnesota,215.3
2020,2,9,Baltimore,210.0
2020,2,9,Tennessee,207.7
2020,2,9,Chicago,205.7
2020,2,9,Buffalo,204.8
2020,2,9,Denver,194.7
2020,2,9,NY Jets,194.4
2020,2,9,Indianapolis,194.3
2020,2,9,Pittsburgh,186.3
2020,2,9,Washington,175.8
2020,2,2,Tampa Bay,302.8
2020,2,2,Dallas,296.9
2020,2,2,Atlanta,294.6
2020,2,2,Kansas City,283.7
2020,2,2,LA Rams,281.2
2020,2,2,LA Chargers,276.6
2020,2,2,New Orleans,263.0
2020,2,2,Las Vegas,245.4
2020,2,2,New England,245.3
2020,2,2,Detroit,243.8
2020,2,2,Seattle,243.0
2020,2,2,Houston,241.7
2020,2,2,Miami,237.8
2020,2,2,Green Bay,236.9
2020,2,2,Jacksonville,235.0
2020,2,2,Philadelphia,235.0
2020,2,2,NY Giants,233.2
2020,2,2,Cincinnati,228.3
2020,2,2,Carolina,228.1
2020,2,2,Cleveland,222.1
2020,2,2,San Francisco,221.3
2020,2,2,Arizona,217.3
2020,2,2,Minnesota,215.3
2020,2,2,Baltimore,210.0
2020,2,2,Tennessee,207.7
2020,2,2,Chicago,205.7
2020,2,2,Buffalo,204.8
2020,2,2,Denver,194.7
2020,2,2,NY Jets,194.4
2020,2,2,Indianapolis,194.3
2020,2,2,Pittsburgh,186.3
2020,2,2,Washington,175.8
2020,1,26,Tampa Bay,302.8
2020,1,26,Dallas,296.9
2020,1,26,Atlanta,294.6
2020,1,26,Kansas City,283.7
2020,1,26,LA Rams,281.2
2020,1,26,LA Chargers,276.6
2020,1,26,New Orleans,263.0
2020,1,26,Las Vegas,245.4
2020,1,26,New England,245.3
2020,1,26,Detroit,243.8
2020,1,26,Seattle,243.0
2020,1,26,Houston,241.7
2020,1,26,Miami,237.8
2020,1,26,Green Bay,236.9
2020,1,26,Jacksonville,235.0
2020,1,26,Philadelphia,235.0
2020,1,26,NY Giants,233.2
2020,1,26,Cincinnati,228.3
2020,1,26,Carolina,228.1
2020,1,26,Cleveland,222.1
2020,1,26,San Francisco,221.3
2020,1,26,Arizona,217.3
2020,1,26,Minnesota,215.3
2020,1,26,Baltimore,210.0
2020,1,26,Tennessee,207.7
2020,1,26,Chicago,205.7
2020,1,26,Buffalo,204.8
2020,1,26,Denver,194.7
2020,1,26,NY Jets,194.4
2020,1,26,Indianapolis,194.3
2020,1,26,Pittsburgh,186.3
2020,1,26,Washington,175.8
2020,1,19,Tampa Bay,302.8
2020,1,19,Dallas,296.9
2020,1,19,Atlanta,294.6
2020,1,19,Kansas City,283.2
2020,1,19,LA Rams,281.2
2020,1,19,LA Chargers,276.6
2020,1,19,New Orleans,263.0
2020,1,19,Las Vegas,245.4
2020,1,19,New England,245.3
2020,1,19,Detroit,243.8
2020,1,19,Seattle,243.0
2020,1,19,Houston,241.7
2020,1,19,Miami,237.8
2020,1,19,Jacksonville,235.0
2020,1,19,Philadelphia,235.0
2020,1,19,Green Bay,233.4
2020,1,19,NY Giants,233.2
2020,1,19,San Francisco,230.2
2020,1,19,Cincinnati,228.3
2020,1,19,Carolina,228.1
2020,1,19,Cleveland,222.1
2020,1,19,Arizona,217.3
2020,1,19,Minnesota,215.3
2020,1,19,Baltimore,210.0
2020,1,19,Tennessee,207.6
2020,1,19,Chicago,205.7
2020,1,19,Buffalo,204.8
2020,1,19,Denver,194.7
2020,1,19,NY Jets,194.4
2020,1,19,Indianapolis,194.3
2020,1,19,Pittsburgh,186.3
2020,1,19,Washington,175.8
2020,1,12,Tampa Bay,302.8
2020,1,12,Dallas,296.9
2020,1,12,Atlanta,294.6
2020,1,12,LA Rams,281.2
2020,1,12,Kansas City,281.1
2020,1,12,LA Chargers,276.6
2020,1,12,New Orleans,263.0
2020,1,12,Las Vegas,245.4
2020,1,12,New England,245.3
2020,1,12,Detroit,243.8
2020,1,12,Seattle,241.7
2020,1,12,Miami,237.8
2020,1,12,Houston,235.4
2020,1,12,Jacksonville,235.0
2020,1,12,Philadelphia,235.0
2020,1,12,Green Bay,233.3
2020,1,12,NY Giants,233.2
2020,1,12,San Francisco,230.2
2020,1,12,Cincinnati,228.3
2020,1,12,Carolina,228.1
2020,1,12,Cleveland,222.1
2020,1,12,Arizona,217.3
2020,1,12,Minnesota,215.3
2020,1,12,Baltimore,210.0
2020,1,12,Tennessee,207.6
2020,1,12,Chicago,205.7
2020,1,12,Buffalo,204.8
2020,1,12,Denver,195.9
2020,1,12,NY Jets,194.4
2020,1,12,Indianapolis,194.3
2020,1,12,Pittsburgh,186.3
2020,1,12,Washington,175.8
2020,1,5,Tampa Bay,302.8
2020,1,5,Dallas,296.9
2020,1,5,Atlanta,294.6
2020,1,5,LA Rams,281.2
2020,1,5,Kansas City,281.1
2020,1,5,LA Chargers,276.6
2020,1,5,New Orleans,265.3
2020,1,5,Las Vegas,245.4
2020,1,5,New England,245.3
2020,1,5,Detroit,243.8
2020,1,5,Philadelphia,239.6
2020,1,5,Miami,237.8
2020,1,5,San Francisco,237.0
2020,1,5,Seattle,236.9
2020,1,5,Houston,235.4
2020,1,5,Jacksonville,235.0
2020,1,5,Green Bay,233.3
2020,1,5,NY Giants,233.2
2020,1,5,Cincinnati,228.3
2020,1,5,Carolina,228.1
2020,1,5,Cleveland,222.1
2020,1,5,Minnesota,220.2
2020,1,5,Arizona,217.3
2020,1,5,Tennessee,214.9
2020,1,5,Chicago,205.7
2020,1,5,Buffalo,204.8
2020,1,5,Baltimore,201.6
2020,1,5,Denver,195.9
2020,1,5,NY Jets,194.4
2020,1,5,Indianapolis,194.3
2020,1,5,Pittsburgh,186.3
2020,1,5,Washington,175.8
