Date,team,opponent,team_rank,opponent_rank,year,month,day,Expected,defensive_completion_%,defensive_red_zone_completion_%,defensive_sack_percentage,defensive_takeaways,defensive_third_down_conversion_%,defensive_yards_per_game_allowed,offensive_completion_percentage,offensive_interceptions,touchdowns_per_game,offensive_yards_per_game,offensive_yards_per_point,red_zone_TD_percentage,scoring_margin,third_down_conversion_percentage,total_points_per_game
9/12/2021,Tampa Bay,Dallas,2,14,2021,9,12,2,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/12/2021,Tampa Bay,Dallas,2,14,2021,9,12,2,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/12/2021,Tampa Bay,Dallas,2,14,2021,9,12,2,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/12/2021,Tampa Bay,Dallas,2,14,2021,9,12,2,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/12/2021,Tampa Bay,Dallas,2,14,2021,9,12,2,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/12/2021,Tampa Bay,Dallas,2,14,2021,9,12,2,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/12/2021,Tampa Bay,Dallas,2,14,2021,9,12,2,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/12/2021,Tampa Bay,Dallas,2,14,2021,9,12,2,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/12/2021,Philadelphia,Atlanta,26,23,2021,9,12,17,,,,,,,,,,,,,,,
9/12/2021,Pittsburgh,Buffalo,15,5,2021,9,12,11,,,,,,,,,,,,,,,
9/12/2021,Carolina,NY Jets,27,30,2021,9,12,24,,,,,,,,,,,,,,,
9/12/2021,Cincinnati,Minnesota,28,17,2021,9,12,27,,,,,,,,,,,,,,,
9/12/2021,Seattle,Indianapolis,9,20,2021,9,12,7,,,,,,,,,,,,,,,
9/12/2021,LA Chargers,Washington,12,16,2021,9,12,12,,,,,,,,,,,,,,,
9/12/2021,Arizona,Tennessee,19,13,2021,9,12,9,,,,,,,,,,,,,,,
9/12/2021,Houston,Jacksonville,32,29,2021,9,12,32,,,,,,,,,,,,,,,
9/12/2021,San Francisco,Detroit,8,31,2021,9,12,10,,,,,,,,,,,,,,,
9/12/2021,New Orleans,Green Bay,11,4,2021,9,12,3,,,,,,,,,,,,,,,
9/12/2021,Miami,New England,21,10,2021,9,12,20,,,,,,,,,,,,,,,
9/12/2021,Kansas City,Cleveland,1,6,2021,9,12,1,,,,,,,,,,,,,,,
9/12/2021,Denver,NY Giants,18,25,2021,9,12,13,,,,,,,,,,,,,,,
9/12/2021,LA Rams,Chicago,7,24,2021,9,12,5,,,,,,,,,,,,,,,
9/19/2021,Las Vegas,Baltimore,21,4,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Baltimore,21,4,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Baltimore,21,4,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Baltimore,21,4,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Baltimore,21,4,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Baltimore,21,4,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Baltimore,21,4,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Baltimore,21,4,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Washington,NY Giants,19,25,2021,9,19,21,0.69,0.33,0.11,0.00,0.33,391.00,0.74,1.00,3.00,407.00,13.60,0.75,1.00,0.31,30.00
9/19/2021,Washington,NY Giants,19,25,2021,9,19,21,0.69,0.33,0.11,0.00,0.33,391.00,0.74,1.00,3.00,407.00,13.60,0.75,1.00,0.31,30.00
9/19/2021,Washington,NY Giants,19,25,2021,9,19,21,0.69,0.33,0.11,0.00,0.33,391.00,0.74,1.00,3.00,407.00,13.60,0.75,1.00,0.31,30.00
9/19/2021,Washington,NY Giants,19,25,2021,9,19,21,0.69,0.33,0.11,0.00,0.33,391.00,0.74,1.00,3.00,407.00,13.60,0.75,1.00,0.31,30.00
9/19/2021,Washington,NY Giants,19,25,2021,9,19,21,0.69,0.33,0.11,0.00,0.33,391.00,0.74,1.00,3.00,407.00,13.60,0.75,1.00,0.31,30.00
9/19/2021,Washington,NY Giants,19,25,2021,9,19,21,0.69,0.33,0.11,0.00,0.33,391.00,0.74,1.00,3.00,407.00,13.60,0.75,1.00,0.31,30.00
9/19/2021,Washington,NY Giants,19,25,2021,9,19,21,0.69,0.33,0.11,0.00,0.33,391.00,0.74,1.00,3.00,407.00,13.60,0.75,1.00,0.31,30.00
9/19/2021,Washington,NY Giants,19,25,2021,9,19,21,0.69,0.33,0.11,0.00,0.33,391.00,0.74,1.00,3.00,407.00,13.60,0.75,1.00,0.31,30.00
9/19/2021,New England,NY Jets,16,29,2021,9,19,11,0.59,1.00,0.07,1.00,0.36,259.00,0.74,0.00,1.00,393.00,24.60,0.25,-1.00,0.69,16.00
9/19/2021,New England,NY Jets,16,29,2021,9,19,11,0.59,1.00,0.07,1.00,0.36,259.00,0.74,0.00,1.00,393.00,24.60,0.25,-1.00,0.69,16.00
9/19/2021,New England,NY Jets,16,29,2021,9,19,11,0.59,1.00,0.07,1.00,0.36,259.00,0.74,0.00,1.00,393.00,24.60,0.25,-1.00,0.69,16.00
9/19/2021,New England,NY Jets,16,29,2021,9,19,11,0.59,1.00,0.07,1.00,0.36,259.00,0.74,0.00,1.00,393.00,24.60,0.25,-1.00,0.69,16.00
9/19/2021,New England,NY Jets,16,29,2021,9,19,11,0.59,1.00,0.07,1.00,0.36,259.00,0.74,0.00,1.00,393.00,24.60,0.25,-1.00,0.69,16.00
9/19/2021,New England,NY Jets,16,29,2021,9,19,11,0.59,1.00,0.07,1.00,0.36,259.00,0.74,0.00,1.00,393.00,24.60,0.25,-1.00,0.69,16.00
9/19/2021,New England,NY Jets,16,29,2021,9,19,11,0.59,1.00,0.07,1.00,0.36,259.00,0.74,0.00,1.00,393.00,24.60,0.25,-1.00,0.69,16.00
9/19/2021,New England,NY Jets,16,29,2021,9,19,11,0.59,1.00,0.07,1.00,0.36,259.00,0.74,0.00,1.00,393.00,24.60,0.25,-1.00,0.69,16.00
9/19/2021,Cleveland,Houston,6,32,2021,9,19,6,0.75,0.60,0.05,0.00,0.69,397.00,0.75,1.00,4.00,457.00,15.80,1.00,-4.00,0.29,29.00
9/19/2021,Cleveland,Houston,6,32,2021,9,19,6,0.75,0.60,0.05,0.00,0.69,397.00,0.75,1.00,4.00,457.00,15.80,1.00,-4.00,0.29,29.00
9/19/2021,Cleveland,Houston,6,32,2021,9,19,6,0.75,0.60,0.05,0.00,0.69,397.00,0.75,1.00,4.00,457.00,15.80,1.00,-4.00,0.29,29.00
9/19/2021,Cleveland,Houston,6,32,2021,9,19,6,0.75,0.60,0.05,0.00,0.69,397.00,0.75,1.00,4.00,457.00,15.80,1.00,-4.00,0.29,29.00
9/19/2021,Cleveland,Houston,6,32,2021,9,19,6,0.75,0.60,0.05,0.00,0.69,397.00,0.75,1.00,4.00,457.00,15.80,1.00,-4.00,0.29,29.00
9/19/2021,Cleveland,Houston,6,32,2021,9,19,6,0.75,0.60,0.05,0.00,0.69,397.00,0.75,1.00,4.00,457.00,15.80,1.00,-4.00,0.29,29.00
9/19/2021,Cleveland,Houston,6,32,2021,9,19,6,0.75,0.60,0.05,0.00,0.69,397.00,0.75,1.00,4.00,457.00,15.80,1.00,-4.00,0.29,29.00
9/19/2021,Cleveland,Houston,6,32,2021,9,19,6,0.75,0.60,0.05,0.00,0.69,397.00,0.75,1.00,4.00,457.00,15.80,1.00,-4.00,0.29,29.00
9/19/2021,Denver,Jacksonville,13,30,2021,9,19,12,0.59,0.33,0.05,1.00,0.50,314.00,0.78,0.00,3.00,420.00,15.60,0.40,14.00,0.47,27.00
9/19/2021,Denver,Jacksonville,13,30,2021,9,19,12,0.59,0.33,0.05,1.00,0.50,314.00,0.78,0.00,3.00,420.00,15.60,0.40,14.00,0.47,27.00
9/19/2021,Denver,Jacksonville,13,30,2021,9,19,12,0.59,0.33,0.05,1.00,0.50,314.00,0.78,0.00,3.00,420.00,15.60,0.40,14.00,0.47,27.00
9/19/2021,Denver,Jacksonville,13,30,2021,9,19,12,0.59,0.33,0.05,1.00,0.50,314.00,0.78,0.00,3.00,420.00,15.60,0.40,14.00,0.47,27.00
9/19/2021,Denver,Jacksonville,13,30,2021,9,19,12,0.59,0.33,0.05,1.00,0.50,314.00,0.78,0.00,3.00,420.00,15.60,0.40,14.00,0.47,27.00
9/19/2021,Denver,Jacksonville,13,30,2021,9,19,12,0.59,0.33,0.05,1.00,0.50,314.00,0.78,0.00,3.00,420.00,15.60,0.40,14.00,0.47,27.00
9/19/2021,Denver,Jacksonville,13,30,2021,9,19,12,0.59,0.33,0.05,1.00,0.50,314.00,0.78,0.00,3.00,420.00,15.60,0.40,14.00,0.47,27.00
9/19/2021,Denver,Jacksonville,13,30,2021,9,19,12,0.59,0.33,0.05,1.00,0.50,314.00,0.78,0.00,3.00,420.00,15.60,0.40,14.00,0.47,27.00
9/19/2021,Buffalo,Miami,8,20,2021,9,19,3,0.56,0.33,0.06,0.00,0.33,252.00,0.59,0.00,1.00,371.00,23.20,0.25,-7.00,0.44,16.00
9/19/2021,Buffalo,Miami,8,20,2021,9,19,3,0.56,0.33,0.06,0.00,0.33,252.00,0.59,0.00,1.00,371.00,23.20,0.25,-7.00,0.44,16.00
9/19/2021,Buffalo,Miami,8,20,2021,9,19,3,0.56,0.33,0.06,0.00,0.33,252.00,0.59,0.00,1.00,371.00,23.20,0.25,-7.00,0.44,16.00
9/19/2021,Buffalo,Miami,8,20,2021,9,19,3,0.56,0.33,0.06,0.00,0.33,252.00,0.59,0.00,1.00,371.00,23.20,0.25,-7.00,0.44,16.00
9/19/2021,Buffalo,Miami,8,20,2021,9,19,3,0.56,0.33,0.06,0.00,0.33,252.00,0.59,0.00,1.00,371.00,23.20,0.25,-7.00,0.44,16.00
9/19/2021,Buffalo,Miami,8,20,2021,9,19,3,0.56,0.33,0.06,0.00,0.33,252.00,0.59,0.00,1.00,371.00,23.20,0.25,-7.00,0.44,16.00
9/19/2021,Buffalo,Miami,8,20,2021,9,19,3,0.56,0.33,0.06,0.00,0.33,252.00,0.59,0.00,1.00,371.00,23.20,0.25,-7.00,0.44,16.00
9/19/2021,Buffalo,Miami,8,20,2021,9,19,3,0.56,0.33,0.06,0.00,0.33,252.00,0.59,0.00,1.00,371.00,23.20,0.25,-7.00,0.44,16.00
9/19/2021,Carolina,New Orleans,24,3,2021,9,19,18,0.54,1.00,0.14,1.00,0.31,252.00,0.69,0.00,2.00,381.00,20.10,0.25,5.00,0.29,19.00
9/19/2021,Carolina,New Orleans,24,3,2021,9,19,18,0.54,1.00,0.14,1.00,0.31,252.00,0.69,0.00,2.00,381.00,20.10,0.25,5.00,0.29,19.00
9/19/2021,Carolina,New Orleans,24,3,2021,9,19,18,0.54,1.00,0.14,1.00,0.31,252.00,0.69,0.00,2.00,381.00,20.10,0.25,5.00,0.29,19.00
9/19/2021,Carolina,New Orleans,24,3,2021,9,19,18,0.54,1.00,0.14,1.00,0.31,252.00,0.69,0.00,2.00,381.00,20.10,0.25,5.00,0.29,19.00
9/19/2021,Carolina,New Orleans,24,3,2021,9,19,18,0.54,1.00,0.14,1.00,0.31,252.00,0.69,0.00,2.00,381.00,20.10,0.25,5.00,0.29,19.00
9/19/2021,Carolina,New Orleans,24,3,2021,9,19,18,0.54,1.00,0.14,1.00,0.31,252.00,0.69,0.00,2.00,381.00,20.10,0.25,5.00,0.29,19.00
9/19/2021,Carolina,New Orleans,24,3,2021,9,19,18,0.54,1.00,0.14,1.00,0.31,252.00,0.69,0.00,2.00,381.00,20.10,0.25,5.00,0.29,19.00
9/19/2021,Carolina,New Orleans,24,3,2021,9,19,18,0.54,1.00,0.14,1.00,0.31,252.00,0.69,0.00,2.00,381.00,20.10,0.25,5.00,0.29,19.00
9/19/2021,Chicago,Cincinnati,26,27,2021,9,19,25,0.77,0.50,0.04,0.00,0.55,386.00,0.73,1.00,2.00,322.00,23.00,0.67,-20.00,0.45,14.00
9/19/2021,Chicago,Cincinnati,26,27,2021,9,19,25,0.77,0.50,0.04,0.00,0.55,386.00,0.73,1.00,2.00,322.00,23.00,0.67,-20.00,0.45,14.00
9/19/2021,Chicago,Cincinnati,26,27,2021,9,19,25,0.77,0.50,0.04,0.00,0.55,386.00,0.73,1.00,2.00,322.00,23.00,0.67,-20.00,0.45,14.00
9/19/2021,Chicago,Cincinnati,26,27,2021,9,19,25,0.77,0.50,0.04,0.00,0.55,386.00,0.73,1.00,2.00,322.00,23.00,0.67,-20.00,0.45,14.00
9/19/2021,Chicago,Cincinnati,26,27,2021,9,19,25,0.77,0.50,0.04,0.00,0.55,386.00,0.73,1.00,2.00,322.00,23.00,0.67,-20.00,0.45,14.00
9/19/2021,Chicago,Cincinnati,26,27,2021,9,19,25,0.77,0.50,0.04,0.00,0.55,386.00,0.73,1.00,2.00,322.00,23.00,0.67,-20.00,0.45,14.00
9/19/2021,Chicago,Cincinnati,26,27,2021,9,19,25,0.77,0.50,0.04,0.00,0.55,386.00,0.73,1.00,2.00,322.00,23.00,0.67,-20.00,0.45,14.00
9/19/2021,Chicago,Cincinnati,26,27,2021,9,19,25,0.77,0.50,0.04,0.00,0.55,386.00,0.73,1.00,2.00,322.00,23.00,0.67,-20.00,0.45,14.00
9/19/2021,San Francisco,Philadelphia,10,17,2021,9,19,8,0.67,1.00,0.05,1.00,0.27,430.00,0.69,0.00,5.00,442.00,10.80,1.00,8.00,0.33,41.00
9/19/2021,San Francisco,Philadelphia,10,17,2021,9,19,8,0.67,1.00,0.05,1.00,0.27,430.00,0.69,0.00,5.00,442.00,10.80,1.00,8.00,0.33,41.00
9/19/2021,San Francisco,Philadelphia,10,17,2021,9,19,8,0.67,1.00,0.05,1.00,0.27,430.00,0.69,0.00,5.00,442.00,10.80,1.00,8.00,0.33,41.00
9/19/2021,San Francisco,Philadelphia,10,17,2021,9,19,8,0.67,1.00,0.05,1.00,0.27,430.00,0.69,0.00,5.00,442.00,10.80,1.00,8.00,0.33,41.00
9/19/2021,San Francisco,Philadelphia,10,17,2021,9,19,8,0.67,1.00,0.05,1.00,0.27,430.00,0.69,0.00,5.00,442.00,10.80,1.00,8.00,0.33,41.00
9/19/2021,San Francisco,Philadelphia,10,17,2021,9,19,8,0.67,1.00,0.05,1.00,0.27,430.00,0.69,0.00,5.00,442.00,10.80,1.00,8.00,0.33,41.00
9/19/2021,San Francisco,Philadelphia,10,17,2021,9,19,8,0.67,1.00,0.05,1.00,0.27,430.00,0.69,0.00,5.00,442.00,10.80,1.00,8.00,0.33,41.00
9/19/2021,San Francisco,Philadelphia,10,17,2021,9,19,8,0.67,1.00,0.05,1.00,0.27,430.00,0.69,0.00,5.00,442.00,10.80,1.00,8.00,0.33,41.00
9/19/2021,Las Vegas,Pittsburgh,21,11,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Pittsburgh,21,11,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Pittsburgh,21,11,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Pittsburgh,21,11,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Pittsburgh,21,11,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Pittsburgh,21,11,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Pittsburgh,21,11,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,Las Vegas,Pittsburgh,21,11,2021,9,19,17,0.63,1.00,0.09,2.00,0.25,406.00,0.61,1.00,4.00,491.00,14.90,0.50,6.00,0.47,33.00
9/19/2021,LA Rams,Indianapolis,5,22,2021,9,19,5,0.73,0.67,0.07,2.00,0.45,322.00,0.77,0.00,4.00,386.00,11.40,0.50,20.00,0.55,34.00
9/19/2021,LA Rams,Indianapolis,5,22,2021,9,19,5,0.73,0.67,0.07,2.00,0.45,322.00,0.77,0.00,4.00,386.00,11.40,0.50,20.00,0.55,34.00
9/19/2021,LA Rams,Indianapolis,5,22,2021,9,19,5,0.73,0.67,0.07,2.00,0.45,322.00,0.77,0.00,4.00,386.00,11.40,0.50,20.00,0.55,34.00
9/19/2021,LA Rams,Indianapolis,5,22,2021,9,19,5,0.73,0.67,0.07,2.00,0.45,322.00,0.77,0.00,4.00,386.00,11.40,0.50,20.00,0.55,34.00
9/19/2021,LA Rams,Indianapolis,5,22,2021,9,19,5,0.73,0.67,0.07,2.00,0.45,322.00,0.77,0.00,4.00,386.00,11.40,0.50,20.00,0.55,34.00
9/19/2021,LA Rams,Indianapolis,5,22,2021,9,19,5,0.73,0.67,0.07,2.00,0.45,322.00,0.77,0.00,4.00,386.00,11.40,0.50,20.00,0.55,34.00
9/19/2021,LA Rams,Indianapolis,5,22,2021,9,19,5,0.73,0.67,0.07,2.00,0.45,322.00,0.77,0.00,4.00,386.00,11.40,0.50,20.00,0.55,34.00
9/19/2021,LA Rams,Indianapolis,5,22,2021,9,19,5,0.73,0.67,0.07,2.00,0.45,322.00,0.77,0.00,4.00,386.00,11.40,0.50,20.00,0.55,34.00
9/19/2021,Tampa Bay,Atlanta,2,28,2021,9,19,1,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/19/2021,Tampa Bay,Atlanta,2,28,2021,9,19,1,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/19/2021,Tampa Bay,Atlanta,2,28,2021,9,19,1,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/19/2021,Tampa Bay,Atlanta,2,28,2021,9,19,1,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/19/2021,Tampa Bay,Atlanta,2,28,2021,9,19,1,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/19/2021,Tampa Bay,Atlanta,2,28,2021,9,19,1,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/19/2021,Tampa Bay,Atlanta,2,28,2021,9,19,1,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/19/2021,Tampa Bay,Atlanta,2,28,2021,9,19,1,0.72,0.25,0.02,1.00,0.53,451.00,0.64,2.00,4.00,431.00,13.90,0.60,2.00,0.45,31.00
9/19/2021,Arizona,Minnesota,9,18,2021,9,19,9,0.61,1.00,0.14,3.00,0.36,248.00,0.66,1.00,5.00,416.00,10.90,0.80,25.00,0.54,38.00
9/19/2021,Arizona,Minnesota,9,18,2021,9,19,9,0.61,1.00,0.14,3.00,0.36,248.00,0.66,1.00,5.00,416.00,10.90,0.80,25.00,0.54,38.00
9/19/2021,Arizona,Minnesota,9,18,2021,9,19,9,0.61,1.00,0.14,3.00,0.36,248.00,0.66,1.00,5.00,416.00,10.90,0.80,25.00,0.54,38.00
9/19/2021,Arizona,Minnesota,9,18,2021,9,19,9,0.61,1.00,0.14,3.00,0.36,248.00,0.66,1.00,5.00,416.00,10.90,0.80,25.00,0.54,38.00
9/19/2021,Arizona,Minnesota,9,18,2021,9,19,9,0.61,1.00,0.14,3.00,0.36,248.00,0.66,1.00,5.00,416.00,10.90,0.80,25.00,0.54,38.00
9/19/2021,Arizona,Minnesota,9,18,2021,9,19,9,0.61,1.00,0.14,3.00,0.36,248.00,0.66,1.00,5.00,416.00,10.90,0.80,25.00,0.54,38.00
9/19/2021,Arizona,Minnesota,9,18,2021,9,19,9,0.61,1.00,0.14,3.00,0.36,248.00,0.66,1.00,5.00,416.00,10.90,0.80,25.00,0.54,38.00
9/19/2021,Arizona,Minnesota,9,18,2021,9,19,9,0.61,1.00,0.14,3.00,0.36,248.00,0.66,1.00,5.00,416.00,10.90,0.80,25.00,0.54,38.00
9/19/2021,Dallas,LA Chargers,15,12,2021,9,19,13,0.64,0.60,0.00,4.00,0.45,431.00,0.72,1.00,3.00,451.00,15.60,0.25,-2.00,0.53,29.00
9/19/2021,Dallas,LA Chargers,15,12,2021,9,19,13,0.64,0.60,0.00,4.00,0.45,431.00,0.72,1.00,3.00,451.00,15.60,0.25,-2.00,0.53,29.00
9/19/2021,Dallas,LA Chargers,15,12,2021,9,19,13,0.64,0.60,0.00,4.00,0.45,431.00,0.72,1.00,3.00,451.00,15.60,0.25,-2.00,0.53,29.00
9/19/2021,Dallas,LA Chargers,15,12,2021,9,19,13,0.64,0.60,0.00,4.00,0.45,431.00,0.72,1.00,3.00,451.00,15.60,0.25,-2.00,0.53,29.00
9/19/2021,Dallas,LA Chargers,15,12,2021,9,19,13,0.64,0.60,0.00,4.00,0.45,431.00,0.72,1.00,3.00,451.00,15.60,0.25,-2.00,0.53,29.00
9/19/2021,Dallas,LA Chargers,15,12,2021,9,19,13,0.64,0.60,0.00,4.00,0.45,431.00,0.72,1.00,3.00,451.00,15.60,0.25,-2.00,0.53,29.00
9/19/2021,Dallas,LA Chargers,15,12,2021,9,19,13,0.64,0.60,0.00,4.00,0.45,431.00,0.72,1.00,3.00,451.00,15.60,0.25,-2.00,0.53,29.00
9/19/2021,Dallas,LA Chargers,15,12,2021,9,19,13,0.64,0.60,0.00,4.00,0.45,431.00,0.72,1.00,3.00,451.00,15.60,0.25,-2.00,0.53,29.00
9/19/2021,Tennessee,Seattle,23,7,2021,9,19,22,0.66,0.80,0.06,1.00,0.54,416.00,0.61,1.00,2.00,248.00,19.10,1.00,-25.00,0.36,13.00
9/19/2021,Tennessee,Seattle,23,7,2021,9,19,22,0.66,0.80,0.06,1.00,0.54,416.00,0.61,1.00,2.00,248.00,19.10,1.00,-25.00,0.36,13.00
9/19/2021,Tennessee,Seattle,23,7,2021,9,19,22,0.66,0.80,0.06,1.00,0.54,416.00,0.61,1.00,2.00,248.00,19.10,1.00,-25.00,0.36,13.00
9/19/2021,Tennessee,Seattle,23,7,2021,9,19,22,0.66,0.80,0.06,1.00,0.54,416.00,0.61,1.00,2.00,248.00,19.10,1.00,-25.00,0.36,13.00
9/19/2021,Tennessee,Seattle,23,7,2021,9,19,22,0.66,0.80,0.06,1.00,0.54,416.00,0.61,1.00,2.00,248.00,19.10,1.00,-25.00,0.36,13.00
9/19/2021,Tennessee,Seattle,23,7,2021,9,19,22,0.66,0.80,0.06,1.00,0.54,416.00,0.61,1.00,2.00,248.00,19.10,1.00,-25.00,0.36,13.00
9/19/2021,Tennessee,Seattle,23,7,2021,9,19,22,0.66,0.80,0.06,1.00,0.54,416.00,0.61,1.00,2.00,248.00,19.10,1.00,-25.00,0.36,13.00
9/19/2021,Tennessee,Seattle,23,7,2021,9,19,22,0.66,0.80,0.06,1.00,0.54,416.00,0.61,1.00,2.00,248.00,19.10,1.00,-25.00,0.36,13.00
9/19/2021,Baltimore,Kansas City,4,1,2021,9,19,4,0.61,0.50,0.05,1.00,0.47,491.00,0.63,0.00,3.00,406.00,15.00,1.00,-6.00,0.25,27.00
9/19/2021,Baltimore,Kansas City,4,1,2021,9,19,4,0.61,0.50,0.05,1.00,0.47,491.00,0.63,0.00,3.00,406.00,15.00,1.00,-6.00,0.25,27.00
9/19/2021,Baltimore,Kansas City,4,1,2021,9,19,4,0.61,0.50,0.05,1.00,0.47,491.00,0.63,0.00,3.00,406.00,15.00,1.00,-6.00,0.25,27.00
9/19/2021,Baltimore,Kansas City,4,1,2021,9,19,4,0.61,0.50,0.05,1.00,0.47,491.00,0.63,0.00,3.00,406.00,15.00,1.00,-6.00,0.25,27.00
9/19/2021,Baltimore,Kansas City,4,1,2021,9,19,4,0.61,0.50,0.05,1.00,0.47,491.00,0.63,0.00,3.00,406.00,15.00,1.00,-6.00,0.25,27.00
9/19/2021,Baltimore,Kansas City,4,1,2021,9,19,4,0.61,0.50,0.05,1.00,0.47,491.00,0.63,0.00,3.00,406.00,15.00,1.00,-6.00,0.25,27.00
9/19/2021,Baltimore,Kansas City,4,1,2021,9,19,4,0.61,0.50,0.05,1.00,0.47,491.00,0.63,0.00,3.00,406.00,15.00,1.00,-6.00,0.25,27.00
9/19/2021,Baltimore,Kansas City,4,1,2021,9,19,4,0.61,0.50,0.05,1.00,0.47,491.00,0.63,0.00,3.00,406.00,15.00,1.00,-6.00,0.25,27.00
9/26/2021,Green Bay,Detroit,14,31,2021,9,26,13,0.72,1.00,0.03,2.00,0.44,344.00,0.81,0.00,5.00,323.00,9.20,1.00,18.00,0.56,35.00
9/26/2021,Green Bay,Detroit,14,31,2021,9,26,13,0.72,1.00,0.03,2.00,0.44,344.00,0.81,0.00,5.00,323.00,9.20,1.00,18.00,0.56,35.00
9/26/2021,Green Bay,Detroit,14,31,2021,9,26,13,0.72,1.00,0.03,2.00,0.44,344.00,0.81,0.00,5.00,323.00,9.20,1.00,18.00,0.56,35.00
9/26/2021,Green Bay,Detroit,14,31,2021,9,26,13,0.72,1.00,0.03,2.00,0.44,344.00,0.81,0.00,5.00,323.00,9.20,1.00,18.00,0.56,35.00
9/26/2021,Green Bay,Detroit,14,31,2021,9,26,13,0.72,1.00,0.03,2.00,0.44,344.00,0.81,0.00,5.00,323.00,9.20,1.00,18.00,0.56,35.00
9/26/2021,Green Bay,Detroit,14,31,2021,9,26,13,0.72,1.00,0.03,2.00,0.44,344.00,0.81,0.00,5.00,323.00,9.20,1.00,18.00,0.56,35.00
