year,month,day,team,defensive_sack_percentage
2020,11,29,Buffalo,20.69%
2020,11,29,New Orleans,3.45%
2020,11,29,Kansas City,6.98%
2020,11,29,Arizona,3.85%
2020,11,29,Houston,0.00%
2020,11,29,Indianapolis,4.88%
2020,11,29,Chicago,2.94%
2020,11,29,Cleveland,7.69%
2020,11,29,Minnesota,4.76%
2020,11,29,Dallas,7.41%
2020,11,29,LA Chargers,15.63%
2020,11,29,San Francisco,7.41%
2020,11,29,New England,3.85%
2020,11,29,NY Jets,4.44%
2020,11,29,Cincinnati,0.00%
2020,11,29,Detroit,4.55%
2020,11,29,Atlanta,5.26%
2020,11,29,Las Vegas,0.00%
2020,11,29,Seattle,0.00%
2020,11,29,Tennessee,0.00%
2020,11,29,Jacksonville,2.22%
2020,11,29,Carolina,2.63%
2020,11,22,Pittsburgh,12.50%
2020,11,22,Tampa Bay,12.50%
2020,11,22,Philadelphia,10.00%
2020,11,22,Baltimore,13.04%
2020,11,22,LA Rams,0.00%
2020,11,22,Washington,5.00%
2020,11,22,Miami,6.38%
2020,11,22,Houston,4.65%
2020,11,22,Arizona,5.26%
2020,11,22,New Orleans,8.11%
2020,11,22,Green Bay,0.00%
2020,11,22,NY Giants,6.67%
2020,11,22,Denver,12.90%
2020,11,22,Kansas City,0.00%
2020,11,22,Chicago,12.12%
2020,11,22,Indianapolis,4.88%
2020,11,22,Minnesota,4.76%
2020,11,22,Cleveland,8.00%
2020,11,22,Dallas,4.00%
2020,11,22,New England,7.69%
2020,11,22,Buffalo,3.70%
2020,11,22,San Francisco,0.00%
2020,11,22,NY Jets,6.45%
2020,11,22,Cincinnati,2.22%
2020,11,22,Las Vegas,6.52%
2020,11,22,LA Chargers,4.00%
2020,11,22,Seattle,7.14%
2020,11,22,Tennessee,5.00%
2020,11,22,Detroit,2.22%
2020,11,22,Atlanta,2.70%
2020,11,22,Jacksonville,0.00%
2020,11,22,Carolina,0.00%
2020,11,15,Pittsburgh,12.20%
2020,11,15,LA Rams,21.05%
2020,11,15,Philadelphia,2.86%
2020,11,15,Washington,3.23%
2020,11,15,Tampa Bay,6.67%
2020,11,15,Green Bay,9.30%
2020,11,15,Houston,7.55%
2020,11,15,Miami,12.50%
2020,11,15,Arizona,8.33%
2020,11,15,Baltimore,18.92%
2020,11,15,Kansas City,3.13%
2020,11,15,New Orleans,8.11%
2020,11,15,NY Giants,5.71%
2020,11,15,Indianapolis,2.56%
2020,11,15,Minnesota,11.11%
2020,11,15,San Francisco,6.67%
2020,11,15,Denver,12.00%
2020,11,15,Dallas,5.71%
2020,11,15,Chicago,6.82%
2020,11,15,Cleveland,2.94%
2020,11,15,Buffalo,0.00%
2020,11,15,Cincinnati,2.63%
2020,11,15,New England,3.33%
2020,11,15,NY Jets,2.63%
2020,11,15,Detroit,7.41%
2020,11,15,Las Vegas,6.52%
2020,11,15,LA Chargers,4.00%
2020,11,15,Seattle,7.14%
2020,11,15,Atlanta,0.00%
2020,11,15,Tennessee,2.13%
2020,11,15,Jacksonville,2.78%
2020,11,15,Carolina,5.13%
2020,11,8,Pittsburgh,15.63%
2020,11,8,Philadelphia,10.00%
2020,11,8,Washington,4.17%
2020,11,8,Tampa Bay,7.41%
2020,11,8,Kansas City,5.13%
2020,11,8,Green Bay,9.30%
2020,11,8,Houston,12.00%
2020,11,8,Indianapolis,2.33%
2020,11,8,Arizona,0.00%
2020,11,8,LA Rams,12.20%
2020,11,8,NY Giants,5.88%
2020,11,8,New Orleans,8.82%
2020,11,8,Miami,5.56%
2020,11,8,Buffalo,4.35%
2020,11,8,San Francisco,9.68%
2020,11,8,Cleveland,4.92%
2020,11,8,Denver,12.00%
2020,11,8,Dallas,6.06%
2020,11,8,Cincinnati,6.98%
2020,11,8,Baltimore,6.25%
2020,11,8,Chicago,3.33%
2020,11,8,New England,3.33%
2020,11,8,Minnesota,8.33%
2020,11,8,NY Jets,0.00%
2020,11,8,Atlanta,2.94%
2020,11,8,Detroit,7.41%
2020,11,8,LA Chargers,0.00%
2020,11,8,Tennessee,6.90%
2020,11,8,Jacksonville,2.70%
2020,11,8,Seattle,2.17%
2020,11,8,Las Vegas,2.86%
2020,11,8,Carolina,3.13%
2020,11,1,Pittsburgh,15.63%
2020,11,1,Washington,8.00%
2020,11,1,Indianapolis,6.45%
2020,11,1,Philadelphia,15.38%
2020,11,1,Arizona,11.43%
2020,11,1,Kansas City,12.50%
2020,11,1,Tampa Bay,13.33%
2020,11,1,Green Bay,5.26%
2020,11,1,NY Giants,5.26%
2020,11,1,Houston,5.26%
2020,11,1,Miami,8.70%
2020,11,1,Buffalo,5.88%
2020,11,1,New Orleans,3.03%
2020,11,1,Cleveland,7.50%
2020,11,1,NY Jets,0.00%
2020,11,1,LA Rams,10.81%
2020,11,1,Chicago,5.00%
2020,11,1,New England,5.88%
2020,11,1,Dallas,9.09%
2020,11,1,LA Chargers,6.67%
2020,11,1,Baltimore,0.00%
2020,11,1,Cincinnati,6.00%
2020,11,1,San Francisco,5.88%
2020,11,1,Atlanta,3.77%
2020,11,1,Tennessee,6.90%
2020,11,1,Jacksonville,4.76%
2020,11,1,Denver,5.00%
2020,11,1,Seattle,3.39%
2020,11,1,Las Vegas,6.67%
2020,11,1,Detroit,2.78%
2020,11,1,Minnesota,2.63%
2020,11,1,Carolina,3.92%
2020,10,25,Pittsburgh,12.50%
2020,10,25,Tampa Bay,12.50%
2020,10,25,Philadelphia,9.09%
2020,10,25,Baltimore,13.04%
2020,10,25,LA Rams,0.00%
2020,10,25,Washington,5.00%
2020,10,25,Miami,6.38%
2020,10,25,Houston,4.65%
2020,10,25,Arizona,5.26%
2020,10,25,New Orleans,8.11%
2020,10,25,Green Bay,0.00%
2020,10,25,NY Giants,6.52%
2020,10,25,Denver,12.90%
2020,10,25,Kansas City,0.00%
2020,10,25,Chicago,12.12%
2020,10,25,Indianapolis,4.88%
2020,10,25,Minnesota,4.76%
2020,10,25,Cleveland,8.00%
2020,10,25,Dallas,4.00%
2020,10,25,New England,7.69%
2020,10,25,Buffalo,3.70%
2020,10,25,San Francisco,0.00%
2020,10,25,NY Jets,6.45%
2020,10,25,Cincinnati,2.22%
2020,10,25,Las Vegas,6.52%
2020,10,25,LA Chargers,4.00%
2020,10,25,Seattle,7.14%
2020,10,25,Tennessee,5.00%
2020,10,25,Detroit,2.22%
2020,10,25,Atlanta,2.70%
2020,10,25,Jacksonville,0.00%
2020,10,25,Carolina,0.00%
2020,10,18,Pittsburgh,12.20%
2020,10,18,LA Rams,21.05%
2020,10,18,Philadelphia,2.86%
2020,10,18,Washington,3.23%
2020,10,18,Tampa Bay,6.67%
2020,10,18,Green Bay,9.30%
2020,10,18,Houston,7.55%
2020,10,18,Miami,12.50%
2020,10,18,Arizona,8.33%
2020,10,18,Baltimore,18.92%
2020,10,18,Kansas City,3.13%
2020,10,18,New Orleans,8.11%
2020,10,18,NY Giants,5.71%
2020,10,18,Indianapolis,2.56%
2020,10,18,Minnesota,11.11%
2020,10,18,San Francisco,6.67%
2020,10,18,Denver,12.00%
2020,10,18,Dallas,5.71%
2020,10,18,Chicago,6.82%
2020,10,18,Cleveland,2.94%
2020,10,18,Buffalo,0.00%
2020,10,18,Cincinnati,2.63%
2020,10,18,New England,3.33%
2020,10,18,NY Jets,2.63%
2020,10,18,Detroit,7.41%
2020,10,18,Las Vegas,6.52%
2020,10,18,LA Chargers,4.00%
2020,10,18,Seattle,7.14%
2020,10,18,Atlanta,0.00%
2020,10,18,Tennessee,2.13%
2020,10,18,Jacksonville,2.78%
2020,10,18,Carolina,5.13%
2020,10,11,Pittsburgh,15.63%
2020,10,11,Philadelphia,10.00%
2020,10,11,Washington,4.17%
2020,10,11,Tampa Bay,6.67%
2020,10,11,Kansas City,5.13%
2020,10,11,Green Bay,9.30%
2020,10,11,Houston,12.00%
2020,10,11,Indianapolis,2.33%
2020,10,11,Arizona,0.00%
2020,10,11,LA Rams,12.20%
2020,10,11,NY Giants,5.88%
2020,10,11,New Orleans,8.82%
2020,10,11,Miami,5.56%
2020,10,11,Buffalo,4.35%
2020,10,11,San Francisco,9.68%
2020,10,11,Cleveland,4.92%
2020,10,11,Denver,12.00%
2020,10,11,Chicago,6.82%
2020,10,11,Dallas,6.06%
2020,10,11,Cincinnati,6.98%
2020,10,11,Baltimore,6.25%
2020,10,11,New England,3.33%
2020,10,11,Minnesota,8.33%
2020,10,11,NY Jets,0.00%
2020,10,11,Atlanta,2.94%
2020,10,11,Detroit,7.41%
2020,10,11,LA Chargers,0.00%
2020,10,11,Tennessee,6.90%
2020,10,11,Jacksonville,2.70%
2020,10,11,Seattle,2.17%
2020,10,11,Las Vegas,2.86%
2020,10,11,Carolina,3.13%
2020,10,4,Pittsburgh,15.63%
2020,10,4,Washington,8.00%
2020,10,4,Indianapolis,6.45%
2020,10,4,Philadelphia,15.38%
2020,10,4,Arizona,11.43%
2020,10,4,Kansas City,12.50%
2020,10,4,Tampa Bay,13.33%
2020,10,4,Green Bay,5.26%
2020,10,4,NY Giants,5.26%
2020,10,4,Houston,5.26%
2020,10,4,Miami,8.70%
2020,10,4,Buffalo,5.88%
2020,10,4,New Orleans,3.03%
2020,10,4,Cleveland,7.50%
2020,10,4,LA Rams,10.81%
2020,10,4,Denver,12.00%
2020,10,4,Chicago,5.00%
2020,10,4,New England,5.88%
2020,10,4,Dallas,9.09%
2020,10,4,LA Chargers,6.67%
2020,10,4,Baltimore,0.00%
2020,10,4,Cincinnati,6.00%
2020,10,4,San Francisco,5.88%
2020,10,4,NY Jets,0.00%
2020,10,4,Atlanta,3.77%
2020,10,4,Tennessee,6.90%
2020,10,4,Minnesota,5.13%
2020,10,4,Jacksonville,4.76%
2020,10,4,Seattle,3.39%
2020,10,4,Las Vegas,6.67%
2020,10,4,Detroit,2.78%
2020,10,4,Carolina,3.92%
2020,9,27,Indianapolis,10.34%
2020,9,27,Washington,7.32%
2020,9,27,Pittsburgh,15.22%
2020,9,27,Arizona,10.81%
2020,9,27,Green Bay,10.81%
2020,9,27,NY Giants,12.50%
2020,9,27,Kansas City,5.71%
2020,9,27,Houston,14.29%
2020,9,27,Tampa Bay,10.64%
2020,9,27,NY Jets,10.00%
2020,9,27,New Orleans,7.32%
2020,9,27,Baltimore,10.00%
2020,9,27,Buffalo,6.00%
2020,9,27,Miami,8.70%
2020,9,27,Philadelphia,3.57%
2020,9,27,Chicago,9.09%
2020,9,27,Cleveland,4.69%
2020,9,27,New England,6.67%
2020,9,27,LA Chargers,2.08%
2020,9,27,Atlanta,2.00%
2020,9,27,San Francisco,3.03%
2020,9,27,Cincinnati,0.00%
2020,9,27,LA Rams,0.00%
2020,9,27,Jacksonville,4.76%
2020,9,27,Seattle,2.22%
2020,9,27,Detroit,3.23%
2020,9,27,Dallas,2.63%
2020,9,27,Minnesota,7.41%
2020,9,27,Tennessee,4.26%
2020,9,27,Denver,2.38%
2020,9,27,Las Vegas,0.00%
2020,9,27,Carolina,0.00%
2020,9,20,Indianapolis,16.67%
2020,9,20,Washington,16.00%
2020,9,20,Kansas City,11.11%
2020,9,20,Miami,9.52%
2020,9,20,Philadelphia,8.82%
2020,9,20,Arizona,8.33%
2020,9,20,Atlanta,7.89%
2020,9,20,Buffalo,7.89%
2020,9,20,LA Chargers,7.69%
2020,9,20,New Orleans,7.69%
2020,9,20,Green Bay,7.41%
2020,9,20,LA Rams,7.14%
2020,9,20,Pittsburgh,6.82%
2020,9,20,NY Jets,6.12%
2020,9,20,NY Giants,5.88%
2020,9,20,Cleveland,4.69%
2020,9,20,Baltimore,4.88%
2020,9,20,San Francisco,4.76%
2020,9,20,Cincinnati,0.00%
2020,9,20,Seattle,3.57%
2020,9,20,New England,3.23%
2020,9,20,Dallas,3.13%
2020,9,20,Tampa Bay,3.13%
2020,9,20,Houston,3.03%
2020,9,20,Las Vegas,2.86%
2020,9,20,Detroit,2.70%
2020,9,20,Chicago,2.33%
2020,9,20,Denver,2.27%
2020,9,20,Jacksonville,2.13%
2020,9,20,Tennessee,0.00%
2020,9,20,Minnesota,0.00%
2020,9,20,Carolina,0.00%
2020,9,13,Kansas City,11.11%
2020,9,13,Houston,3.03%
2020,9,6,Pittsburgh,12.50%
2020,9,6,Carolina,3.13%
2020,9,6,San Francisco,8.70%
2020,9,6,Jacksonville,10.71%
2020,9,6,LA Rams,2.27%
2020,9,6,Buffalo,21.88%
2020,9,6,New England,5.88%
2020,9,6,Washington,8.33%
2020,9,6,New Orleans,8.82%
2020,9,6,Minnesota,9.52%
2020,9,6,Green Bay,11.11%
2020,9,6,Kansas City,3.13%
2020,9,6,Denver,4.17%
2020,9,6,Cleveland,3.45%
2020,9,6,Philadelphia,3.23%
2020,9,6,Indianapolis,7.14%
2020,9,6,Tampa Bay,10.53%
2020,9,6,Dallas,5.13%
2020,9,6,Baltimore,6.25%
2020,9,6,Tennessee,5.41%
2020,9,6,Arizona,2.17%
2020,9,6,NY Giants,2.44%
2020,9,6,LA Chargers,0.00%
2020,9,6,Cincinnati,18.18%
2020,9,6,Las Vegas,6.67%
2020,9,6,NY Jets,2.44%
2020,9,6,Seattle,6.90%
2020,9,6,Chicago,0.00%
2020,9,6,Houston,2.78%
2020,9,6,Atlanta,4.00%
2020,9,6,Detroit,1.79%
2020,9,6,Miami,3.33%
2020,2,23,Pittsburgh,12.50%
2020,2,23,Carolina,3.13%
2020,2,23,San Francisco,8.70%
2020,2,23,Jacksonville,10.71%
2020,2,23,LA Rams,2.27%
2020,2,23,Buffalo,21.88%
2020,2,23,New England,5.88%
2020,2,23,Washington,8.33%
2020,2,23,New Orleans,8.82%
2020,2,23,Minnesota,9.52%
2020,2,23,Green Bay,11.11%
2020,2,23,Kansas City,3.13%
2020,2,23,Denver,4.17%
2020,2,23,Cleveland,3.45%
2020,2,23,Philadelphia,3.23%
2020,2,23,Indianapolis,7.14%
2020,2,23,Tampa Bay,10.53%
2020,2,23,Dallas,5.13%
2020,2,23,Baltimore,6.25%
2020,2,23,Tennessee,5.41%
2020,2,23,Arizona,2.17%
2020,2,23,NY Giants,2.44%
2020,2,23,LA Chargers,0.00%
2020,2,23,Cincinnati,18.18%
2020,2,23,Las Vegas,6.67%
2020,2,23,NY Jets,2.44%
2020,2,23,Seattle,6.90%
2020,2,23,Chicago,0.00%
2020,2,23,Houston,2.78%
2020,2,23,Atlanta,4.00%
2020,2,23,Detroit,1.79%
2020,2,23,Miami,3.33%
2020,2,16,Pittsburgh,12.50%
2020,2,16,Carolina,3.13%
2020,2,16,San Francisco,8.70%
2020,2,16,Jacksonville,10.71%
2020,2,16,LA Rams,2.27%
2020,2,16,Buffalo,21.88%
2020,2,16,New England,5.88%
2020,2,16,Washington,8.33%
2020,2,16,New Orleans,8.82%
2020,2,16,Minnesota,9.52%
2020,2,16,Green Bay,11.11%
2020,2,16,Kansas City,3.13%
2020,2,16,Denver,4.17%
2020,2,16,Cleveland,3.45%
2020,2,16,Philadelphia,3.23%
2020,2,16,Indianapolis,7.14%
2020,2,16,Tampa Bay,10.53%
2020,2,16,Dallas,5.13%
2020,2,16,Baltimore,6.25%
2020,2,16,Tennessee,5.41%
2020,2,16,Arizona,2.17%
2020,2,16,NY Giants,2.44%
2020,2,16,LA Chargers,0.00%
2020,2,16,Cincinnati,18.18%
2020,2,16,Las Vegas,6.67%
2020,2,16,NY Jets,2.44%
2020,2,16,Seattle,6.90%
2020,2,16,Chicago,0.00%
2020,2,16,Houston,2.78%
2020,2,16,Atlanta,4.00%
2020,2,16,Detroit,1.79%
2020,2,16,Miami,3.33%
2020,2,9,Pittsburgh,12.50%
2020,2,9,Carolina,3.13%
2020,2,9,San Francisco,8.70%
2020,2,9,Jacksonville,10.71%
2020,2,9,LA Rams,2.27%
2020,2,9,Buffalo,21.88%
2020,2,9,New England,5.88%
2020,2,9,Washington,8.33%
2020,2,9,New Orleans,8.82%
2020,2,9,Minnesota,9.52%
2020,2,9,Green Bay,11.11%
2020,2,9,Kansas City,3.13%
2020,2,9,Denver,4.17%
2020,2,9,Cleveland,3.45%
2020,2,9,Philadelphia,3.23%
2020,2,9,Indianapolis,7.14%
2020,2,9,Tampa Bay,10.53%
2020,2,9,Dallas,5.13%
2020,2,9,Baltimore,6.25%
2020,2,9,Tennessee,5.41%
2020,2,9,Arizona,2.17%
2020,2,9,NY Giants,2.44%
2020,2,9,LA Chargers,0.00%
2020,2,9,Cincinnati,18.18%
2020,2,9,Las Vegas,6.67%
2020,2,9,NY Jets,2.44%
2020,2,9,Seattle,6.90%
2020,2,9,Chicago,0.00%
2020,2,9,Houston,2.78%
2020,2,9,Atlanta,4.00%
2020,2,9,Detroit,1.79%
2020,2,9,Miami,3.33%
2020,2,2,Pittsburgh,12.50%
2020,2,2,Carolina,3.13%
2020,2,2,San Francisco,7.14%
2020,2,2,Jacksonville,10.71%
2020,2,2,LA Rams,2.27%
2020,2,2,Buffalo,21.88%
2020,2,2,New England,5.88%
2020,2,2,Washington,8.33%
2020,2,2,New Orleans,8.82%
2020,2,2,Minnesota,9.52%
2020,2,2,Green Bay,11.11%
2020,2,2,Kansas City,8.57%
2020,2,2,Denver,4.17%
2020,2,2,Cleveland,3.45%
2020,2,2,Philadelphia,3.23%
2020,2,2,Indianapolis,7.14%
2020,2,2,Tampa Bay,10.53%
2020,2,2,Dallas,5.13%
2020,2,2,Baltimore,6.25%
2020,2,2,Tennessee,5.41%
2020,2,2,Arizona,2.17%
2020,2,2,NY Giants,2.44%
2020,2,2,LA Chargers,0.00%
2020,2,2,Cincinnati,18.18%
2020,2,2,Las Vegas,6.67%
2020,2,2,NY Jets,2.44%
2020,2,2,Seattle,6.90%
2020,2,2,Chicago,0.00%
2020,2,2,Houston,2.78%
2020,2,2,Atlanta,4.00%
2020,2,2,Detroit,1.79%
2020,2,2,Miami,3.33%
2020,1,26,Pittsburgh,12.50%
2020,1,26,Carolina,3.13%
2020,1,26,San Francisco,7.14%
2020,1,26,Jacksonville,10.71%
2020,1,26,LA Rams,2.27%
2020,1,26,Buffalo,21.88%
2020,1,26,New England,5.88%
2020,1,26,Washington,8.33%
2020,1,26,New Orleans,8.82%
2020,1,26,Minnesota,9.52%
2020,1,26,Green Bay,11.11%
2020,1,26,Kansas City,8.57%
2020,1,26,Denver,4.17%
2020,1,26,Cleveland,3.45%
2020,1,26,Philadelphia,3.23%
2020,1,26,Indianapolis,7.14%
2020,1,26,Tampa Bay,10.53%
2020,1,26,Dallas,5.13%
2020,1,26,Baltimore,6.25%
2020,1,26,Tennessee,5.41%
2020,1,26,Arizona,2.17%
2020,1,26,NY Giants,2.44%
2020,1,26,LA Chargers,0.00%
2020,1,26,Cincinnati,18.18%
2020,1,26,Las Vegas,6.67%
2020,1,26,NY Jets,2.44%
2020,1,26,Seattle,6.90%
2020,1,26,Chicago,0.00%
2020,1,26,Houston,2.78%
2020,1,26,Atlanta,4.00%
2020,1,26,Detroit,1.79%
2020,1,26,Miami,3.33%
2020,1,19,Pittsburgh,12.50%
2020,1,19,San Francisco,17.14%
2020,1,19,Carolina,3.13%
2020,1,19,Jacksonville,10.71%
2020,1,19,LA Rams,2.27%
2020,1,19,Buffalo,21.88%
2020,1,19,New England,5.88%
2020,1,19,Washington,8.33%
2020,1,19,New Orleans,8.82%
2020,1,19,Minnesota,9.52%
2020,1,19,Green Bay,13.89%
2020,1,19,Kansas City,8.77%
2020,1,19,Denver,4.17%
2020,1,19,Cleveland,3.45%
2020,1,19,Philadelphia,3.23%
2020,1,19,Indianapolis,7.14%
2020,1,19,Tampa Bay,10.53%
2020,1,19,Dallas,5.13%
2020,1,19,Baltimore,6.25%
2020,1,19,Tennessee,6.35%
2020,1,19,Arizona,2.17%
2020,1,19,NY Giants,2.44%
2020,1,19,LA Chargers,0.00%
2020,1,19,Cincinnati,18.18%
2020,1,19,Las Vegas,6.67%
2020,1,19,NY Jets,2.44%
2020,1,19,Seattle,6.90%
2020,1,19,Chicago,0.00%
2020,1,19,Houston,2.78%
2020,1,19,Atlanta,4.00%
2020,1,19,Detroit,1.79%
2020,1,19,Miami,3.33%
2020,1,12,Pittsburgh,12.50%
2020,1,12,San Francisco,17.14%
2020,1,12,Carolina,3.13%
2020,1,12,Jacksonville,10.71%
2020,1,12,LA Rams,2.27%
2020,1,12,Buffalo,21.88%
2020,1,12,New England,5.88%
2020,1,12,Washington,8.33%
2020,1,12,New Orleans,8.82%
2020,1,12,Minnesota,9.52%
2020,1,12,Kansas City,6.12%
2020,1,12,Green Bay,3.23%
2020,1,12,Denver,4.17%
2020,1,12,Cleveland,3.45%
2020,1,12,Philadelphia,3.23%
2020,1,12,Indianapolis,7.14%
2020,1,12,Tampa Bay,10.53%
2020,1,12,Dallas,5.13%
2020,1,12,Baltimore,6.25%
2020,1,12,Tennessee,6.35%
2020,1,12,Arizona,2.17%
2020,1,12,NY Giants,2.44%
2020,1,12,LA Chargers,0.00%
2020,1,12,Cincinnati,18.18%
2020,1,12,Las Vegas,6.67%
2020,1,12,NY Jets,2.44%
2020,1,12,Chicago,0.00%
2020,1,12,Seattle,20.00%
2020,1,12,Houston,5.88%
2020,1,12,Atlanta,4.00%
2020,1,12,Detroit,1.79%
2020,1,12,Miami,3.33%
2020,1,5,Pittsburgh,12.50%
2020,1,5,Carolina,3.13%
2020,1,5,San Francisco,2.44%
2020,1,5,Jacksonville,10.71%
2020,1,5,LA Rams,2.27%
2020,1,5,Buffalo,21.88%
2020,1,5,New England,5.88%
2020,1,5,Washington,8.33%
2020,1,5,New Orleans,3.92%
2020,1,5,Minnesota,9.76%
2020,1,5,Kansas City,6.12%
2020,1,5,Philadelphia,7.84%
2020,1,5,Green Bay,3.23%
2020,1,5,Denver,4.17%
2020,1,5,Cleveland,3.45%
2020,1,5,Indianapolis,7.14%
2020,1,5,Tampa Bay,10.53%
2020,1,5,Dallas,5.13%
2020,1,5,Baltimore,7.41%
2020,1,5,Tennessee,0.00%
2020,1,5,Arizona,2.17%
2020,1,5,NY Giants,2.44%
2020,1,5,LA Chargers,0.00%
2020,1,5,Cincinnati,18.18%
2020,1,5,Las Vegas,6.67%
2020,1,5,NY Jets,2.44%
2020,1,5,Chicago,0.00%
2020,1,5,Houston,5.88%
2020,1,5,Atlanta,4.00%
2020,1,5,Seattle,8.33%
2020,1,5,Detroit,1.79%
2020,1,5,Miami,3.33%
2019,12,29,San Francisco,11.90%
2019,12,29,Carolina,4.88%
2019,12,29,Pittsburgh,13.33%
2019,12,29,New England,0.00%
2019,12,29,Jacksonville,5.26%
2019,12,29,Cleveland,9.30%
2019,12,29,Buffalo,7.55%
2019,12,29,New Orleans,15.25%
2019,12,29,Washington,15.38%
2019,12,29,Philadelphia,19.35%
2019,12,29,Kansas City,3.70%
2019,12,29,LA Rams,11.54%
2019,12,29,LA Chargers,3.03%
2019,12,29,Dallas,13.79%
2019,12,29,Green Bay,13.04%
2019,12,29,Minnesota,4.76%
2019,12,29,NY Giants,4.65%
2019,12,29,Tennessee,5.88%
2019,12,29,Denver,3.85%
2019,12,29,Las Vegas,3.33%
2019,12,29,Arizona,4.26%
2019,12,29,Indianapolis,3.23%
2019,12,29,Chicago,5.00%
2019,12,29,Baltimore,5.13%
2019,12,29,NY Jets,2.86%
2019,12,29,Tampa Bay,9.84%
2019,12,29,Houston,3.85%
2019,12,29,Detroit,2.56%
2019,12,29,Seattle,6.25%
2019,12,29,Cincinnati,10.00%
2019,12,29,Atlanta,0.00%
2019,12,29,Miami,2.86%
2019,12,22,San Francisco,10.81%
2019,12,22,New England,11.11%
2019,12,22,Carolina,8.57%
2019,12,22,Jacksonville,11.11%
2019,12,22,Pittsburgh,3.03%
2019,12,22,Cleveland,8.33%
2019,12,22,Buffalo,13.46%
2019,12,22,Kansas City,3.70%
2019,12,22,LA Chargers,3.03%
2019,12,22,LA Rams,6.00%
2019,12,22,NY Giants,6.25%
2019,12,22,Dallas,10.34%
2019,12,22,Minnesota,4.76%
2019,12,22,Washington,6.06%
2019,12,22,Denver,12.50%
2019,12,22,New Orleans,3.77%
2019,12,22,Las Vegas,13.89%
2019,12,22,Tennessee,3.77%
2019,12,22,Green Bay,6.52%
2019,12,22,Philadelphia,2.04%
2019,12,22,Arizona,4.26%
2019,12,22,Chicago,0.00%
2019,12,22,Indianapolis,3.23%
2019,12,22,NY Jets,14.63%
2019,12,22,Baltimore,18.92%
2019,12,22,Tampa Bay,2.78%
2019,12,22,Houston,3.85%
2019,12,22,Detroit,2.13%
2019,12,22,Atlanta,9.09%
2019,12,22,Seattle,9.80%
2019,12,22,Cincinnati,9.38%
2019,12,22,Miami,0.00%
2019,12,15,San Francisco,12.82%
2019,12,15,Carolina,6.45%
2019,12,15,New England,4.17%
2019,12,15,Jacksonville,3.45%
2019,12,15,Pittsburgh,3.03%
2019,12,15,Cleveland,8.33%
2019,12,15,Kansas City,17.39%
2019,12,15,LA Chargers,8.82%
2019,12,15,LA Rams,7.32%
2019,12,15,New Orleans,2.78%
2019,12,15,Philadelphia,12.50%
2019,12,15,Minnesota,2.08%
2019,12,15,NY Giants,6.25%
2019,12,15,Indianapolis,8.33%
2019,12,15,Washington,9.09%
2019,12,15,Chicago,4.17%
2019,12,15,Buffalo,5.00%
2019,12,15,Tennessee,3.77%
2019,12,15,Arizona,7.69%
2019,12,15,Green Bay,6.52%
2019,12,15,Dallas,3.03%
2019,12,15,Denver,4.55%
2019,12,15,Las Vegas,13.89%
2019,12,15,Houston,7.84%
2019,12,15,Tampa Bay,4.26%
2019,12,15,Detroit,17.86%
2019,12,15,NY Jets,13.04%
2019,12,15,Seattle,9.80%
2019,12,15,Baltimore,6.25%
2019,12,15,Miami,2.50%
2019,12,15,Atlanta,11.54%
2019,12,15,Cincinnati,4.35%
2019,12,8,San Francisco,11.11%
2019,12,8,Carolina,9.30%
2019,12,8,New England,4.17%
2019,12,8,Pittsburgh,13.89%
2019,12,8,Cleveland,13.04%
2019,12,8,Jacksonville,3.45%
2019,12,8,Minnesota,12.50%
2019,12,8,New Orleans,10.53%
2019,12,8,LA Chargers,8.82%
2019,12,8,Kansas City,2.56%
2019,12,8,LA Rams,8.77%
2019,12,8,NY Giants,0.00%
2019,12,8,Philadelphia,12.50%
2019,12,8,Tennessee,8.57%
2019,12,8,Chicago,9.30%
2019,12,8,Dallas,10.87%
2019,12,8,Buffalo,15.38%
2019,12,8,Indianapolis,2.78%
2019,12,8,Washington,9.09%
2019,12,8,Green Bay,6.67%
2019,12,8,Arizona,2.63%
2019,12,8,Denver,4.55%
2019,12,8,Las Vegas,13.89%
2019,12,8,Houston,7.84%
2019,12,8,Tampa Bay,6.52%
2019,12,8,Miami,7.14%
2019,12,8,Baltimore,4.17%
2019,12,8,Detroit,3.13%
2019,12,8,Seattle,4.35%
2019,12,8,NY Jets,10.00%
2019,12,8,Cincinnati,0.00%
2019,12,8,Atlanta,9.09%
2019,12,1,San Francisco,11.11%
2019,12,1,Carolina,12.00%
2019,12,1,New England,13.89%
2019,12,1,Jacksonville,21.05%
2019,12,1,Cleveland,7.69%
2019,12,1,Pittsburgh,10.53%
2019,12,1,NY Giants,11.11%
2019,12,1,Kansas City,13.16%
2019,12,1,New Orleans,10.53%
2019,12,1,Indianapolis,8.57%
2019,12,1,LA Chargers,10.26%
2019,12,1,LA Rams,8.77%
2019,12,1,Minnesota,16.00%
2019,12,1,Tennessee,6.52%
2019,12,1,Chicago,3.33%
2019,12,1,Philadelphia,10.53%
2019,12,1,Green Bay,5.26%
2019,12,1,Washington,10.34%
2019,12,1,Arizona,2.63%
2019,12,1,Dallas,10.34%
2019,12,1,Denver,13.79%
2019,12,1,Buffalo,11.11%
2019,12,1,Tampa Bay,8.33%
2019,12,1,Houston,0.00%
2019,12,1,Las Vegas,7.14%
2019,12,1,Baltimore,2.38%
