Date,team,opponent,team_rank,opponent_rank,year,month,day,Expected,defensive_completion_%,defensive_red_zone_completion_%,defensive_sack_percentage,defensive_takeaways,defensive_third_down_conversion_%,defensive_yards_per_game_allowed,offensive_completion_percentage,offensive_interceptions,touchdowns_per_game,offensive_yards_per_game,offensive_yards_per_point,red_zone_TD_percentage,scoring_margin,third_down_conversion_percentage,total_points_per_game,weighted_SM
2021-10-31,Atlanta,Carolina,27,23,2021,10,31,27.0,80.00%,80.00%,2.44%,2.0,63.64%,413.0,62.50%,1.0,3.0,397.0,13.2,40.00%,2.0,46.15%,30.0,20.0
2021-10-31,Atlanta,Carolina,27,23,2021,10,31,27.0,80.00%,80.00%,2.44%,2.0,63.64%,413.0,62.50%,1.0,3.0,397.0,13.2,40.00%,2.0,46.15%,30.0,20.0
2021-10-31,Atlanta,Carolina,27,23,2021,10,31,27.0,80.00%,80.00%,2.44%,2.0,63.64%,413.0,62.50%,1.0,3.0,397.0,13.2,40.00%,2.0,46.15%,30.0,20.0
2021-10-31,Miami,Buffalo,28,1,2021,10,31,28.0,62.50%,40.00%,2.44%,2.0,46.15%,397.0,80.00%,2.0,4.0,413.0,14.8,80.00%,-2.0,63.64%,28.0,-2.0
2021-10-31,Miami,Buffalo,28,1,2021,10,31,28.0,62.50%,40.00%,2.44%,2.0,46.15%,397.0,80.00%,2.0,4.0,413.0,14.8,80.00%,-2.0,63.64%,28.0,-2.0
2021-10-31,Miami,Buffalo,28,1,2021,10,31,28.0,62.50%,40.00%,2.44%,2.0,46.15%,397.0,80.00%,2.0,4.0,413.0,14.8,80.00%,-2.0,63.64%,28.0,-2.0
2021-10-31,Miami,Buffalo,28,1,2021,10,31,28.0,62.50%,40.00%,2.44%,2.0,46.15%,397.0,80.00%,2.0,4.0,413.0,14.8,80.00%,-2.0,63.64%,28.0,-2.0
2021-10-31,Miami,Buffalo,28,1,2021,10,31,28.0,62.50%,40.00%,2.44%,2.0,46.15%,397.0,80.00%,2.0,4.0,413.0,14.8,80.00%,-2.0,63.64%,28.0,-2.0
2021-10-31,Miami,Buffalo,28,1,2021,10,31,28.0,62.50%,40.00%,2.44%,2.0,46.15%,397.0,80.00%,2.0,4.0,413.0,14.8,80.00%,-2.0,63.64%,28.0,-2.0
2021-10-31,Miami,Buffalo,28,1,2021,10,31,28.0,62.50%,40.00%,2.44%,2.0,46.15%,397.0,80.00%,2.0,4.0,413.0,14.8,80.00%,-2.0,63.64%,28.0,-2.0
2021-10-31,Miami,Buffalo,28,1,2021,10,31,28.0,62.50%,40.00%,2.44%,2.0,46.15%,397.0,80.00%,2.0,4.0,413.0,14.8,80.00%,-2.0,63.64%,28.0,-2.0
2021-10-31,Cincinnati,NY Jets,11,31,2021,10,31,17.0,47.62%,100.00%,10.64%,0.0,31.25%,393.0,60.53%,1.0,5.0,520.0,12.7,0.00%,24.0,30.77%,41.0,48.0
2021-10-31,Cincinnati,NY Jets,11,31,2021,10,31,17.0,47.62%,100.00%,10.64%,0.0,31.25%,393.0,60.53%,1.0,5.0,520.0,12.7,0.00%,24.0,30.77%,41.0,48.0
2021-10-31,Cincinnati,NY Jets,11,31,2021,10,31,17.0,47.62%,100.00%,10.64%,0.0,31.25%,393.0,60.53%,1.0,5.0,520.0,12.7,0.00%,24.0,30.77%,41.0,48.0
2021-10-31,Cincinnati,NY Jets,11,31,2021,10,31,17.0,47.62%,100.00%,10.64%,0.0,31.25%,393.0,60.53%,1.0,5.0,520.0,12.7,0.00%,24.0,30.77%,41.0,48.0
2021-10-31,Cincinnati,NY Jets,11,31,2021,10,31,17.0,47.62%,100.00%,10.64%,0.0,31.25%,393.0,60.53%,1.0,5.0,520.0,12.7,0.00%,24.0,30.77%,41.0,48.0
2021-10-31,Cincinnati,NY Jets,11,31,2021,10,31,17.0,47.62%,100.00%,10.64%,0.0,31.25%,393.0,60.53%,1.0,5.0,520.0,12.7,0.00%,24.0,30.77%,41.0,48.0
2021-10-31,Cincinnati,NY Jets,11,31,2021,10,31,17.0,47.62%,100.00%,10.64%,0.0,31.25%,393.0,60.53%,1.0,5.0,520.0,12.7,0.00%,24.0,30.77%,41.0,48.0
2021-10-31,Cincinnati,NY Jets,11,31,2021,10,31,17.0,47.62%,100.00%,10.64%,0.0,31.25%,393.0,60.53%,1.0,5.0,520.0,12.7,0.00%,24.0,30.77%,41.0,48.0
2021-10-31,Detroit,Philadelphia,29,22,2021,10,31,31.0,68.29%,75.00%,2.38%,0.0,69.23%,374.0,62.16%,2.0,1.0,415.0,21.8,0.00%,-9.0,40.00%,19.0,-198.0
2021-10-31,Detroit,Philadelphia,29,22,2021,10,31,31.0,68.29%,75.00%,2.38%,0.0,69.23%,374.0,62.16%,2.0,1.0,415.0,21.8,0.00%,-9.0,40.00%,19.0,-198.0
2021-10-31,Detroit,Philadelphia,29,22,2021,10,31,31.0,68.29%,75.00%,2.38%,0.0,69.23%,374.0,62.16%,2.0,1.0,415.0,21.8,0.00%,-9.0,40.00%,19.0,-198.0
2021-10-31,Detroit,Philadelphia,29,22,2021,10,31,31.0,68.29%,75.00%,2.38%,0.0,69.23%,374.0,62.16%,2.0,1.0,415.0,21.8,0.00%,-9.0,40.00%,19.0,-198.0
2021-10-31,Detroit,Philadelphia,29,22,2021,10,31,31.0,68.29%,75.00%,2.38%,0.0,69.23%,374.0,62.16%,2.0,1.0,415.0,21.8,0.00%,-9.0,40.00%,19.0,-198.0
2021-10-31,Detroit,Philadelphia,29,22,2021,10,31,31.0,68.29%,75.00%,2.38%,0.0,69.23%,374.0,62.16%,2.0,1.0,415.0,21.8,0.00%,-9.0,40.00%,19.0,-198.0
2021-10-31,Detroit,Philadelphia,29,22,2021,10,31,31.0,68.29%,75.00%,2.38%,0.0,69.23%,374.0,62.16%,2.0,1.0,415.0,21.8,0.00%,-9.0,40.00%,19.0,-198.0
2021-10-31,Detroit,Philadelphia,29,22,2021,10,31,31.0,68.29%,75.00%,2.38%,0.0,69.23%,374.0,62.16%,2.0,1.0,415.0,21.8,0.00%,-9.0,40.00%,19.0,-198.0
2021-10-31,Houston,LA Rams,32,4,2021,10,31,32.0,71.43%,75.00%,12.50%,1.0,50.00%,397.0,71.88%,0.0,0.0,160.0,32.0,,-26.0,15.38%,5.0,-104.0
2021-10-31,Houston,LA Rams,32,4,2021,10,31,32.0,71.43%,75.00%,12.50%,1.0,50.00%,397.0,71.88%,0.0,0.0,160.0,32.0,,-26.0,15.38%,5.0,-104.0
2021-10-31,Houston,LA Rams,32,4,2021,10,31,32.0,71.43%,75.00%,12.50%,1.0,50.00%,397.0,71.88%,0.0,0.0,160.0,32.0,,-26.0,15.38%,5.0,-104.0
2021-10-31,Houston,LA Rams,32,4,2021,10,31,32.0,71.43%,75.00%,12.50%,1.0,50.00%,397.0,71.88%,0.0,0.0,160.0,32.0,,-26.0,15.38%,5.0,-104.0
2021-10-31,Houston,LA Rams,32,4,2021,10,31,32.0,71.43%,75.00%,12.50%,1.0,50.00%,397.0,71.88%,0.0,0.0,160.0,32.0,,-26.0,15.38%,5.0,-104.0
2021-10-31,Houston,LA Rams,32,4,2021,10,31,32.0,71.43%,75.00%,12.50%,1.0,50.00%,397.0,71.88%,0.0,0.0,160.0,32.0,,-26.0,15.38%,5.0,-104.0
2021-10-31,Houston,LA Rams,32,4,2021,10,31,32.0,71.43%,75.00%,12.50%,1.0,50.00%,397.0,71.88%,0.0,0.0,160.0,32.0,,-26.0,15.38%,5.0,-104.0
2021-10-31,Houston,LA Rams,32,4,2021,10,31,32.0,71.43%,75.00%,12.50%,1.0,50.00%,397.0,71.88%,0.0,0.0,160.0,32.0,,-26.0,15.38%,5.0,-104.0
2021-10-31,Chicago,San Francisco,26,18,2021,10,31,26.0,56.41%,71.43%,0.00%,1.0,33.33%,408.0,68.75%,3.0,0.0,311.0,103.7,0.00%,-35.0,18.18%,3.0,-630.0
2021-10-31,Chicago,San Francisco,26,18,2021,10,31,26.0,56.41%,71.43%,0.00%,1.0,33.33%,408.0,68.75%,3.0,0.0,311.0,103.7,0.00%,-35.0,18.18%,3.0,-630.0
2021-10-31,Chicago,San Francisco,26,18,2021,10,31,26.0,56.41%,71.43%,0.00%,1.0,33.33%,408.0,68.75%,3.0,0.0,311.0,103.7,0.00%,-35.0,18.18%,3.0,-630.0
2021-10-31,Chicago,San Francisco,26,18,2021,10,31,26.0,56.41%,71.43%,0.00%,1.0,33.33%,408.0,68.75%,3.0,0.0,311.0,103.7,0.00%,-35.0,18.18%,3.0,-630.0
2021-10-31,Chicago,San Francisco,26,18,2021,10,31,26.0,56.41%,71.43%,0.00%,1.0,33.33%,408.0,68.75%,3.0,0.0,311.0,103.7,0.00%,-35.0,18.18%,3.0,-630.0
2021-10-31,Chicago,San Francisco,26,18,2021,10,31,26.0,56.41%,71.43%,0.00%,1.0,33.33%,408.0,68.75%,3.0,0.0,311.0,103.7,0.00%,-35.0,18.18%,3.0,-630.0
2021-10-31,Chicago,San Francisco,26,18,2021,10,31,26.0,56.41%,71.43%,0.00%,1.0,33.33%,408.0,68.75%,3.0,0.0,311.0,103.7,0.00%,-35.0,18.18%,3.0,-630.0
2021-10-31,Chicago,San Francisco,26,18,2021,10,31,26.0,56.41%,71.43%,0.00%,1.0,33.33%,408.0,68.75%,3.0,0.0,311.0,103.7,0.00%,-35.0,18.18%,3.0,-630.0
2021-10-31,Cleveland,Pittsburgh,12,19,2021,10,31,15.0,69.70%,100.00%,5.71%,1.0,45.45%,223.0,63.64%,0.0,2.0,376.0,22.1,66.67%,3.0,60.00%,17.0,42.0
2021-10-31,Cleveland,Pittsburgh,12,19,2021,10,31,15.0,69.70%,100.00%,5.71%,1.0,45.45%,223.0,63.64%,0.0,2.0,376.0,22.1,66.67%,3.0,60.00%,17.0,42.0
2021-10-31,Cleveland,Pittsburgh,12,19,2021,10,31,15.0,69.70%,100.00%,5.71%,1.0,45.45%,223.0,63.64%,0.0,2.0,376.0,22.1,66.67%,3.0,60.00%,17.0,42.0
2021-10-31,Cleveland,Pittsburgh,12,19,2021,10,31,15.0,69.70%,100.00%,5.71%,1.0,45.45%,223.0,63.64%,0.0,2.0,376.0,22.1,66.67%,3.0,60.00%,17.0,42.0
2021-10-31,Cleveland,Pittsburgh,12,19,2021,10,31,15.0,69.70%,100.00%,5.71%,1.0,45.45%,223.0,63.64%,0.0,2.0,376.0,22.1,66.67%,3.0,60.00%,17.0,42.0
2021-10-31,Cleveland,Pittsburgh,12,19,2021,10,31,15.0,69.70%,100.00%,5.71%,1.0,45.45%,223.0,63.64%,0.0,2.0,376.0,22.1,66.67%,3.0,60.00%,17.0,42.0
2021-10-31,Cleveland,Pittsburgh,12,19,2021,10,31,15.0,69.70%,100.00%,5.71%,1.0,45.45%,223.0,63.64%,0.0,2.0,376.0,22.1,66.67%,3.0,60.00%,17.0,42.0
2021-10-31,Cleveland,Pittsburgh,12,19,2021,10,31,15.0,69.70%,100.00%,5.71%,1.0,45.45%,223.0,63.64%,0.0,2.0,376.0,22.1,66.67%,3.0,60.00%,17.0,42.0
2021-10-31,Indianapolis,Tennessee,16,10,2021,10,31,13.0,59.26%,66.67%,6.90%,4.0,9.09%,280.0,65.38%,0.0,4.0,295.0,9.8,60.00%,12.0,42.86%,30.0,276.0
2021-10-31,Indianapolis,Tennessee,16,10,2021,10,31,13.0,59.26%,66.67%,6.90%,4.0,9.09%,280.0,65.38%,0.0,4.0,295.0,9.8,60.00%,12.0,42.86%,30.0,276.0
2021-10-31,Indianapolis,Tennessee,16,10,2021,10,31,13.0,59.26%,66.67%,6.90%,4.0,9.09%,280.0,65.38%,0.0,4.0,295.0,9.8,60.00%,12.0,42.86%,30.0,276.0
2021-10-31,Indianapolis,Tennessee,16,10,2021,10,31,13.0,59.26%,66.67%,6.90%,4.0,9.09%,280.0,65.38%,0.0,4.0,295.0,9.8,60.00%,12.0,42.86%,30.0,276.0
2021-10-31,Indianapolis,Tennessee,16,10,2021,10,31,13.0,59.26%,66.67%,6.90%,4.0,9.09%,280.0,65.38%,0.0,4.0,295.0,9.8,60.00%,12.0,42.86%,30.0,276.0
2021-10-31,Indianapolis,Tennessee,16,10,2021,10,31,13.0,59.26%,66.67%,6.90%,4.0,9.09%,280.0,65.38%,0.0,4.0,295.0,9.8,60.00%,12.0,42.86%,30.0,276.0
2021-10-31,Indianapolis,Tennessee,16,10,2021,10,31,13.0,59.26%,66.67%,6.90%,4.0,9.09%,280.0,65.38%,0.0,4.0,295.0,9.8,60.00%,12.0,42.86%,30.0,276.0
2021-10-31,Indianapolis,Tennessee,16,10,2021,10,31,13.0,59.26%,66.67%,6.90%,4.0,9.09%,280.0,65.38%,0.0,4.0,295.0,9.8,60.00%,12.0,42.86%,30.0,276.0
2021-10-31,Jacksonville,Seattle,30,17,2021,10,31,29.0,70.83%,50.00%,0.00%,1.0,52.94%,431.0,60.98%,0.0,2.0,396.0,17.2,50.00%,3.0,25.00%,23.0,48.0
2021-10-31,Jacksonville,Seattle,30,17,2021,10,31,29.0,70.83%,50.00%,0.00%,1.0,52.94%,431.0,60.98%,0.0,2.0,396.0,17.2,50.00%,3.0,25.00%,23.0,48.0
2021-10-31,Jacksonville,Seattle,30,17,2021,10,31,29.0,70.83%,50.00%,0.00%,1.0,52.94%,431.0,60.98%,0.0,2.0,396.0,17.2,50.00%,3.0,25.00%,23.0,48.0
2021-10-31,Jacksonville,Seattle,30,17,2021,10,31,29.0,70.83%,50.00%,0.00%,1.0,52.94%,431.0,60.98%,0.0,2.0,396.0,17.2,50.00%,3.0,25.00%,23.0,48.0
2021-10-31,Jacksonville,Seattle,30,17,2021,10,31,29.0,70.83%,50.00%,0.00%,1.0,52.94%,431.0,60.98%,0.0,2.0,396.0,17.2,50.00%,3.0,25.00%,23.0,48.0
2021-10-31,Jacksonville,Seattle,30,17,2021,10,31,29.0,70.83%,50.00%,0.00%,1.0,52.94%,431.0,60.98%,0.0,2.0,396.0,17.2,50.00%,3.0,25.00%,23.0,48.0
2021-10-31,Jacksonville,Seattle,30,17,2021,10,31,29.0,70.83%,50.00%,0.00%,1.0,52.94%,431.0,60.98%,0.0,2.0,396.0,17.2,50.00%,3.0,25.00%,23.0,48.0
2021-10-31,Jacksonville,Seattle,30,17,2021,10,31,29.0,70.83%,50.00%,0.00%,1.0,52.94%,431.0,60.98%,0.0,2.0,396.0,17.2,50.00%,3.0,25.00%,23.0,48.0
2021-10-31,LA Chargers,New England,14,13,2021,10,31,18.0,70.37%,80.00%,10.00%,2.0,54.55%,327.0,56.41%,1.0,1.0,208.0,34.7,50.00%,-28.0,25.00%,6.0,-364.0
2021-10-31,LA Chargers,New England,14,13,2021,10,31,18.0,70.37%,80.00%,10.00%,2.0,54.55%,327.0,56.41%,1.0,1.0,208.0,34.7,50.00%,-28.0,25.00%,6.0,-364.0
2021-10-31,LA Chargers,New England,14,13,2021,10,31,18.0,70.37%,80.00%,10.00%,2.0,54.55%,327.0,56.41%,1.0,1.0,208.0,34.7,50.00%,-28.0,25.00%,6.0,-364.0
2021-10-31,LA Chargers,New England,14,13,2021,10,31,18.0,70.37%,80.00%,10.00%,2.0,54.55%,327.0,56.41%,1.0,1.0,208.0,34.7,50.00%,-28.0,25.00%,6.0,-364.0
2021-10-31,LA Chargers,New England,14,13,2021,10,31,18.0,70.37%,80.00%,10.00%,2.0,54.55%,327.0,56.41%,1.0,1.0,208.0,34.7,50.00%,-28.0,25.00%,6.0,-364.0
2021-10-31,LA Chargers,New England,14,13,2021,10,31,18.0,70.37%,80.00%,10.00%,2.0,54.55%,327.0,56.41%,1.0,1.0,208.0,34.7,50.00%,-28.0,25.00%,6.0,-364.0
2021-10-31,LA Chargers,New England,14,13,2021,10,31,18.0,70.37%,80.00%,10.00%,2.0,54.55%,327.0,56.41%,1.0,1.0,208.0,34.7,50.00%,-28.0,25.00%,6.0,-364.0
2021-10-31,LA Chargers,New England,14,13,2021,10,31,18.0,70.37%,80.00%,10.00%,2.0,54.55%,327.0,56.41%,1.0,1.0,208.0,34.7,50.00%,-28.0,25.00%,6.0,-364.0
2021-10-31,Tampa Bay,New Orleans,2,6,2021,10,31,2.0,68.75%,0.00%,11.11%,5.0,18.18%,311.0,56.41%,0.0,5.0,408.0,10.7,71.43%,35.0,33.33%,38.0,945.0
2021-10-31,Tampa Bay,New Orleans,2,6,2021,10,31,2.0,68.75%,0.00%,11.11%,5.0,18.18%,311.0,56.41%,0.0,5.0,408.0,10.7,71.43%,35.0,33.33%,38.0,945.0
2021-10-31,Tampa Bay,New Orleans,2,6,2021,10,31,2.0,68.75%,0.00%,11.11%,5.0,18.18%,311.0,56.41%,0.0,5.0,408.0,10.7,71.43%,35.0,33.33%,38.0,945.0
2021-10-31,Tampa Bay,New Orleans,2,6,2021,10,31,2.0,68.75%,0.00%,11.11%,5.0,18.18%,311.0,56.41%,0.0,5.0,408.0,10.7,71.43%,35.0,33.33%,38.0,945.0
2021-10-31,Tampa Bay,New Orleans,2,6,2021,10,31,2.0,68.75%,0.00%,11.11%,5.0,18.18%,311.0,56.41%,0.0,5.0,408.0,10.7,71.43%,35.0,33.33%,38.0,945.0
2021-10-31,Tampa Bay,New Orleans,2,6,2021,10,31,2.0,68.75%,0.00%,11.11%,5.0,18.18%,311.0,56.41%,0.0,5.0,408.0,10.7,71.43%,35.0,33.33%,38.0,945.0
2021-10-31,Tampa Bay,New Orleans,2,6,2021,10,31,2.0,68.75%,0.00%,11.11%,5.0,18.18%,311.0,56.41%,0.0,5.0,408.0,10.7,71.43%,35.0,33.33%,38.0,945.0
2021-10-31,Tampa Bay,New Orleans,2,6,2021,10,31,2.0,68.75%,0.00%,11.11%,5.0,18.18%,311.0,56.41%,0.0,5.0,408.0,10.7,71.43%,35.0,33.33%,38.0,945.0
2021-10-31,Washington,Denver,24,20,2021,10,31,25.0,77.14%,50.00%,7.89%,1.0,50.00%,304.0,67.57%,1.0,1.0,430.0,43.0,0.00%,-14.0,36.36%,10.0,-280.0
2021-10-31,Washington,Denver,24,20,2021,10,31,25.0,77.14%,50.00%,7.89%,1.0,50.00%,304.0,67.57%,1.0,1.0,430.0,43.0,0.00%,-14.0,36.36%,10.0,-280.0
2021-10-31,Washington,Denver,24,20,2021,10,31,25.0,77.14%,50.00%,7.89%,1.0,50.00%,304.0,67.57%,1.0,1.0,430.0,43.0,0.00%,-14.0,36.36%,10.0,-280.0
2021-10-31,Washington,Denver,24,20,2021,10,31,25.0,77.14%,50.00%,7.89%,1.0,50.00%,304.0,67.57%,1.0,1.0,430.0,43.0,0.00%,-14.0,36.36%,10.0,-280.0
2021-10-31,Washington,Denver,24,20,2021,10,31,25.0,77.14%,50.00%,7.89%,1.0,50.00%,304.0,67.57%,1.0,1.0,430.0,43.0,0.00%,-14.0,36.36%,10.0,-280.0
2021-10-31,Washington,Denver,24,20,2021,10,31,25.0,77.14%,50.00%,7.89%,1.0,50.00%,304.0,67.57%,1.0,1.0,430.0,43.0,0.00%,-14.0,36.36%,10.0,-280.0
2021-10-31,Washington,Denver,24,20,2021,10,31,25.0,77.14%,50.00%,7.89%,1.0,50.00%,304.0,67.57%,1.0,1.0,430.0,43.0,0.00%,-14.0,36.36%,10.0,-280.0
2021-10-31,Washington,Denver,24,20,2021,10,31,25.0,77.14%,50.00%,7.89%,1.0,50.00%,304.0,67.57%,1.0,1.0,430.0,43.0,0.00%,-14.0,36.36%,10.0,-280.0
2021-10-31,Minnesota,Dallas,15,5,2021,10,31,14.0,41.46%,66.67%,8.89%,3.0,16.67%,306.0,68.75%,0.0,4.0,571.0,16.8,60.00%,6.0,43.75%,34.0,168.0
2021-10-31,Minnesota,Dallas,15,5,2021,10,31,14.0,41.46%,66.67%,8.89%,3.0,16.67%,306.0,68.75%,0.0,4.0,571.0,16.8,60.00%,6.0,43.75%,34.0,168.0
2021-10-31,Minnesota,Dallas,15,5,2021,10,31,14.0,41.46%,66.67%,8.89%,3.0,16.67%,306.0,68.75%,0.0,4.0,571.0,16.8,60.00%,6.0,43.75%,34.0,168.0
2021-10-31,Minnesota,Dallas,15,5,2021,10,31,14.0,41.46%,66.67%,8.89%,3.0,16.67%,306.0,68.75%,0.0,4.0,571.0,16.8,60.00%,6.0,43.75%,34.0,168.0
2021-10-31,Minnesota,Dallas,15,5,2021,10,31,14.0,41.46%,66.67%,8.89%,3.0,16.67%,306.0,68.75%,0.0,4.0,571.0,16.8,60.00%,6.0,43.75%,34.0,168.0
2021-10-31,Minnesota,Dallas,15,5,2021,10,31,14.0,41.46%,66.67%,8.89%,3.0,16.67%,306.0,68.75%,0.0,4.0,571.0,16.8,60.00%,6.0,43.75%,34.0,168.0
2021-10-31,Minnesota,Dallas,15,5,2021,10,31,14.0,41.46%,66.67%,8.89%,3.0,16.67%,306.0,68.75%,0.0,4.0,571.0,16.8,60.00%,6.0,43.75%,34.0,168.0
2021-10-31,Minnesota,Dallas,15,5,2021,10,31,14.0,41.46%,66.67%,8.89%,3.0,16.67%,306.0,68.75%,0.0,4.0,571.0,16.8,60.00%,6.0,43.75%,34.0,168.0
2021-11-07,NY Giants,Kansas City,24,10,2021,11,7,23.0,60.42%,33.33%,4.00%,2.0,41.67%,368.0,69.70%,1.0,2.0,300.0,17.6,66.67%,-3.0,33.33%,17.0,-30.0
2021-11-07,NY Giants,Kansas City,24,10,2021,11,7,23.0,60.42%,33.33%,4.00%,2.0,41.67%,368.0,69.70%,1.0,2.0,300.0,17.6,66.67%,-3.0,33.33%,17.0,-30.0
2021-11-07,NY Giants,Kansas City,24,10,2021,11,7,23.0,60.42%,33.33%,4.00%,2.0,41.67%,368.0,69.70%,1.0,2.0,300.0,17.6,66.67%,-3.0,33.33%,17.0,-30.0
2021-11-07,NY Giants,Kansas City,24,10,2021,11,7,23.0,60.42%,33.33%,4.00%,2.0,41.67%,368.0,69.70%,1.0,2.0,300.0,17.6,66.67%,-3.0,33.33%,17.0,-30.0
2021-11-07,NY Giants,Kansas City,24,10,2021,11,7,23.0,60.42%,33.33%,4.00%,2.0,41.67%,368.0,69.70%,1.0,2.0,300.0,17.6,66.67%,-3.0,33.33%,17.0,-30.0
2021-11-07,NY Giants,Kansas City,24,10,2021,11,7,23.0,60.42%,33.33%,4.00%,2.0,41.67%,368.0,69.70%,1.0,2.0,300.0,17.6,66.67%,-3.0,33.33%,17.0,-30.0
2021-11-07,NY Giants,Kansas City,24,10,2021,11,7,23.0,60.42%,33.33%,4.00%,2.0,41.67%,368.0,69.70%,1.0,2.0,300.0,17.6,66.67%,-3.0,33.33%,17.0,-30.0
2021-11-07,NY Giants,Kansas City,24,10,2021,11,7,23.0,60.42%,33.33%,4.00%,2.0,41.67%,368.0,69.70%,1.0,2.0,300.0,17.6,66.67%,-3.0,33.33%,17.0,-30.0
2021-11-07,NY Jets,Indianapolis,30,13,2021,11,7,30.0,73.33%,75.00%,3.23%,0.0,50.00%,532.0,65.38%,1.0,4.0,486.0,16.2,60.00%,-15.0,57.14%,30.0,-195.0
2021-11-07,NY Jets,Indianapolis,30,13,2021,11,7,30.0,73.33%,75.00%,3.23%,0.0,50.00%,532.0,65.38%,1.0,4.0,486.0,16.2,60.00%,-15.0,57.14%,30.0,-195.0
2021-11-07,NY Jets,Indianapolis,30,13,2021,11,7,30.0,73.33%,75.00%,3.23%,0.0,50.00%,532.0,65.38%,1.0,4.0,486.0,16.2,60.00%,-15.0,57.14%,30.0,-195.0
2021-11-07,NY Jets,Indianapolis,30,13,2021,11,7,30.0,73.33%,75.00%,3.23%,0.0,50.00%,532.0,65.38%,1.0,4.0,486.0,16.2,60.00%,-15.0,57.14%,30.0,-195.0
2021-11-07,NY Jets,Indianapolis,30,13,2021,11,7,30.0,73.33%,75.00%,3.23%,0.0,50.00%,532.0,65.38%,1.0,4.0,486.0,16.2,60.00%,-15.0,57.14%,30.0,-195.0
2021-11-07,NY Jets,Indianapolis,30,13,2021,11,7,30.0,73.33%,75.00%,3.23%,0.0,50.00%,532.0,65.38%,1.0,4.0,486.0,16.2,60.00%,-15.0,57.14%,30.0,-195.0
2021-11-07,NY Jets,Indianapolis,30,13,2021,11,7,30.0,73.33%,75.00%,3.23%,0.0,50.00%,532.0,65.38%,1.0,4.0,486.0,16.2,60.00%,-15.0,57.14%,30.0,-195.0
2021-11-07,NY Jets,Indianapolis,30,13,2021,11,7,30.0,73.33%,75.00%,3.23%,0.0,50.00%,532.0,65.38%,1.0,4.0,486.0,16.2,60.00%,-15.0,57.14%,30.0,-195.0
2021-11-07,New Orleans,Atlanta,6,27,2021,11,7,7.0,68.29%,100.00%,6.82%,3.0,61.54%,421.0,56.41%,0.0,4.0,361.0,10.0,42.86%,9.0,35.71%,36.0,54.0
2021-11-07,New Orleans,Atlanta,6,27,2021,11,7,7.0,68.29%,100.00%,6.82%,3.0,61.54%,421.0,56.41%,0.0,4.0,361.0,10.0,42.86%,9.0,35.71%,36.0,54.0
2021-11-07,New Orleans,Atlanta,6,27,2021,11,7,7.0,68.29%,100.00%,6.82%,3.0,61.54%,421.0,56.41%,0.0,4.0,361.0,10.0,42.86%,9.0,35.71%,36.0,54.0
2021-11-07,New Orleans,Atlanta,6,27,2021,11,7,7.0,68.29%,100.00%,6.82%,3.0,61.54%,421.0,56.41%,0.0,4.0,361.0,10.0,42.86%,9.0,35.71%,36.0,54.0
2021-11-07,New Orleans,Atlanta,6,27,2021,11,7,7.0,68.29%,100.00%,6.82%,3.0,61.54%,421.0,56.41%,0.0,4.0,361.0,10.0,42.86%,9.0,35.71%,36.0,54.0
2021-11-07,New Orleans,Atlanta,6,27,2021,11,7,7.0,68.29%,100.00%,6.82%,3.0,61.54%,421.0,56.41%,0.0,4.0,361.0,10.0,42.86%,9.0,35.71%,36.0,54.0
2021-11-07,New Orleans,Atlanta,6,27,2021,11,7,7.0,68.29%,100.00%,6.82%,3.0,61.54%,421.0,56.41%,0.0,4.0,361.0,10.0,42.86%,9.0,35.71%,36.0,54.0
2021-11-07,New Orleans,Atlanta,6,27,2021,11,7,7.0,68.29%,100.00%,6.82%,3.0,61.54%,421.0,56.41%,0.0,4.0,361.0,10.0,42.86%,9.0,35.71%,36.0,54.0
2021-11-07,Buffalo,Jacksonville,1,29,2021,11,7,3.0,53.85%,33.33%,4.88%,2.0,28.57%,262.0,67.44%,0.0,3.0,351.0,13.5,75.00%,15.0,46.15%,26.0,60.0
2021-11-07,Buffalo,Jacksonville,1,29,2021,11,7,3.0,53.85%,33.33%,4.88%,2.0,28.57%,262.0,67.44%,0.0,3.0,351.0,13.5,75.00%,15.0,46.15%,26.0,60.0
2021-11-07,Buffalo,Jacksonville,1,29,2021,11,7,3.0,53.85%,33.33%,4.88%,2.0,28.57%,262.0,67.44%,0.0,3.0,351.0,13.5,75.00%,15.0,46.15%,26.0,60.0
2021-11-07,Buffalo,Jacksonville,1,29,2021,11,7,3.0,53.85%,33.33%,4.88%,2.0,28.57%,262.0,67.44%,0.0,3.0,351.0,13.5,75.00%,15.0,46.15%,26.0,60.0
2021-11-07,Buffalo,Jacksonville,1,29,2021,11,7,3.0,53.85%,33.33%,4.88%,2.0,28.57%,262.0,67.44%,0.0,3.0,351.0,13.5,75.00%,15.0,46.15%,26.0,60.0
2021-11-07,Buffalo,Jacksonville,1,29,2021,11,7,3.0,53.85%,33.33%,4.88%,2.0,28.57%,262.0,67.44%,0.0,3.0,351.0,13.5,75.00%,15.0,46.15%,26.0,60.0
2021-11-07,Buffalo,Jacksonville,1,29,2021,11,7,3.0,53.85%,33.33%,4.88%,2.0,28.57%,262.0,67.44%,0.0,3.0,351.0,13.5,75.00%,15.0,46.15%,26.0,60.0
