Date,team,opponent,team_rank,opponent_rank,year,month,day,Expected,defensive_completion_%,defensive_red_zone_completion_%,defensive_sack_percentage,defensive_takeaways,defensive_third_down_conversion_%,defensive_yards_per_game_allowed,offensive_completion_percentage,offensive_interceptions,touchdowns_per_game,offensive_yards_per_game,offensive_yards_per_point,red_zone_TD_percentage,scoring_margin,third_down_conversion_percentage,total_points_per_game,weighted_SM
2021-09-12,Tampa Bay,Dallas,2,14,2021,9,12,2.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,38.0
2021-09-12,Tampa Bay,Dallas,2,14,2021,9,12,2.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,38.0
2021-09-12,Tampa Bay,Dallas,2,14,2021,9,12,2.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,38.0
2021-09-12,Tampa Bay,Dallas,2,14,2021,9,12,2.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,38.0
2021-09-12,Tampa Bay,Dallas,2,14,2021,9,12,2.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,38.0
2021-09-12,Tampa Bay,Dallas,2,14,2021,9,12,2.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,38.0
2021-09-12,Tampa Bay,Dallas,2,14,2021,9,12,2.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,38.0
2021-09-12,Tampa Bay,Dallas,2,14,2021,9,12,2.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,38.0
2021-09-12,Philadelphia,Atlanta,26,23,2021,9,12,17.0,,,,,,,,,,,,,,,,0.0
2021-09-12,Pittsburgh,Buffalo,15,5,2021,9,12,11.0,,,,,,,,,,,,,,,,0.0
2021-09-12,Carolina,NY Jets,27,30,2021,9,12,24.0,,,,,,,,,,,,,,,,0.0
2021-09-12,Cincinnati,Minnesota,28,17,2021,9,12,27.0,,,,,,,,,,,,,,,,0.0
2021-09-12,Seattle,Indianapolis,9,20,2021,9,12,7.0,,,,,,,,,,,,,,,,0.0
2021-09-12,LA Chargers,Washington,12,16,2021,9,12,12.0,,,,,,,,,,,,,,,,0.0
2021-09-12,Arizona,Tennessee,19,13,2021,9,12,9.0,,,,,,,,,,,,,,,,0.0
2021-09-12,Houston,Jacksonville,32,29,2021,9,12,32.0,,,,,,,,,,,,,,,,0.0
2021-09-12,San Francisco,Detroit,8,31,2021,9,12,10.0,,,,,,,,,,,,,,,,0.0
2021-09-12,New Orleans,Green Bay,11,4,2021,9,12,3.0,,,,,,,,,,,,,,,,0.0
2021-09-12,Miami,New England,21,10,2021,9,12,20.0,,,,,,,,,,,,,,,,0.0
2021-09-12,Kansas City,Cleveland,1,6,2021,9,12,1.0,,,,,,,,,,,,,,,,0.0
2021-09-12,Denver,NY Giants,18,25,2021,9,12,13.0,,,,,,,,,,,,,,,,0.0
2021-09-12,LA Rams,Chicago,7,24,2021,9,12,5.0,,,,,,,,,,,,,,,,0.0
2021-09-19,Las Vegas,Baltimore,21,4,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,174.0
2021-09-19,Las Vegas,Baltimore,21,4,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,174.0
2021-09-19,Las Vegas,Baltimore,21,4,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,174.0
2021-09-19,Las Vegas,Baltimore,21,4,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,174.0
2021-09-19,Las Vegas,Baltimore,21,4,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,174.0
2021-09-19,Las Vegas,Baltimore,21,4,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,174.0
2021-09-19,Las Vegas,Baltimore,21,4,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,174.0
2021-09-19,Las Vegas,Baltimore,21,4,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,174.0
2021-09-19,Washington,NY Giants,19,25,2021,9,19,21.0,68.75%,33.33%,11.11%,0.0,33.33%,391.0,73.91%,1.0,3.0,407.0,13.6,75.00%,1.0,30.77%,30.0,8.0
2021-09-19,Washington,NY Giants,19,25,2021,9,19,21.0,68.75%,33.33%,11.11%,0.0,33.33%,391.0,73.91%,1.0,3.0,407.0,13.6,75.00%,1.0,30.77%,30.0,8.0
2021-09-19,Washington,NY Giants,19,25,2021,9,19,21.0,68.75%,33.33%,11.11%,0.0,33.33%,391.0,73.91%,1.0,3.0,407.0,13.6,75.00%,1.0,30.77%,30.0,8.0
2021-09-19,Washington,NY Giants,19,25,2021,9,19,21.0,68.75%,33.33%,11.11%,0.0,33.33%,391.0,73.91%,1.0,3.0,407.0,13.6,75.00%,1.0,30.77%,30.0,8.0
2021-09-19,Washington,NY Giants,19,25,2021,9,19,21.0,68.75%,33.33%,11.11%,0.0,33.33%,391.0,73.91%,1.0,3.0,407.0,13.6,75.00%,1.0,30.77%,30.0,8.0
2021-09-19,Washington,NY Giants,19,25,2021,9,19,21.0,68.75%,33.33%,11.11%,0.0,33.33%,391.0,73.91%,1.0,3.0,407.0,13.6,75.00%,1.0,30.77%,30.0,8.0
2021-09-19,Washington,NY Giants,19,25,2021,9,19,21.0,68.75%,33.33%,11.11%,0.0,33.33%,391.0,73.91%,1.0,3.0,407.0,13.6,75.00%,1.0,30.77%,30.0,8.0
2021-09-19,Washington,NY Giants,19,25,2021,9,19,21.0,68.75%,33.33%,11.11%,0.0,33.33%,391.0,73.91%,1.0,3.0,407.0,13.6,75.00%,1.0,30.77%,30.0,8.0
2021-09-19,New England,NY Jets,16,29,2021,9,19,11.0,59.26%,100.00%,6.90%,1.0,36.36%,259.0,74.36%,0.0,1.0,393.0,24.6,25.00%,-1.0,68.75%,16.0,-29.0
2021-09-19,New England,NY Jets,16,29,2021,9,19,11.0,59.26%,100.00%,6.90%,1.0,36.36%,259.0,74.36%,0.0,1.0,393.0,24.6,25.00%,-1.0,68.75%,16.0,-29.0
2021-09-19,New England,NY Jets,16,29,2021,9,19,11.0,59.26%,100.00%,6.90%,1.0,36.36%,259.0,74.36%,0.0,1.0,393.0,24.6,25.00%,-1.0,68.75%,16.0,-29.0
2021-09-19,New England,NY Jets,16,29,2021,9,19,11.0,59.26%,100.00%,6.90%,1.0,36.36%,259.0,74.36%,0.0,1.0,393.0,24.6,25.00%,-1.0,68.75%,16.0,-29.0
2021-09-19,New England,NY Jets,16,29,2021,9,19,11.0,59.26%,100.00%,6.90%,1.0,36.36%,259.0,74.36%,0.0,1.0,393.0,24.6,25.00%,-1.0,68.75%,16.0,-29.0
2021-09-19,New England,NY Jets,16,29,2021,9,19,11.0,59.26%,100.00%,6.90%,1.0,36.36%,259.0,74.36%,0.0,1.0,393.0,24.6,25.00%,-1.0,68.75%,16.0,-29.0
2021-09-19,New England,NY Jets,16,29,2021,9,19,11.0,59.26%,100.00%,6.90%,1.0,36.36%,259.0,74.36%,0.0,1.0,393.0,24.6,25.00%,-1.0,68.75%,16.0,-29.0
2021-09-19,New England,NY Jets,16,29,2021,9,19,11.0,59.26%,100.00%,6.90%,1.0,36.36%,259.0,74.36%,0.0,1.0,393.0,24.6,25.00%,-1.0,68.75%,16.0,-29.0
2021-09-19,Cleveland,Houston,6,32,2021,9,19,6.0,75.00%,60.00%,5.26%,0.0,69.23%,397.0,75.00%,1.0,4.0,457.0,15.8,100.00%,-4.0,28.57%,29.0,-128.0
2021-09-19,Cleveland,Houston,6,32,2021,9,19,6.0,75.00%,60.00%,5.26%,0.0,69.23%,397.0,75.00%,1.0,4.0,457.0,15.8,100.00%,-4.0,28.57%,29.0,-128.0
2021-09-19,Cleveland,Houston,6,32,2021,9,19,6.0,75.00%,60.00%,5.26%,0.0,69.23%,397.0,75.00%,1.0,4.0,457.0,15.8,100.00%,-4.0,28.57%,29.0,-128.0
2021-09-19,Cleveland,Houston,6,32,2021,9,19,6.0,75.00%,60.00%,5.26%,0.0,69.23%,397.0,75.00%,1.0,4.0,457.0,15.8,100.00%,-4.0,28.57%,29.0,-128.0
2021-09-19,Cleveland,Houston,6,32,2021,9,19,6.0,75.00%,60.00%,5.26%,0.0,69.23%,397.0,75.00%,1.0,4.0,457.0,15.8,100.00%,-4.0,28.57%,29.0,-128.0
2021-09-19,Cleveland,Houston,6,32,2021,9,19,6.0,75.00%,60.00%,5.26%,0.0,69.23%,397.0,75.00%,1.0,4.0,457.0,15.8,100.00%,-4.0,28.57%,29.0,-128.0
2021-09-19,Cleveland,Houston,6,32,2021,9,19,6.0,75.00%,60.00%,5.26%,0.0,69.23%,397.0,75.00%,1.0,4.0,457.0,15.8,100.00%,-4.0,28.57%,29.0,-128.0
2021-09-19,Cleveland,Houston,6,32,2021,9,19,6.0,75.00%,60.00%,5.26%,0.0,69.23%,397.0,75.00%,1.0,4.0,457.0,15.8,100.00%,-4.0,28.57%,29.0,-128.0
2021-09-19,Denver,Jacksonville,13,30,2021,9,19,12.0,59.46%,33.33%,5.13%,1.0,50.00%,314.0,77.78%,0.0,3.0,420.0,15.6,40.00%,14.0,46.67%,27.0,42.0
2021-09-19,Denver,Jacksonville,13,30,2021,9,19,12.0,59.46%,33.33%,5.13%,1.0,50.00%,314.0,77.78%,0.0,3.0,420.0,15.6,40.00%,14.0,46.67%,27.0,42.0
2021-09-19,Denver,Jacksonville,13,30,2021,9,19,12.0,59.46%,33.33%,5.13%,1.0,50.00%,314.0,77.78%,0.0,3.0,420.0,15.6,40.00%,14.0,46.67%,27.0,42.0
2021-09-19,Denver,Jacksonville,13,30,2021,9,19,12.0,59.46%,33.33%,5.13%,1.0,50.00%,314.0,77.78%,0.0,3.0,420.0,15.6,40.00%,14.0,46.67%,27.0,42.0
2021-09-19,Denver,Jacksonville,13,30,2021,9,19,12.0,59.46%,33.33%,5.13%,1.0,50.00%,314.0,77.78%,0.0,3.0,420.0,15.6,40.00%,14.0,46.67%,27.0,42.0
2021-09-19,Denver,Jacksonville,13,30,2021,9,19,12.0,59.46%,33.33%,5.13%,1.0,50.00%,314.0,77.78%,0.0,3.0,420.0,15.6,40.00%,14.0,46.67%,27.0,42.0
2021-09-19,Denver,Jacksonville,13,30,2021,9,19,12.0,59.46%,33.33%,5.13%,1.0,50.00%,314.0,77.78%,0.0,3.0,420.0,15.6,40.00%,14.0,46.67%,27.0,42.0
2021-09-19,Denver,Jacksonville,13,30,2021,9,19,12.0,59.46%,33.33%,5.13%,1.0,50.00%,314.0,77.78%,0.0,3.0,420.0,15.6,40.00%,14.0,46.67%,27.0,42.0
2021-09-19,Buffalo,Miami,8,20,2021,9,19,3.0,56.25%,33.33%,5.88%,0.0,33.33%,252.0,58.82%,0.0,1.0,371.0,23.2,25.00%,-7.0,44.44%,16.0,-140.0
2021-09-19,Buffalo,Miami,8,20,2021,9,19,3.0,56.25%,33.33%,5.88%,0.0,33.33%,252.0,58.82%,0.0,1.0,371.0,23.2,25.00%,-7.0,44.44%,16.0,-140.0
2021-09-19,Buffalo,Miami,8,20,2021,9,19,3.0,56.25%,33.33%,5.88%,0.0,33.33%,252.0,58.82%,0.0,1.0,371.0,23.2,25.00%,-7.0,44.44%,16.0,-140.0
2021-09-19,Buffalo,Miami,8,20,2021,9,19,3.0,56.25%,33.33%,5.88%,0.0,33.33%,252.0,58.82%,0.0,1.0,371.0,23.2,25.00%,-7.0,44.44%,16.0,-140.0
2021-09-19,Buffalo,Miami,8,20,2021,9,19,3.0,56.25%,33.33%,5.88%,0.0,33.33%,252.0,58.82%,0.0,1.0,371.0,23.2,25.00%,-7.0,44.44%,16.0,-140.0
2021-09-19,Buffalo,Miami,8,20,2021,9,19,3.0,56.25%,33.33%,5.88%,0.0,33.33%,252.0,58.82%,0.0,1.0,371.0,23.2,25.00%,-7.0,44.44%,16.0,-140.0
2021-09-19,Buffalo,Miami,8,20,2021,9,19,3.0,56.25%,33.33%,5.88%,0.0,33.33%,252.0,58.82%,0.0,1.0,371.0,23.2,25.00%,-7.0,44.44%,16.0,-140.0
2021-09-19,Buffalo,Miami,8,20,2021,9,19,3.0,56.25%,33.33%,5.88%,0.0,33.33%,252.0,58.82%,0.0,1.0,371.0,23.2,25.00%,-7.0,44.44%,16.0,-140.0
2021-09-19,Carolina,New Orleans,24,3,2021,9,19,18.0,54.05%,100.00%,13.95%,1.0,30.77%,252.0,68.57%,0.0,2.0,381.0,20.1,25.00%,5.0,28.57%,19.0,150.0
2021-09-19,Carolina,New Orleans,24,3,2021,9,19,18.0,54.05%,100.00%,13.95%,1.0,30.77%,252.0,68.57%,0.0,2.0,381.0,20.1,25.00%,5.0,28.57%,19.0,150.0
2021-09-19,Carolina,New Orleans,24,3,2021,9,19,18.0,54.05%,100.00%,13.95%,1.0,30.77%,252.0,68.57%,0.0,2.0,381.0,20.1,25.00%,5.0,28.57%,19.0,150.0
2021-09-19,Carolina,New Orleans,24,3,2021,9,19,18.0,54.05%,100.00%,13.95%,1.0,30.77%,252.0,68.57%,0.0,2.0,381.0,20.1,25.00%,5.0,28.57%,19.0,150.0
2021-09-19,Carolina,New Orleans,24,3,2021,9,19,18.0,54.05%,100.00%,13.95%,1.0,30.77%,252.0,68.57%,0.0,2.0,381.0,20.1,25.00%,5.0,28.57%,19.0,150.0
2021-09-19,Carolina,New Orleans,24,3,2021,9,19,18.0,54.05%,100.00%,13.95%,1.0,30.77%,252.0,68.57%,0.0,2.0,381.0,20.1,25.00%,5.0,28.57%,19.0,150.0
2021-09-19,Carolina,New Orleans,24,3,2021,9,19,18.0,54.05%,100.00%,13.95%,1.0,30.77%,252.0,68.57%,0.0,2.0,381.0,20.1,25.00%,5.0,28.57%,19.0,150.0
2021-09-19,Carolina,New Orleans,24,3,2021,9,19,18.0,54.05%,100.00%,13.95%,1.0,30.77%,252.0,68.57%,0.0,2.0,381.0,20.1,25.00%,5.0,28.57%,19.0,150.0
2021-09-19,Chicago,Cincinnati,26,27,2021,9,19,25.0,76.92%,50.00%,3.70%,0.0,54.55%,386.0,72.50%,1.0,2.0,322.0,23.0,66.67%,-20.0,45.45%,14.0,-540.0
2021-09-19,Chicago,Cincinnati,26,27,2021,9,19,25.0,76.92%,50.00%,3.70%,0.0,54.55%,386.0,72.50%,1.0,2.0,322.0,23.0,66.67%,-20.0,45.45%,14.0,-540.0
2021-09-19,Chicago,Cincinnati,26,27,2021,9,19,25.0,76.92%,50.00%,3.70%,0.0,54.55%,386.0,72.50%,1.0,2.0,322.0,23.0,66.67%,-20.0,45.45%,14.0,-540.0
2021-09-19,Chicago,Cincinnati,26,27,2021,9,19,25.0,76.92%,50.00%,3.70%,0.0,54.55%,386.0,72.50%,1.0,2.0,322.0,23.0,66.67%,-20.0,45.45%,14.0,-540.0
2021-09-19,Chicago,Cincinnati,26,27,2021,9,19,25.0,76.92%,50.00%,3.70%,0.0,54.55%,386.0,72.50%,1.0,2.0,322.0,23.0,66.67%,-20.0,45.45%,14.0,-540.0
2021-09-19,Chicago,Cincinnati,26,27,2021,9,19,25.0,76.92%,50.00%,3.70%,0.0,54.55%,386.0,72.50%,1.0,2.0,322.0,23.0,66.67%,-20.0,45.45%,14.0,-540.0
2021-09-19,Chicago,Cincinnati,26,27,2021,9,19,25.0,76.92%,50.00%,3.70%,0.0,54.55%,386.0,72.50%,1.0,2.0,322.0,23.0,66.67%,-20.0,45.45%,14.0,-540.0
2021-09-19,Chicago,Cincinnati,26,27,2021,9,19,25.0,76.92%,50.00%,3.70%,0.0,54.55%,386.0,72.50%,1.0,2.0,322.0,23.0,66.67%,-20.0,45.45%,14.0,-540.0
2021-09-19,San Francisco,Philadelphia,10,17,2021,9,19,8.0,66.67%,100.00%,5.00%,1.0,26.67%,430.0,69.23%,0.0,5.0,442.0,10.8,100.00%,8.0,33.33%,41.0,128.0
2021-09-19,San Francisco,Philadelphia,10,17,2021,9,19,8.0,66.67%,100.00%,5.00%,1.0,26.67%,430.0,69.23%,0.0,5.0,442.0,10.8,100.00%,8.0,33.33%,41.0,128.0
2021-09-19,San Francisco,Philadelphia,10,17,2021,9,19,8.0,66.67%,100.00%,5.00%,1.0,26.67%,430.0,69.23%,0.0,5.0,442.0,10.8,100.00%,8.0,33.33%,41.0,128.0
2021-09-19,San Francisco,Philadelphia,10,17,2021,9,19,8.0,66.67%,100.00%,5.00%,1.0,26.67%,430.0,69.23%,0.0,5.0,442.0,10.8,100.00%,8.0,33.33%,41.0,128.0
2021-09-19,San Francisco,Philadelphia,10,17,2021,9,19,8.0,66.67%,100.00%,5.00%,1.0,26.67%,430.0,69.23%,0.0,5.0,442.0,10.8,100.00%,8.0,33.33%,41.0,128.0
2021-09-19,San Francisco,Philadelphia,10,17,2021,9,19,8.0,66.67%,100.00%,5.00%,1.0,26.67%,430.0,69.23%,0.0,5.0,442.0,10.8,100.00%,8.0,33.33%,41.0,128.0
2021-09-19,San Francisco,Philadelphia,10,17,2021,9,19,8.0,66.67%,100.00%,5.00%,1.0,26.67%,430.0,69.23%,0.0,5.0,442.0,10.8,100.00%,8.0,33.33%,41.0,128.0
2021-09-19,San Francisco,Philadelphia,10,17,2021,9,19,8.0,66.67%,100.00%,5.00%,1.0,26.67%,430.0,69.23%,0.0,5.0,442.0,10.8,100.00%,8.0,33.33%,41.0,128.0
2021-09-19,Las Vegas,Pittsburgh,21,11,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,132.0
2021-09-19,Las Vegas,Pittsburgh,21,11,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,132.0
2021-09-19,Las Vegas,Pittsburgh,21,11,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,132.0
2021-09-19,Las Vegas,Pittsburgh,21,11,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,132.0
2021-09-19,Las Vegas,Pittsburgh,21,11,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,132.0
2021-09-19,Las Vegas,Pittsburgh,21,11,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,132.0
2021-09-19,Las Vegas,Pittsburgh,21,11,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,132.0
2021-09-19,Las Vegas,Pittsburgh,21,11,2021,9,19,17.0,63.33%,100.00%,9.09%,2.0,25.00%,406.0,60.71%,1.0,4.0,491.0,14.9,50.00%,6.0,46.67%,33.0,132.0
2021-09-19,LA Rams,Indianapolis,5,22,2021,9,19,5.0,72.50%,66.67%,6.98%,2.0,45.45%,322.0,76.92%,0.0,4.0,386.0,11.4,50.00%,20.0,54.55%,34.0,220.0
2021-09-19,LA Rams,Indianapolis,5,22,2021,9,19,5.0,72.50%,66.67%,6.98%,2.0,45.45%,322.0,76.92%,0.0,4.0,386.0,11.4,50.00%,20.0,54.55%,34.0,220.0
2021-09-19,LA Rams,Indianapolis,5,22,2021,9,19,5.0,72.50%,66.67%,6.98%,2.0,45.45%,322.0,76.92%,0.0,4.0,386.0,11.4,50.00%,20.0,54.55%,34.0,220.0
2021-09-19,LA Rams,Indianapolis,5,22,2021,9,19,5.0,72.50%,66.67%,6.98%,2.0,45.45%,322.0,76.92%,0.0,4.0,386.0,11.4,50.00%,20.0,54.55%,34.0,220.0
2021-09-19,LA Rams,Indianapolis,5,22,2021,9,19,5.0,72.50%,66.67%,6.98%,2.0,45.45%,322.0,76.92%,0.0,4.0,386.0,11.4,50.00%,20.0,54.55%,34.0,220.0
2021-09-19,LA Rams,Indianapolis,5,22,2021,9,19,5.0,72.50%,66.67%,6.98%,2.0,45.45%,322.0,76.92%,0.0,4.0,386.0,11.4,50.00%,20.0,54.55%,34.0,220.0
2021-09-19,LA Rams,Indianapolis,5,22,2021,9,19,5.0,72.50%,66.67%,6.98%,2.0,45.45%,322.0,76.92%,0.0,4.0,386.0,11.4,50.00%,20.0,54.55%,34.0,220.0
2021-09-19,LA Rams,Indianapolis,5,22,2021,9,19,5.0,72.50%,66.67%,6.98%,2.0,45.45%,322.0,76.92%,0.0,4.0,386.0,11.4,50.00%,20.0,54.55%,34.0,220.0
2021-09-19,Tampa Bay,Atlanta,2,28,2021,9,19,1.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,10.0
2021-09-19,Tampa Bay,Atlanta,2,28,2021,9,19,1.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,10.0
2021-09-19,Tampa Bay,Atlanta,2,28,2021,9,19,1.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,10.0
2021-09-19,Tampa Bay,Atlanta,2,28,2021,9,19,1.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,10.0
2021-09-19,Tampa Bay,Atlanta,2,28,2021,9,19,1.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,10.0
2021-09-19,Tampa Bay,Atlanta,2,28,2021,9,19,1.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,10.0
2021-09-19,Tampa Bay,Atlanta,2,28,2021,9,19,1.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,10.0
2021-09-19,Tampa Bay,Atlanta,2,28,2021,9,19,1.0,72.41%,25.00%,1.69%,1.0,52.94%,451.0,64.00%,2.0,4.0,431.0,13.9,60.00%,2.0,45.45%,31.0,10.0
2021-09-19,Arizona,Minnesota,9,18,2021,9,19,9.0,61.11%,100.00%,14.29%,3.0,35.71%,248.0,65.63%,1.0,5.0,416.0,10.9,80.00%,25.0,53.85%,38.0,375.0
2021-09-19,Arizona,Minnesota,9,18,2021,9,19,9.0,61.11%,100.00%,14.29%,3.0,35.71%,248.0,65.63%,1.0,5.0,416.0,10.9,80.00%,25.0,53.85%,38.0,375.0
2021-09-19,Arizona,Minnesota,9,18,2021,9,19,9.0,61.11%,100.00%,14.29%,3.0,35.71%,248.0,65.63%,1.0,5.0,416.0,10.9,80.00%,25.0,53.85%,38.0,375.0
2021-09-19,Arizona,Minnesota,9,18,2021,9,19,9.0,61.11%,100.00%,14.29%,3.0,35.71%,248.0,65.63%,1.0,5.0,416.0,10.9,80.00%,25.0,53.85%,38.0,375.0
2021-09-19,Arizona,Minnesota,9,18,2021,9,19,9.0,61.11%,100.00%,14.29%,3.0,35.71%,248.0,65.63%,1.0,5.0,416.0,10.9,80.00%,25.0,53.85%,38.0,375.0
2021-09-19,Arizona,Minnesota,9,18,2021,9,19,9.0,61.11%,100.00%,14.29%,3.0,35.71%,248.0,65.63%,1.0,5.0,416.0,10.9,80.00%,25.0,53.85%,38.0,375.0
2021-09-19,Arizona,Minnesota,9,18,2021,9,19,9.0,61.11%,100.00%,14.29%,3.0,35.71%,248.0,65.63%,1.0,5.0,416.0,10.9,80.00%,25.0,53.85%,38.0,375.0
2021-09-19,Arizona,Minnesota,9,18,2021,9,19,9.0,61.11%,100.00%,14.29%,3.0,35.71%,248.0,65.63%,1.0,5.0,416.0,10.9,80.00%,25.0,53.85%,38.0,375.0
2021-09-19,Dallas,LA Chargers,15,12,2021,9,19,13.0,64.00%,60.00%,0.00%,4.0,45.45%,431.0,72.41%,1.0,3.0,451.0,15.6,25.00%,-2.0,52.94%,29.0,-24.0
2021-09-19,Dallas,LA Chargers,15,12,2021,9,19,13.0,64.00%,60.00%,0.00%,4.0,45.45%,431.0,72.41%,1.0,3.0,451.0,15.6,25.00%,-2.0,52.94%,29.0,-24.0
2021-09-19,Dallas,LA Chargers,15,12,2021,9,19,13.0,64.00%,60.00%,0.00%,4.0,45.45%,431.0,72.41%,1.0,3.0,451.0,15.6,25.00%,-2.0,52.94%,29.0,-24.0
2021-09-19,Dallas,LA Chargers,15,12,2021,9,19,13.0,64.00%,60.00%,0.00%,4.0,45.45%,431.0,72.41%,1.0,3.0,451.0,15.6,25.00%,-2.0,52.94%,29.0,-24.0
2021-09-19,Dallas,LA Chargers,15,12,2021,9,19,13.0,64.00%,60.00%,0.00%,4.0,45.45%,431.0,72.41%,1.0,3.0,451.0,15.6,25.00%,-2.0,52.94%,29.0,-24.0
2021-09-19,Dallas,LA Chargers,15,12,2021,9,19,13.0,64.00%,60.00%,0.00%,4.0,45.45%,431.0,72.41%,1.0,3.0,451.0,15.6,25.00%,-2.0,52.94%,29.0,-24.0
2021-09-19,Dallas,LA Chargers,15,12,2021,9,19,13.0,64.00%,60.00%,0.00%,4.0,45.45%,431.0,72.41%,1.0,3.0,451.0,15.6,25.00%,-2.0,52.94%,29.0,-24.0
2021-09-19,Dallas,LA Chargers,15,12,2021,9,19,13.0,64.00%,60.00%,0.00%,4.0,45.45%,431.0,72.41%,1.0,3.0,451.0,15.6,25.00%,-2.0,52.94%,29.0,-24.0
2021-09-19,Tennessee,Seattle,23,7,2021,9,19,22.0,65.63%,80.00%,5.88%,1.0,53.85%,416.0,61.11%,1.0,2.0,248.0,19.1,100.00%,-25.0,35.71%,13.0,-175.0
2021-09-19,Tennessee,Seattle,23,7,2021,9,19,22.0,65.63%,80.00%,5.88%,1.0,53.85%,416.0,61.11%,1.0,2.0,248.0,19.1,100.00%,-25.0,35.71%,13.0,-175.0
2021-09-19,Tennessee,Seattle,23,7,2021,9,19,22.0,65.63%,80.00%,5.88%,1.0,53.85%,416.0,61.11%,1.0,2.0,248.0,19.1,100.00%,-25.0,35.71%,13.0,-175.0
