year,month,day,team,red_zone_TD_percentage
2013,11,3,Detroit,80.00%
2013,11,3,Washington,100.00%
2013,11,3,Indianapolis,75.00%
2013,11,3,Cleveland,100.00%
2013,11,3,Las Vegas,100.00%
2013,11,3,Seattle,100.00%
2013,11,3,Arizona,66.67%
2013,11,3,Minnesota,75.00%
2013,11,3,Baltimore,50.00%
2013,11,3,LA Rams,0.00%
2013,11,3,Kansas City,50.00%
2013,11,3,Green Bay,50.00%
2013,11,3,LA Chargers,50.00%
2013,11,3,New England,75.00%
2013,11,3,Atlanta,33.33%
2013,11,3,New Orleans,60.00%
2013,11,3,Buffalo,66.67%
2013,11,3,NY Giants,0.00%
2013,11,3,Tennessee,50.00%
2013,11,3,Houston,0.00%
2013,11,3,Pittsburgh,50.00%
2013,11,3,Philadelphia,0.00%
2013,11,3,Jacksonville,0.00%
2013,10,27,Denver,60.00%
2013,10,27,Miami,75.00%
2013,10,27,Dallas,100.00%
2013,10,27,Cincinnati,100.00%
2013,10,27,Chicago,75.00%
2013,10,27,LA Rams,33.33%
2013,10,27,Indianapolis,75.00%
2013,10,27,Cleveland,50.00%
2013,10,27,Detroit,33.33%
2013,10,27,Washington,80.00%
2013,10,27,San Francisco,100.00%
2013,10,27,Seattle,75.00%
2013,10,27,NY Giants,25.00%
2013,10,27,Arizona,66.67%
2013,10,27,Baltimore,50.00%
2013,10,27,Atlanta,66.67%
2013,10,27,Kansas City,40.00%
2013,10,27,Green Bay,75.00%
2013,10,27,LA Chargers,50.00%
2013,10,27,NY Jets,50.00%
2013,10,27,Minnesota,0.00%
2013,10,27,New England,100.00%
2013,10,27,New Orleans,66.67%
2013,10,27,Tennessee,50.00%
2013,10,27,Buffalo,25.00%
2013,10,27,Houston,0.00%
2013,10,27,Philadelphia,0.00%
2013,10,27,Pittsburgh,33.33%
2013,10,27,Jacksonville,0.00%
2013,10,20,Denver,80.00%
2013,10,20,Miami,33.33%
2013,10,20,LA Rams,100.00%
2013,10,20,Dallas,75.00%
2013,10,20,Cincinnati,66.67%
2013,10,20,Carolina,100.00%
2013,10,20,Chicago,66.67%
2013,10,20,Detroit,100.00%
2013,10,20,NY Giants,100.00%
2013,10,20,Cleveland,66.67%
2013,10,20,Indianapolis,0.00%
2013,10,20,Tampa Bay,50.00%
2013,10,20,Seattle,75.00%
2013,10,20,Arizona,66.67%
2013,10,20,Baltimore,50.00%
2013,10,20,Kansas City,50.00%
2013,10,20,San Francisco,25.00%
2013,10,20,Washington,0.00%
2013,10,20,Minnesota,0.00%
2013,10,20,LA Chargers,0.00%
2013,10,20,Buffalo,50.00%
2013,10,20,Atlanta,80.00%
2013,10,20,Houston,16.67%
2013,10,20,NY Jets,0.00%
2013,10,20,New Orleans,66.67%
2013,10,20,Philadelphia,66.67%
2013,10,20,Green Bay,0.00%
2013,10,20,Tennessee,0.00%
2013,10,20,New England,60.00%
2013,10,20,Pittsburgh,0.00%
2013,10,20,Jacksonville,33.33%
2013,10,13,Denver,85.71%
2013,10,13,Miami,33.33%
2013,10,13,Chicago,66.67%
2013,10,13,Cincinnati,50.00%
2013,10,13,Washington,66.67%
2013,10,13,Dallas,83.33%
2013,10,13,Indianapolis,100.00%
2013,10,13,Houston,0.00%
2013,10,13,NY Giants,100.00%
2013,10,13,LA Rams,40.00%
2013,10,13,Cleveland,33.33%
2013,10,13,LA Chargers,40.00%
2013,10,13,Tampa Bay,100.00%
2013,10,13,Green Bay,0.00%
2013,10,13,San Francisco,40.00%
2013,10,13,Detroit,100.00%
2013,10,13,NY Jets,60.00%
2013,10,13,Minnesota,66.67%
2013,10,13,Kansas City,25.00%
2013,10,13,Baltimore,66.67%
2013,10,13,Seattle,50.00%
2013,10,13,Buffalo,100.00%
2013,10,13,Carolina,0.00%
2013,10,13,Las Vegas,100.00%
2013,10,13,Atlanta,80.00%
2013,10,13,Tennessee,25.00%
2013,10,13,Pittsburgh,50.00%
2013,10,13,Arizona,66.67%
2013,10,13,New Orleans,33.33%
2013,10,13,Philadelphia,40.00%
2013,10,13,New England,0.00%
2013,10,13,Jacksonville,33.33%
2013,10,6,Miami,66.67%
2013,10,6,Denver,100.00%
2013,10,6,Carolina,100.00%
2013,10,6,LA Rams,100.00%
2013,10,6,Houston,33.33%
2013,10,6,Cincinnati,0.00%
2013,10,6,Green Bay,50.00%
2013,10,6,LA Chargers,33.33%
2013,10,6,Washington,66.67%
2013,10,6,San Francisco,100.00%
2013,10,6,Chicago,40.00%
2013,10,6,Kansas City,100.00%
2013,10,6,Indianapolis,40.00%
2013,10,6,Cleveland,33.33%
2013,10,6,Tampa Bay,100.00%
2013,10,6,Dallas,50.00%
2013,10,6,Minnesota,66.67%
2013,10,6,Tennessee,75.00%
2013,10,6,Seattle,100.00%
2013,10,6,Detroit,40.00%
2013,10,6,Baltimore,25.00%
2013,10,6,Buffalo,100.00%
2013,10,6,Las Vegas,50.00%
2013,10,6,Pittsburgh,50.00%
2013,10,6,New Orleans,75.00%
2013,10,6,Philadelphia,40.00%
2013,10,6,Atlanta,16.67%
2013,10,6,New England,66.67%
2013,10,6,Arizona,33.33%
2013,10,6,Jacksonville,0.00%
2013,9,29,Green Bay,66.67%
2013,9,29,New Orleans,100.00%
2013,9,29,New England,25.00%
2013,9,29,Washington,100.00%
2013,9,29,Baltimore,100.00%
2013,9,29,Denver,100.00%
2013,9,29,Detroit,100.00%
2013,9,29,Tampa Bay,33.33%
2013,9,29,Carolina,57.14%
2013,9,29,Atlanta,33.33%
2013,9,29,Miami,0.00%
2013,9,29,Pittsburgh,100.00%
2013,9,29,NY Giants,100.00%
2013,9,29,Houston,66.67%
2013,9,29,San Francisco,80.00%
2013,9,29,Seattle,60.00%
2013,9,29,Cincinnati,0.00%
2013,9,29,Minnesota,0.00%
2013,9,29,LA Rams,50.00%
2013,9,29,Dallas,100.00%
2013,9,29,Indianapolis,0.00%
2013,9,29,Tennessee,50.00%
2013,9,29,Buffalo,100.00%
2013,9,29,Chicago,25.00%
2013,9,29,NY Jets,0.00%
2013,9,29,LA Chargers,50.00%
2013,9,29,Jacksonville,100.00%
2013,9,29,Philadelphia,50.00%
2013,9,29,Cleveland,100.00%
2013,9,29,Las Vegas,100.00%
2013,9,29,Arizona,0.00%
2013,9,29,Kansas City,0.00%
2013,9,22,Green Bay,66.67%
2013,9,22,New Orleans,100.00%
2013,9,22,New England,25.00%
2013,9,22,Washington,100.00%
2013,9,22,Baltimore,100.00%
2013,9,22,Denver,100.00%
2013,9,22,Detroit,100.00%
2013,9,22,Tampa Bay,33.33%
2013,9,22,Carolina,57.14%
2013,9,22,Atlanta,33.33%
2013,9,22,Miami,0.00%
2013,9,22,Pittsburgh,100.00%
2013,9,22,NY Giants,100.00%
2013,9,22,Houston,66.67%
2013,9,22,San Francisco,80.00%
2013,9,22,Seattle,60.00%
2013,9,22,Cincinnati,0.00%
2013,9,22,Minnesota,0.00%
2013,9,22,LA Rams,50.00%
2013,9,22,Dallas,100.00%
2013,9,22,Indianapolis,0.00%
2013,9,22,Tennessee,50.00%
2013,9,22,Buffalo,100.00%
2013,9,22,Chicago,25.00%
2013,9,22,NY Jets,0.00%
2013,9,22,LA Chargers,50.00%
2013,9,22,Jacksonville,100.00%
2013,9,22,Philadelphia,50.00%
2013,9,22,Cleveland,100.00%
2013,9,22,Las Vegas,100.00%
2013,9,22,Arizona,0.00%
2013,9,22,Kansas City,0.00%
2013,9,15,Green Bay,66.67%
2013,9,15,New Orleans,100.00%
2013,9,15,New England,25.00%
2013,9,15,Washington,100.00%
2013,9,15,Baltimore,100.00%
2013,9,15,Denver,100.00%
2013,9,15,Detroit,100.00%
2013,9,15,Tampa Bay,33.33%
2013,9,15,Carolina,57.14%
2013,9,15,Atlanta,33.33%
2013,9,15,Miami,0.00%
2013,9,15,Pittsburgh,100.00%
2013,9,15,NY Giants,100.00%
2013,9,15,Houston,66.67%
2013,9,15,San Francisco,80.00%
2013,9,15,Seattle,60.00%
2013,9,15,Cincinnati,0.00%
2013,9,15,Minnesota,0.00%
2013,9,15,LA Rams,50.00%
2013,9,15,Dallas,100.00%
2013,9,15,Indianapolis,0.00%
2013,9,15,Tennessee,50.00%
2013,9,15,Buffalo,100.00%
2013,9,15,Chicago,25.00%
2013,9,15,NY Jets,0.00%
2013,9,15,LA Chargers,50.00%
2013,9,15,Jacksonville,100.00%
2013,9,15,Philadelphia,50.00%
2013,9,15,Cleveland,100.00%
2013,9,15,Las Vegas,100.00%
2013,9,15,Arizona,0.00%
2013,9,15,Kansas City,0.00%
2013,9,8,Green Bay,66.67%
2013,9,8,New Orleans,100.00%
2013,9,8,New England,25.00%
2013,9,8,Washington,100.00%
2013,9,8,Baltimore,100.00%
2013,9,8,Denver,100.00%
2013,9,8,Detroit,100.00%
2013,9,8,Tampa Bay,33.33%
2013,9,8,Carolina,57.14%
2013,9,8,Atlanta,33.33%
2013,9,8,Miami,0.00%
2013,9,8,Pittsburgh,100.00%
2013,9,8,NY Giants,100.00%
2013,9,8,Houston,66.67%
2013,9,8,San Francisco,80.00%
2013,9,8,Seattle,60.00%
2013,9,8,Cincinnati,0.00%
2013,9,8,Minnesota,0.00%
2013,9,8,LA Rams,50.00%
2013,9,8,Dallas,100.00%
2013,9,8,Indianapolis,0.00%
2013,9,8,Tennessee,50.00%
2013,9,8,Buffalo,100.00%
2013,9,8,Chicago,25.00%
2013,9,8,NY Jets,0.00%
2013,9,8,LA Chargers,50.00%
2013,9,8,Jacksonville,100.00%
2013,9,8,Philadelphia,50.00%
2013,9,8,Cleveland,100.00%
2013,9,8,Las Vegas,100.00%
2013,9,8,Arizona,0.00%
2013,9,8,Kansas City,0.00%
2013,9,1,Green Bay,66.67%
2013,9,1,New Orleans,100.00%
2013,9,1,New England,25.00%
2013,9,1,Washington,100.00%
2013,9,1,Baltimore,100.00%
2013,9,1,Denver,100.00%
2013,9,1,Detroit,100.00%
2013,9,1,Tampa Bay,33.33%
2013,9,1,Carolina,57.14%
2013,9,1,Atlanta,33.33%
2013,9,1,Miami,0.00%
2013,9,1,Pittsburgh,100.00%
2013,9,1,NY Giants,100.00%
2013,9,1,Houston,66.67%
2013,9,1,San Francisco,80.00%
2013,9,1,Seattle,60.00%
2013,9,1,Cincinnati,0.00%
2013,9,1,Minnesota,0.00%
2013,9,1,LA Rams,50.00%
2013,9,1,Dallas,100.00%
2013,9,1,Indianapolis,0.00%
2013,9,1,Tennessee,50.00%
2013,9,1,Buffalo,100.00%
2013,9,1,Chicago,25.00%
2013,9,1,NY Jets,0.00%
2013,9,1,LA Chargers,50.00%
2013,9,1,Jacksonville,100.00%
2013,9,1,Philadelphia,50.00%
2013,9,1,Cleveland,100.00%
2013,9,1,Las Vegas,100.00%
2013,9,1,Arizona,0.00%
2013,9,1,Kansas City,0.00%
2013,2,24,Green Bay,66.67%
2013,2,24,New Orleans,100.00%
2013,2,24,New England,25.00%
2013,2,24,Washington,100.00%
2013,2,24,Baltimore,100.00%
2013,2,24,Denver,100.00%
2013,2,24,Detroit,100.00%
2013,2,24,Tampa Bay,33.33%
2013,2,24,Carolina,57.14%
2013,2,24,Atlanta,33.33%
2013,2,24,Miami,0.00%
2013,2,24,Pittsburgh,100.00%
2013,2,24,NY Giants,100.00%
2013,2,24,Houston,66.67%
2013,2,24,San Francisco,80.00%
2013,2,24,Seattle,60.00%
2013,2,24,Cincinnati,0.00%
2013,2,24,Minnesota,0.00%
2013,2,24,LA Rams,50.00%
2013,2,24,Dallas,100.00%
2013,2,24,Indianapolis,0.00%
2013,2,24,Tennessee,50.00%
2013,2,24,Buffalo,100.00%
2013,2,24,Chicago,25.00%
2013,2,24,NY Jets,0.00%
2013,2,24,LA Chargers,50.00%
2013,2,24,Jacksonville,100.00%
2013,2,24,Philadelphia,50.00%
2013,2,24,Cleveland,100.00%
2013,2,24,Las Vegas,100.00%
2013,2,24,Arizona,0.00%
2013,2,24,Kansas City,0.00%
2013,2,17,Green Bay,66.67%
2013,2,17,New Orleans,100.00%
2013,2,17,New England,25.00%
2013,2,17,Washington,100.00%
2013,2,17,Baltimore,100.00%
2013,2,17,Denver,100.00%
2013,2,17,Detroit,100.00%
2013,2,17,Tampa Bay,33.33%
2013,2,17,Carolina,57.14%
2013,2,17,Atlanta,33.33%
2013,2,17,Miami,0.00%
2013,2,17,Pittsburgh,100.00%
2013,2,17,NY Giants,100.00%
2013,2,17,Houston,66.67%
2013,2,17,San Francisco,80.00%
2013,2,17,Seattle,60.00%
2013,2,17,Cincinnati,0.00%
2013,2,17,Minnesota,0.00%
2013,2,17,LA Rams,50.00%
2013,2,17,Dallas,100.00%
2013,2,17,Indianapolis,0.00%
2013,2,17,Tennessee,50.00%
2013,2,17,Buffalo,100.00%
2013,2,17,Chicago,25.00%
2013,2,17,NY Jets,0.00%
2013,2,17,LA Chargers,50.00%
2013,2,17,Jacksonville,100.00%
2013,2,17,Philadelphia,50.00%
2013,2,17,Cleveland,100.00%
2013,2,17,Las Vegas,100.00%
2013,2,17,Arizona,0.00%
2013,2,17,Kansas City,0.00%
2013,2,10,Green Bay,66.67%
2013,2,10,New Orleans,100.00%
2013,2,10,New England,25.00%
2013,2,10,Washington,100.00%
2013,2,10,Baltimore,100.00%
2013,2,10,Denver,100.00%
2013,2,10,Detroit,100.00%
2013,2,10,Tampa Bay,33.33%
2013,2,10,Carolina,57.14%
2013,2,10,Atlanta,33.33%
2013,2,10,Miami,0.00%
2013,2,10,Pittsburgh,100.00%
2013,2,10,NY Giants,100.00%
2013,2,10,Houston,66.67%
2013,2,10,San Francisco,80.00%
2013,2,10,Seattle,60.00%
2013,2,10,Cincinnati,0.00%
2013,2,10,Minnesota,0.00%
2013,2,10,LA Rams,50.00%
2013,2,10,Dallas,100.00%
2013,2,10,Indianapolis,0.00%
2013,2,10,Tennessee,50.00%
2013,2,10,Buffalo,100.00%
2013,2,10,Chicago,25.00%
2013,2,10,NY Jets,0.00%
2013,2,10,LA Chargers,50.00%
2013,2,10,Jacksonville,100.00%
2013,2,10,Philadelphia,50.00%
2013,2,10,Cleveland,100.00%
2013,2,10,Las Vegas,100.00%
2013,2,10,Arizona,0.00%
2013,2,10,Kansas City,0.00%
2013,2,3,Green Bay,66.67%
2013,2,3,New Orleans,100.00%
2013,2,3,New England,25.00%
2013,2,3,Washington,100.00%
2013,2,3,Baltimore,100.00%
2013,2,3,Denver,100.00%
2013,2,3,Detroit,100.00%
2013,2,3,Tampa Bay,33.33%
2013,2,3,Carolina,57.14%
2013,2,3,Atlanta,33.33%
2013,2,3,Miami,0.00%
2013,2,3,Pittsburgh,100.00%
2013,2,3,NY Giants,100.00%
2013,2,3,Houston,66.67%
2013,2,3,San Francisco,80.00%
2013,2,3,Seattle,60.00%
2013,2,3,Cincinnati,0.00%
2013,2,3,Minnesota,0.00%
2013,2,3,LA Rams,50.00%
2013,2,3,Dallas,100.00%
2013,2,3,Indianapolis,0.00%
2013,2,3,Tennessee,50.00%
2013,2,3,Buffalo,100.00%
2013,2,3,Chicago,25.00%
2013,2,3,NY Jets,0.00%
2013,2,3,LA Chargers,50.00%
2013,2,3,Jacksonville,100.00%
2013,2,3,Philadelphia,50.00%
2013,2,3,Cleveland,100.00%
2013,2,3,Las Vegas,100.00%
2013,2,3,Arizona,0.00%
2013,2,3,Kansas City,0.00%
2013,1,27,Green Bay,66.67%
2013,1,27,New Orleans,100.00%
2013,1,27,New England,25.00%
2013,1,27,Washington,100.00%
2013,1,27,Baltimore,100.00%
2013,1,27,Denver,100.00%
2013,1,27,Detroit,100.00%
2013,1,27,Tampa Bay,33.33%
2013,1,27,Carolina,57.14%
2013,1,27,Atlanta,33.33%
2013,1,27,Miami,0.00%
2013,1,27,Pittsburgh,100.00%
2013,1,27,NY Giants,100.00%
2013,1,27,Houston,66.67%
2013,1,27,San Francisco,80.00%
2013,1,27,Seattle,60.00%
2013,1,27,Cincinnati,0.00%
2013,1,27,Minnesota,0.00%
2013,1,27,LA Rams,50.00%
2013,1,27,Dallas,100.00%
2013,1,27,Indianapolis,0.00%
2013,1,27,Tennessee,50.00%
2013,1,27,Buffalo,100.00%
2013,1,27,Chicago,25.00%
2013,1,27,NY Jets,0.00%
2013,1,27,LA Chargers,50.00%
2013,1,27,Jacksonville,100.00%
2013,1,27,Philadelphia,50.00%
2013,1,27,Cleveland,100.00%
2013,1,27,Las Vegas,100.00%
2013,1,27,Arizona,0.00%
2013,1,27,Kansas City,0.00%
2013,1,20,New England,66.67%
2013,1,20,Green Bay,66.67%
2013,1,20,New Orleans,100.00%
2013,1,20,Washington,100.00%
2013,1,20,Denver,100.00%
2013,1,20,Detroit,100.00%
2013,1,20,Carolina,57.14%
2013,1,20,Tampa Bay,33.33%
2013,1,20,Atlanta,66.67%
2013,1,20,Baltimore,100.00%
2013,1,20,Miami,0.00%
2013,1,20,Pittsburgh,100.00%
2013,1,20,NY Giants,100.00%
2013,1,20,Houston,66.67%
2013,1,20,Seattle,60.00%
2013,1,20,Cincinnati,0.00%
2013,1,20,Minnesota,0.00%
2013,1,20,San Francisco,75.00%
2013,1,20,LA Rams,50.00%
2013,1,20,Dallas,100.00%
2013,1,20,Indianapolis,0.00%
2013,1,20,Buffalo,100.00%
2013,1,20,Chicago,25.00%
2013,1,20,Tennessee,50.00%
2013,1,20,NY Jets,0.00%
2013,1,20,LA Chargers,50.00%
2013,1,20,Jacksonville,100.00%
2013,1,20,Philadelphia,50.00%
2013,1,20,Cleveland,100.00%
2013,1,20,Las Vegas,100.00%
2013,1,20,Arizona,0.00%
2013,1,20,Kansas City,0.00%
2013,1,13,New England,100.00%
2013,1,13,Green Bay,66.67%
2013,1,13,New Orleans,100.00%
2013,1,13,Washington,100.00%
2013,1,13,Denver,100.00%
2013,1,13,Detroit,100.00%
2013,1,13,Carolina,57.14%
2013,1,13,Tampa Bay,33.33%
2013,1,13,Atlanta,66.67%
2013,1,13,Baltimore,100.00%
2013,1,13,Miami,0.00%
2013,1,13,Pittsburgh,100.00%
2013,1,13,NY Giants,100.00%
2013,1,13,Houston,25.00%
2013,1,13,Cincinnati,0.00%
2013,1,13,Seattle,16.67%
2013,1,13,Minnesota,0.00%
2013,1,13,San Francisco,75.00%
2013,1,13,LA Rams,50.00%
2013,1,13,Dallas,100.00%
2013,1,13,Indianapolis,0.00%
2013,1,13,Buffalo,100.00%
2013,1,13,Chicago,25.00%
2013,1,13,Tennessee,50.00%
2013,1,13,NY Jets,0.00%
2013,1,13,LA Chargers,50.00%
2013,1,13,Jacksonville,100.00%
2013,1,13,Philadelphia,50.00%
2013,1,13,Cleveland,100.00%
2013,1,13,Las Vegas,100.00%
2013,1,13,Arizona,0.00%
2013,1,13,Kansas City,0.00%
2013,1,6,New England,100.00%
2013,1,6,Green Bay,75.00%
2013,1,6,New Orleans,100.00%
2013,1,6,Washington,75.00%
2013,1,6,Detroit,100.00%
2013,1,6,Carolina,57.14%
2013,1,6,Tampa Bay,33.33%
2013,1,6,Denver,100.00%
2013,1,6,Atlanta,66.67%
2013,1,6,Seattle,66.67%
2013,1,6,Baltimore,100.00%
2013,1,6,Miami,0.00%
2013,1,6,Pittsburgh,100.00%
2013,1,6,NY Giants,100.00%
2013,1,6,Indianapolis,66.67%
2013,1,6,Houston,25.00%
2013,1,6,Cincinnati,0.00%
2013,1,6,Minnesota,0.00%
2013,1,6,LA Rams,50.00%
2013,1,6,Dallas,100.00%
2013,1,6,San Francisco,50.00%
2013,1,6,Chicago,25.00%
2013,1,6,Buffalo,100.00%
2013,1,6,Tennessee,50.00%
2013,1,6,NY Jets,0.00%
2013,1,6,LA Chargers,50.00%
2013,1,6,Jacksonville,100.00%
2013,1,6,Philadelphia,50.00%
2013,1,6,Cleveland,100.00%
2013,1,6,Las Vegas,100.00%
2013,1,6,Arizona,0.00%
2013,1,6,Kansas City,0.00%
2012,12,30,New Orleans,33.33%
2012,12,30,New England,100.00%
2012,12,30,Tampa Bay,66.67%
2012,12,30,Green Bay,0.00%
2012,12,30,Detroit,100.00%
2012,12,30,Carolina,50.00%
2012,12,30,Cincinnati,80.00%
2012,12,30,Denver,25.00%
2012,12,30,Houston,75.00%
2012,12,30,Baltimore,33.33%
2012,12,30,San Francisco,50.00%
2012,12,30,Atlanta,66.67%
2012,12,30,Miami,100.00%
2012,12,30,Jacksonville,100.00%
2012,12,30,Washington,66.67%
2012,12,30,Tennessee,50.00%
2012,12,30,Seattle,100.00%
2012,12,30,LA Chargers,0.00%
2012,12,30,Chicago,75.00%
2012,12,30,Minnesota,33.33%
2012,12,30,Pittsburgh,100.00%
2012,12,30,NY Giants,83.33%
2012,12,30,Indianapolis,33.33%
2012,12,30,NY Jets,50.00%
2012,12,30,Buffalo,33.33%
2012,12,30,Dallas,50.00%
2012,12,30,Arizona,40.00%
2012,12,30,LA Rams,0.00%
2012,12,30,Philadelphia,50.00%
2012,12,30,Cleveland,50.00%
2012,12,30,Kansas City,0.00%
2012,12,23,New Orleans,66.67%
2012,12,23,New England,100.00%
2012,12,23,Denver,25.00%
2012,12,23,Detroit,100.00%
2012,12,23,Baltimore,0.00%
2012,12,23,San Francisco,50.00%
2012,12,23,Houston,75.00%
2012,12,23,Cincinnati,100.00%
2012,12,23,Atlanta,50.00%
2012,12,23,Washington,66.67%
2012,12,23,Miami,100.00%
2012,12,23,Tennessee,75.00%
2012,12,23,LA Chargers,100.00%
2012,12,23,Minnesota,25.00%
2012,12,23,Jacksonville,66.67%
2012,12,23,Indianapolis,100.00%
2012,12,23,Pittsburgh,0.00%
2012,12,23,Seattle,100.00%
2012,12,23,LA Rams,100.00%
2012,12,23,NY Jets,50.00%
2012,12,23,Buffalo,0.00%
2012,12,23,Chicago,100.00%
2012,12,23,Dallas,50.00%
2012,12,23,NY Giants,33.33%
2012,12,23,Arizona,33.33%
2012,12,23,Las Vegas,66.67%
2012,12,23,Philadelphia,0.00%
2012,12,23,Cleveland,50.00%
2012,12,23,Kansas City,0.00%
2012,12,16,New Orleans,66.67%
2012,12,16,Denver,66.67%
2012,12,16,Green Bay,33.33%
2012,12,16,Tampa Bay,100.00%
2012,12,16,Baltimore,80.00%
2012,12,16,New England,80.00%
2012,12,16,Carolina,100.00%
2012,12,16,Detroit,75.00%
2012,12,16,San Francisco,66.67%
2012,12,16,Houston,50.00%
2012,12,16,Atlanta,50.00%
2012,12,16,Miami,100.00%
2012,12,16,Tennessee,75.00%
2012,12,16,Washington,33.33%
2012,12,16,Cincinnati,75.00%
2012,12,16,LA Chargers,66.67%
2012,12,16,Minnesota,25.00%
2012,12,16,Pittsburgh,25.00%
2012,12,16,Seattle,100.00%
2012,12,16,Jacksonville,50.00%
2012,12,16,Buffalo,0.00%
2012,12,16,Indianapolis,50.00%
2012,12,16,NY Jets,0.00%
2012,12,16,Chicago,0.00%
2012,12,16,Dallas,50.00%
2012,12,16,Arizona,50.00%
2012,12,16,NY Giants,33.33%
2012,12,16,LA Rams,66.67%
2012,12,16,Philadelphia,66.67%
2012,12,16,Las Vegas,0.00%
2012,12,16,Cleveland,0.00%
2012,12,16,Kansas City,33.33%
2012,12,9,New Orleans,66.67%
2012,12,9,Denver,75.00%
2012,12,9,Green Bay,33.33%
2012,12,9,Tampa Bay,66.67%
2012,12,9,New England,85.71%
2012,12,9,Baltimore,100.00%
2012,12,9,San Francisco,100.00%
2012,12,9,Detroit,100.00%
2012,12,9,Carolina,100.00%
2012,12,9,Houston,66.67%
2012,12,9,Atlanta,25.00%
2012,12,9,Minnesota,66.67%
2012,12,9,Miami,33.33%
2012,12,9,Washington,33.33%
2012,12,9,Pittsburgh,50.00%
2012,12,9,Buffalo,0.00%
2012,12,9,LA Chargers,40.00%
2012,12,9,Cincinnati,50.00%
2012,12,9,NY Jets,25.00%
2012,12,9,Jacksonville,50.00%
2012,12,9,Indianapolis,50.00%
2012,12,9,Chicago,42.86%
2012,12,9,NY Giants,50.00%
2012,12,9,Seattle,66.67%
2012,12,9,Arizona,50.00%
2012,12,9,Dallas,0.00%
2012,12,9,Las Vegas,75.00%
2012,12,9,LA Rams,0.00%
2012,12,9,Philadelphia,0.00%
2012,12,9,Cleveland,0.00%
2012,12,9,Kansas City,100.00%
2012,12,2,New Orleans,100.00%
2012,12,2,Green Bay,50.00%
2012,12,2,Denver,66.67%
2012,12,2,Tampa Bay,75.00%
2012,12,2,New England,85.71%
2012,12,2,Atlanta,50.00%
2012,12,2,Buffalo,66.67%
2012,12,2,San Francisco,100.00%
2012,12,2,Miami,66.67%
2012,12,2,Houston,60.00%
2012,12,2,Baltimore,50.00%
2012,12,2,Washington,33.33%
2012,12,2,Carolina,25.00%
2012,12,2,Detroit,100.00%
2012,12,2,Minnesota,50.00%
2012,12,2,Pittsburgh,60.00%
2012,12,2,Tennessee,0.00%
2012,12,2,LA Chargers,40.00%
2012,12,2,NY Jets,25.00%
2012,12,2,Dallas,75.00%
2012,12,2,Cincinnati,100.00%
2012,12,2,Chicago,66.67%
2012,12,2,Indianapolis,50.00%
2012,12,2,Philadelphia,66.67%
2012,12,2,NY Giants,25.00%
2012,12,2,Arizona,0.00%
2012,12,2,LA Rams,0.00%
2012,12,2,Jacksonville,33.33%
2012,12,2,Seattle,66.67%
2012,12,2,Las Vegas,16.67%
2012,12,2,Kansas City,100.00%
2012,11,25,New Orleans,66.67%
2012,11,25,New England,100.00%
2012,11,25,Denver,25.00%
2012,11,25,Detroit,100.00%
2012,11,25,Baltimore,0.00%
2012,11,25,San Francisco,50.00%
2012,11,25,Houston,75.00%
2012,11,25,Cincinnati,100.00%
2012,11,25,Atlanta,50.00%
2012,11,25,Washington,66.67%
2012,11,25,Miami,100.00%
2012,11,25,Tennessee,75.00%
2012,11,25,LA Chargers,100.00%
2012,11,25,Minnesota,25.00%
2012,11,25,Jacksonville,66.67%
2012,11,25,Indianapolis,100.00%
2012,11,25,Pittsburgh,0.00%
2012,11,25,Seattle,100.00%
2012,11,25,LA Rams,100.00%
2012,11,25,NY Jets,50.00%
2012,11,25,Buffalo,0.00%
2012,11,25,Chicago,100.00%
2012,11,25,Dallas,50.00%
2012,11,25,NY Giants,33.33%
2012,11,25,Arizona,33.33%
2012,11,25,Las Vegas,66.67%
2012,11,25,Philadelphia,0.00%
2012,11,25,Cleveland,50.00%
2012,11,25,Kansas City,0.00%
2012,11,18,New Orleans,66.67%
2012,11,18,Denver,66.67%
2012,11,18,Green Bay,33.33%
2012,11,18,Tampa Bay,100.00%
2012,11,18,Baltimore,80.00%
2012,11,18,New England,80.00%
2012,11,18,Carolina,100.00%
2012,11,18,Detroit,75.00%
2012,11,18,San Francisco,66.67%
2012,11,18,Houston,50.00%
2012,11,18,Atlanta,50.00%
2012,11,18,Miami,100.00%
2012,11,18,Tennessee,75.00%
2012,11,18,Washington,33.33%
2012,11,18,Cincinnati,75.00%
2012,11,18,LA Chargers,66.67%
2012,11,18,Minnesota,25.00%
2012,11,18,Pittsburgh,25.00%
2012,11,18,Seattle,100.00%
2012,11,18,Jacksonville,50.00%
2012,11,18,Buffalo,0.00%
2012,11,18,Indianapolis,50.00%
2012,11,18,NY Jets,0.00%
2012,11,18,Chicago,0.00%
2012,11,18,Dallas,50.00%
2012,11,18,Arizona,50.00%
2012,11,18,NY Giants,33.33%
2012,11,18,LA Rams,66.67%
2012,11,18,Philadelphia,66.67%
2012,11,18,Las Vegas,0.00%
2012,11,18,Cleveland,0.00%
2012,11,18,Kansas City,33.33%
2012,11,11,New Orleans,66.67%
2012,11,11,Denver,75.00%
2012,11,11,Green Bay,33.33%
2012,11,11,Tampa Bay,66.67%
2012,11,11,New England,85.71%
2012,11,11,Baltimore,100.00%
2012,11,11,San Francisco,100.00%
2012,11,11,Detroit,100.00%
2012,11,11,Carolina,100.00%
2012,11,11,Houston,66.67%
